obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond
9;23;14;41;17;16.6683501683502;1.80787309349762;1.80787309349762;24;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;47;169;12;11.6683501683502;0.858008407103625;0.858008407103625;157;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-57;31;-3;-3.33164983164983;1.31627008384385;1.31627008384385;34;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;48;168;2;1.66835016835017;2.01621982234792;2.01621982234792;166;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-13;5;6;5.66835016835017;2.8660762072941;2.8660762072941;179;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;21;169;11;10.6683501683502;2.89114114725817;2.89114114725817;158;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;16;157;15;14.6683501683502;0.957991351402598;0.957991351402598;142;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;45;92;-5;-5.33164983164983;1.48297131472282;1.48297131472282;97;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;50;47;0;-0.331649831649832;2.7744418030743;2.7744418030743;47;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;44;13;10;9.66835016835017;3.79099066464187;3.79099066464187;3;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-62;69;4;3.66835016835017;1.89956213633923;1.89956213633923;65;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;31;41;7;6.66835016835017;1.06631106280838;1.06631106280838;34;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-56;100;10;9.66835016835017;1.9495782109625;1.9495782109625;90;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-1;90;-1;-1.33164983164983;1.38295274966367;1.38295274966367;91;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-75;165;-1;-1.33164983164983;1.69961134128971;1.69961134128971;166;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;22;160;16;15.6683501683502;2.72451266725329;2.72451266725329;144;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-59;33;10;9.66835016835017;2.25778955074202;2.25778955074202;23;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;87;106;-10;-10.3316498316498;1.96626502750951;1.96626502750951;116;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-31;157;10;9.66835016835017;0.883019915927434;0.883019915927434;147;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;2;147;2;1.66835016835017;0.89969345015561;0.89969345015561;145;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;45;101;1;0.668350168350168;1.59129978038982;1.59129978038982;100;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;64;46;10;9.66835016835017;3.11608624450309;3.11608624450309;36;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-45;80;-1;-1.33164983164983;1.31628487551279;1.31628487551279;81;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-44;116;-9;-9.33164983164983;1.29964635830765;1.29964635830765;125;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;36;89;0;-0.331649831649832;2.75784554778147;2.75784554778147;89;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;54;34;-1;-1.33164983164983;0.941316911557806;0.941316911557806;35;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-70;98;-7;-7.33164983164983;1.95798803081925;1.95798803081925;105;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-72;167;-10;-10.3316498316498;2.51603039839392;2.51603039839392;177;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-6;177;-6;-6.33164983164983;1.36630004452672;1.36630004452672;3;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;59;115;-9;-9.33164983164983;2.22448172549412;2.22448172549412;124;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;80;44;0;-0.331649831649832;1.63289818651174;1.63289818651174;44;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-19;56;-7;-7.33164983164983;1.03298633280065;1.03298633280065;63;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-14;68;-9;-9.33164983164983;1.69123955715622;1.69123955715622;77;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-41;115;-3;-3.33164983164983;2.06622110529861;2.06622110529861;118;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;57;66;5;4.66835016835017;0.858026821224485;0.858026821224485;61;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-49;118;8;7.66835016835017;1.12465454655103;1.12465454655103;110;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-51;150;-11;-11.3316498316498;2.03288067800167;2.03288067800167;161;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;7;156;2;1.66835016835017;1.60793497701889;1.60793497701889;154;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;8;157;11;10.6683501683502;1.7329215815007;1.7329215815007;146;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;18;101;-27;-27.3316498316498;0.966308798782848;0.966308798782848;128;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-86;42;8;7.66835016835017;1.29959956832317;1.29959956832317;34;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;34;12;12;11.6683501683502;2.59947021666812;2.59947021666812;0;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;64;103;-13;-13.3316498316498;1.6078930169715;1.6078930169715;116;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-35;157;6;5.66835016835017;1.89959353091035;1.89959353091035;151;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-60;29;-2;-2.33164983164983;2.34948734783757;2.34948734783757;31;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-87;99;-19;-19.3316498316498;2.3995191197464;2.3995191197464;118;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;10;96;-12;-12.3316498316498;2.31618284316937;2.31618284316937;108;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-62;173;3;2.66835016835017;3.26608647090325;3.26608647090325;170;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-8;2;4;3.66835016835017;1.34959722882559;1.34959722882559;178;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;74;94;-10;-10.3316498316498;1.70794146724438;1.70794146724438;104;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-4;102;-6;-6.33164983164983;1.91621635083357;1.91621635083357;108;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-5;107;-6;-6.33164983164983;1.86625038677084;1.86625038677084;113;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;89;24;0;-0.331649831649832;1.62457439984064;1.62457439984064;24;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;57;149;2;1.66835016835017;1.04132702423158;1.04132702423158;147;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;42;102;-3;-3.33164983164983;2.11617197582018;2.11617197582018;105;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;63;50;8;7.66835016835017;1.67459922871785;1.67459922871785;42;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;8;40;6;5.66835016835017;1.31630600647259;1.31630600647259;34;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;36;173;-5;-5.33164983164983;1.3912623484066;1.3912623484066;178;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-38;35;-1;-1.33164983164983;1.60792984521322;1.60792984521322;36;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-44;76;-4;-4.33164983164983;2.14125744300327;2.14125744300327;80;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;81;3;4;3.66835016835017;1.7745480616104;1.7745480616104;179;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-4;0;-3;-3.33164983164983;1.37460300210296;1.37460300210296;3;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-11;14;0;-0.331649831649832;1.19129223361961;1.19129223361961;14;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
9;23;-47;69;8;7.66835016835017;0.97465884821213;0.97465884821213;61;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;NaN;28;13;15.3367003367003;2.18106780014932;2.18106780014932;15;1;1;0;NaN;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-72;79;-8;-5.66329966329966;3.59164160024375;3.59164160024375;87;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-21;120;12;14.3367003367003;1.11709690000862;1.11709690000862;108;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;10;102;4;6.33670033670034;2.05875509977341;2.05875509977341;98;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-10;110;2;4.33670033670034;1.99316189996898;1.99316189996898;108;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;30;63;-15;-12.6632996632997;1.98375010024756;1.98375010024756;78;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;14;49;-15;-12.6632996632997;1.78370360005647;1.78370360005647;64;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;21;47;4;6.33670033670034;1.45161219965667;1.45161219965667;43;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-1;36;-8;-5.66329966329966;1.15130040049553;1.15130040049553;44;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-53;111;14;16.3367003367003;1.93460279982537;1.93460279982537;97;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-15;115;3;5.33670033670034;1.85869110003114;1.85869110003114;112;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;27;74;-11;-8.66329966329966;2.2666466999799;2.2666466999799;85;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-27;119;7;9.33670033670034;1.65160380024463;1.65160380024463;112;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;45;54;-13;-10.6632996632997;1.60038960073143;1.60038960073143;67;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;23;47;3;5.33670033670034;1.51679609995335;1.51679609995335;44;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-55;104;5;7.33670033670034;1.74998269975185;1.74998269975185;99;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-58;150;-7;-4.66329966329966;0.966748000122607;0.966748000122607;157;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;62;105;10;12.3367003367003;1.80001330003142;1.80001330003142;95;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;16;64;-15;-12.6632996632997;1.55014280043542;1.55014280043542;79;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;12;55;-12;-9.66329966329966;2.54984580073506;2.54984580073506;67;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;71;168;-8;-5.66329966329966;1.56652989983559;1.56652989983559;176;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-14;17;7;9.33670033670034;1.87491520028561;1.87491520028561;10;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-12;26;4;6.33670033670034;2.04163580015302;2.04163580015302;22;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;72;131;1;3.33670033670034;1.56667140033096;1.56667140033096;130;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;24;121;15;17.3367003367003;2.54138730000705;2.54138730000705;106;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;78;28;0;2.33670033670034;1.07522379979491;1.07522379979491;28;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;11;25;8;10.3367003367003;3.5914211999625;3.5914211999625;17;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-42;49;-10;-7.66329966329966;2.24984550010413;2.24984550010413;59;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;6;42;-11;-8.66329966329966;1.45829849969596;1.45829849969596;53;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;13;37;-3;-0.663299663299664;2.42484579980373;2.42484579980373;40;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-31;41;-30;NaN;2.08368120063096;NaN;71;1;1;1;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-29;104;4;NaN;1.73453580029309;NaN;100;1;1;1;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;61;36;-3;-0.663299663299664;1.85020010080189;1.85020010080189;39;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;35;176;-8;-5.66329966329966;1.96704360004514;1.96704360004514;4;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-82;69;-17;-14.6632996632997;2.15848490037024;2.15848490037024;86;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-87;159;-14;-11.6632996632997;1.60048639960587;1.60048639960587;173;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;19;134;-20;-17.6632996632997;1.18442959990352;1.18442959990352;154;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;53;119;18;20.3367003367003;1.97562510054559;1.97562510054559;101;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;48;49;-4;-1.66329966329966;2.8096960997209;2.8096960997209;53;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;17;43;7;9.33670033670034;1.58365149982274;1.58365149982274;36;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;73;140;-3;-0.663299663299664;1.41716179996729;1.41716179996729;143;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;86;45;-12;-9.66329966329966;2.16725730057806;2.16725730057806;57;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;67;161;-9;-6.66329966329966;0.809485100209713;0.809485100209713;170;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;68;118;16;18.3367003367003;1.55045180022717;1.55045180022717;102;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-89;19;8;10.3367003367003;2.14202260039747;2.14202260039747;11;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-6;18;1;3.33670033670034;2.59227980021387;2.59227980021387;17;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-33;46;-4;-1.66329966329966;3.13315190002322;3.13315190002322;50;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-12;44;-18;-15.6632996632997;0.668023300357163;0.668023300357163;62;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;51;18;7;9.33670033670034;1.90045419987291;1.90045419987291;11;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-81;106;14;16.3367003367003;1.34301850013435;1.34301850013435;92;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-32;124;0;2.33670033670034;1.47542660031468;1.47542660031468;124;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-52;168;-8;-5.66329966329966;1.19279799982905;1.19279799982905;176;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;77;101;2;4.33670033670034;1.05984729994088;1.05984729994088;99;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-63;148;-14;-11.6632996632997;1.67568970005959;1.67568970005959;162;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-12;159;-15;-12.6632996632997;1.12553570047021;1.12553570047021;174;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;68;105;-1;1.33670033670034;1.29297820013016;1.29297820013016;106;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-22;127;-1;1.33670033670034;1.99205270037055;1.99205270037055;128;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;16;127;15;17.3367003367003;1.83372369967401;1.83372369967401;112;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;16;110;14;16.3367003367003;1.35066920053214;1.35066920053214;96;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;18;67;-11;-8.66329966329966;1.77655719965696;1.77655719965696;78;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-76;145;-9;-6.66329966329966;1.75950159970671;1.75950159970671;154;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;19;138;3;5.33670033670034;2.59230030048639;2.59230030048639;135;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;12;130;7;9.33670033670034;1.16826259996742;1.16826259996742;123;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-59;11;9;11.3367003367003;0.943500200286508;0.943500200286508;2;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-30;30;-2;0.336700336700336;1.90896160062402;1.90896160062402;32;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-39;63;-8;-5.66329966329966;1.96707780007273;1.96707780007273;71;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-37;115;7;9.33670033670034;2.44314519967884;2.44314519967884;108;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;38;66;-4;-1.66329966329966;2.26710459962487;2.26710459962487;70;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-73;132;-11;-8.66329966329966;1.72561569977552;1.72561569977552;143;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-71;40;6;8.33670033670034;1.50858089979738;1.50858089979738;34;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-43;68;-9;-6.66329966329966;1.46785120014101;1.46785120014101;77;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-9;76;-10;-7.66329966329966;3.22506150044501;3.22506150044501;86;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-27;121;8;10.3367003367003;1.81820330023766;1.81820330023766;113;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-83;21;5;7.33670033670034;1.43392340000719;1.43392340000719;16;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;65;133;2;4.33670033670034;2.07541629951447;2.07541629951447;131;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;59;66;-6;-3.66329966329966;1.02652239985764;1.02652239985764;72;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-26;107;9;11.3367003367003;1.49224259983748;1.49224259983748;98;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;9;74;-15;-12.6632996632997;0.966966799460351;0.966966799460351;89;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-19;121;13;15.3367003367003;1.76741589978337;1.76741589978337;108;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-57;152;-13;-10.6632996632997;1.86705000046641;1.86705000046641;165;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-64;43;-6;-3.66329966329966;1.9756134999916;1.9756134999916;49;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-11;49;-11;-8.66329966329966;2.2426868006587;2.2426868006587;60;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;36;34;10;12.3367003367003;3.37499740067869;3.37499740067869;24;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-15;42;3;5.33670033670034;1.72629040013999;1.72629040013999;39;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;18;33;12;14.3367003367003;1.65948980022222;1.65948980022222;21;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;21;1;1;3.33670033670034;2.18323040008545;2.18323040008545;0;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-79;75;-4;-1.66329966329966;1.81715680006891;1.81715680006891;79;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-3;79;-3;-0.663299663299664;4.15093389991671;4.15093389991671;82;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-48;129;-1;1.33670033670034;1.57653229963034;1.57653229963034;130;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-47;164;-13;-10.6632996632997;2.52536930050701;2.52536930050701;177;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-53;48;-2;0.336700336700336;1.08464289922267;1.08464289922267;50;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-27;59;-18;-15.6632996632997;2.14181969966739;2.14181969966739;77;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;17;56;-4;-1.66329966329966;2.83362579997629;2.83362579997629;60;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;80;146;-14;-11.6632996632997;1.65043639950454;1.65043639950454;160;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-52;32;0;2.33670033670034;2.0091968998313;2.0091968998313;32;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-84;113;-3;-0.663299663299664;2.10978149995208;2.10978149995208;116;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;14;102;0;2.33670033670034;1.60068080015481;1.60068080015481;102;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-80;12;10;12.3367003367003;1.31712399981916;1.31712399981916;2;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;64;121;3;5.33670033670034;1.66802840027958;1.66802840027958;118;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;37;61;-20;-17.6632996632997;1.76714709959924;1.76714709959924;81;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;11;50;-20;-17.6632996632997;2.27516810037196;2.27516810037196;70;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-10;65;-15;-12.6632996632997;3.15128970053047;3.15128970053047;80;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-75;141;-14;-11.6632996632997;1.63355090003461;1.63355090003461;155;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;81;58;-16;-13.6632996632997;1.0755626000464;1.0755626000464;74;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-65;143;4;6.33670033670034;1.64239589963108;1.64239589963108;139;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-26;153;-12;-9.66329966329966;1.87623130064458;1.87623130064458;165;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;20;144;-1;1.33670033670034;2.39308460056782;2.39308460056782;145;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;18;136;9;11.3367003367003;2.25033949967474;2.25033949967474;127;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;50;64;-13;-10.6632996632997;2.07513529993594;2.07513529993594;77;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;4;63;-10;-7.66329966329966;1.70859680045396;1.70859680045396;73;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;84;154;-15;-12.6632996632997;1.95868990011513;1.95868990011513;169;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;-46;40;5;7.33670033670034;1.27543609961867;1.27543609961867;35;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;77;139;1;3.33670033670034;2.4753515003249;2.4753515003249;138;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;82;51;-5;-2.66329966329966;1.21803119964898;1.21803119964898;56;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
10;20;8;31;-17;-14.6632996632997;1.18473450001329;1.18473450001329;48;1;1;0;1;NaN;594;Ceylan et al. (2021);Experiment 1;Orientation;0
