obs;theta;resp;trial;block;rt;error;delta;study;experiment;stimulus;expnum
3;58;70;68;8;9;12;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;13;17;69;8;9;4;45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;125;141;70;8;9;16;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;153;143;71;8;9;-10;-28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;110;72;8;9;-4;39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;176;168;73;8;9;-8;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;79;79;74;8;9;0;-83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;52;63;75;8;9;11;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;91;99;76;8;9;8;-39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;122;123;77;8;9;1;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;1;1;78;8;9;0;-59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;6;0;79;8;9;-6;-5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;160;164;80;8;9;4;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;12;6;81;8;9;-6;-32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;128;122;82;8;9;-6;64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;125;116;83;8;9;-9;3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;79;77;84;8;9;-2;46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;27;50;85;8;9;23;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;24;30;86;8;9;6;3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;36;50;87;8;9;14;-12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;25;34;88;8;9;9;11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;99;100;89;8;9;1;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;72;79;90;8;9;7;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;25;31;91;8;9;6;47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;178;8;92;8;9;10;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;73;71;93;8;9;-2;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;122;122;94;8;9;0;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;128;116;95;8;9;-12;-6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;23;33;96;8;9;10;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;161;160;97;8;9;-1;42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;145;137;98;8;9;-8;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;57;66;99;8;9;9;88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;159;150;100;8;9;-9;78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;166;163;101;8;9;-3;-7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;102;110;102;8;9;8;64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;135;119;103;8;9;-16;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;109;110;104;8;9;1;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;13;110;1;1;9;-83;NaN;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;138;116;2;1;9;-22;55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;166;154;3;1;9;-12;-28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;123;133;4;1;9;10;43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;105;117;5;1;9;12;18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;128;117;6;1;9;-11;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;109;115;7;1;9;6;19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;169;128;8;1;9;-41;-60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;135;122;9;1;9;-13;34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;177;151;10;1;9;-26;-42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;172;168;11;1;9;-4;5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;44;64;12;1;9;20;-52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;158;159;13;1;9;1;66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;16;55;14;1;9;39;-38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;111;115;15;1;9;4;85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;91;105;16;1;9;14;20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;23;39;17;1;9;16;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;156;124;18;1;9;-32;47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;133;120;19;1;9;-13;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;128;136;20;1;9;8;5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;68;63;21;1;9;-5;60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;55;55;22;1;9;0;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;23;38;23;1;9;15;32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;53;65;24;1;9;12;-30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;146;134;25;1;9;-12;87;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;161;173;26;1;9;12;-15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;178;170;27;1;9;-8;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;137;120;28;1;9;-17;41;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;107;112;29;1;9;5;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;87;93;30;1;9;6;20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;15;26;31;1;9;11;72;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;103;108;32;1;9;5;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;136;124;33;1;9;-12;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;75;65;34;1;9;-10;61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;81;68;35;1;9;-13;-6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;84;81;36;1;9;-3;-3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;172;126;37;1;9;-46;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;122;125;38;1;9;3;50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;9;56;39;1;9;47;-67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;45;60;40;1;9;15;-36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;159;142;41;1;9;-17;66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;142;131;42;1;9;-11;17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;85;84;43;1;9;-1;57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;60;51;44;1;9;-9;25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;7;6;45;1;9;-1;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;63;56;46;1;9;-7;-56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;49;49;47;1;9;0;14;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;148;128;48;1;9;-20;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;108;103;49;1;9;-5;40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;81;84;50;1;9;3;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;104;100;51;1;9;-4;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;32;54;52;1;9;22;72;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;10;49;53;1;9;39;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;84;82;54;1;9;-2;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;45;52;55;1;9;7;39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;0;2;56;1;9;2;45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;44;60;57;1;9;16;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;145;135;58;1;9;-10;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;79;70;59;1;9;-9;66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;149;128;60;1;9;-21;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;123;123;61;1;9;0;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;117;120;62;1;9;3;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;135;117;63;1;9;-18;-18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;142;136;64;1;9;-6;-7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;164;75;65;1;9;-89;-22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;138;115;66;1;9;-23;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;98;76;67;1;9;-22;40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;77;81;68;1;9;4;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;59;62;69;1;9;3;18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;28;37;70;1;9;9;31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;85;73;71;1;9;-12;-57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;118;119;72;1;9;1;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;27;45;73;1;9;18;-89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;154;131;74;1;9;-23;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;110;108;75;1;9;-2;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;9;8;76;1;9;-1;-79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;44;60;77;1;9;16;-35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;158;146;78;1;9;-12;66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;152;117;79;1;9;-35;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;2;26;80;1;9;24;-30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;40;54;81;1;9;14;-38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;17;14;82;1;9;-3;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;63;128;83;1;9;65;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;35;34;84;1;9;-1;28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;7;80;85;1;9;73;28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;149;128;86;1;9;-21;38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;132;123;87;1;9;-9;17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;168;166;88;1;9;-2;-36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;45;127;89;1;9;82;-57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;22;44;90;1;9;22;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;94;96;91;1;9;2;-72;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;42;49;92;1;9;7;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;82;93;93;1;9;11;-40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;61;68;94;1;9;7;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;31;48;95;1;9;17;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;71;51;96;1;9;-20;-40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;3;24;97;1;9;21;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;21;22;98;1;9;1;-18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;86;71;99;1;9;-15;-65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;139;126;100;1;9;-13;-53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;117;124;101;1;9;7;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;97;119;102;1;9;22;20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;90;82;103;1;9;-8;7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;75;101;104;1;9;26;15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;12;62;1;2;9;50;63;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;145;127;2;2;9;-18;47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;46;53;3;2;9;7;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;176;113;4;2;9;-63;50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;121;117;5;2;9;-4;55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;9;178;6;2;9;-11;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;15;28;7;2;9;13;-6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;161;132;8;2;9;-29;34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;63;61;9;2;9;-2;-82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;121;115;10;2;9;-6;-58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;83;76;11;2;9;-7;38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;155;113;12;2;9;-42;-72;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;41;115;13;2;9;74;-66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;17;15;14;2;9;-2;24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;146;136;15;2;9;-10;51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;119;119;16;2;9;0;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;132;127;17;2;9;-5;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;8;38;18;2;9;30;-56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;26;117;19;2;9;-89;-18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;66;50;20;2;9;-16;-40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;55;53;21;2;9;-2;11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;33;6;22;2;9;-27;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;66;56;23;2;9;-10;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;168;165;24;2;9;-3;78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;85;53;25;2;9;-32;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;94;96;26;2;9;2;-9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;100;103;27;2;9;3;-6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;120;113;28;2;9;-7;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;31;39;29;2;9;8;89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;115;117;30;2;9;2;-84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;78;58;31;2;9;-20;37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;100;111;32;2;9;11;-22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;18;32;33;2;9;14;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;121;120;34;2;9;-1;77;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;147;132;35;2;9;-15;-26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;53;54;36;2;9;1;-86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;92;114;37;2;9;22;-39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;16;6;38;2;9;-10;76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;114;128;39;2;9;14;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;122;116;40;2;9;-6;-8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;37;51;41;2;9;14;85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;105;115;42;2;9;10;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;155;130;43;2;9;-25;-50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;26;65;44;2;9;39;-51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;20;44;45;2;9;24;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;38;59;46;2;9;21;-18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;102;95;47;2;9;-7;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;60;61;48;2;9;1;42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;19;49;49;2;9;30;41;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;143;128;50;2;9;-15;56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;92;107;51;2;9;15;51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;117;120;52;2;9;3;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;77;70;53;2;9;-7;40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;176;174;54;2;9;-2;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;81;77;55;2;9;-4;-85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;105;120;56;2;9;15;-24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;93;110;57;2;9;17;12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;93;114;58;2;9;21;0;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;146;137;59;2;9;-9;-53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;40;47;60;2;9;7;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;41;50;61;2;9;9;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;102;128;62;2;9;26;-61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;10;96;63;2;9;86;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;39;50;64;2;9;11;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;70;51;65;2;9;-19;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;141;127;66;2;9;-14;-71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;132;135;67;2;9;3;9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;154;157;68;2;9;3;-22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;161;104;69;2;9;-57;-7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;108;109;70;2;9;1;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;37;141;71;2;9;-76;71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;36;49;72;2;9;13;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;120;120;73;2;9;0;-84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;36;37;74;2;9;1;84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;23;78;75;2;9;55;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;20;47;76;2;9;27;3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;147;133;77;2;9;-14;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;4;121;78;2;9;-63;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;89;100;79;2;9;11;-85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;23;50;80;2;9;27;66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;122;116;81;2;9;-6;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;41;53;82;2;9;12;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;6;179;83;2;9;-7;35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;96;93;84;2;9;-3;-90;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;130;145;85;2;9;15;-34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;52;52;86;2;9;0;78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;99;123;87;2;9;24;-47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;91;94;88;2;9;3;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;155;154;89;2;9;-1;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;152;145;90;2;9;-7;3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;144;139;91;2;9;-5;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;7;169;92;2;9;-18;-43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;32;36;93;2;9;4;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;5;167;94;2;9;-18;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;108;134;95;2;9;26;77;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;133;145;96;2;9;12;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;23;116;97;2;9;-87;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;128;142;98;2;9;14;75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;70;63;99;2;9;-7;58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;2;174;100;2;9;-8;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;49;45;101;2;9;-4;-47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;120;127;102;2;9;7;-71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;45;71;103;2;9;26;75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;166;148;104;2;9;-18;59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;45;60;1;3;9;15;-59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;45;45;2;3;9;0;0;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;29;36;3;3;9;7;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;56;57;4;3;9;1;-27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;134;143;5;3;9;9;-78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;176;164;6;3;9;-12;-42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;127;134;7;3;9;7;49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;178;160;8;3;9;-18;-51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;93;98;9;3;9;5;85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;26;28;10;3;9;2;67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;28;32;11;3;9;4;-2;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;83;77;12;3;9;-6;-55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;46;63;13;3;9;17;37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;25;38;14;3;9;13;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;14;27;15;3;9;13;11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;127;128;16;3;9;1;67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;176;174;17;3;9;-2;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;29;37;18;3;9;8;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;97;95;19;3;9;-2;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;70;80;20;3;9;10;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;65;75;21;3;9;10;5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;161;164;22;3;9;3;84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;143;152;23;3;9;9;18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;25;24;24;3;9;-1;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;176;166;25;3;9;-10;29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;141;150;26;3;9;9;35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;128;132;27;3;9;4;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;168;156;28;3;9;-12;-40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;44;61;29;3;9;17;-56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;146;148;30;3;9;2;78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;78;71;31;3;9;-7;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;55;71;32;3;9;16;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;139;138;33;3;9;-1;-84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;100;102;34;3;9;2;39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;160;160;35;3;9;0;-60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;92;97;36;3;9;5;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;167;166;37;3;9;-1;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;133;137;38;3;9;4;34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;72;70;39;3;9;-2;61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;67;66;40;3;9;-1;5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;67;69;41;3;9;2;0;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;72;70;42;3;9;-2;-5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;121;113;43;3;9;-8;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;24;25;44;3;9;1;-83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;1;165;45;3;9;-16;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;144;151;46;3;9;7;37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;171;169;47;3;9;-2;-27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;120;110;48;3;9;-10;51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;106;108;49;3;9;2;14;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;0;172;50;3;9;-8;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;97;100;51;3;9;3;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;82;86;52;3;9;4;15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;76;80;53;3;9;4;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;18;18;54;3;9;0;58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;91;82;55;3;9;-9;-73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;109;106;56;3;9;-3;-18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;29;28;57;3;9;-1;80;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;135;138;58;3;9;3;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;159;154;59;3;9;-5;-24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;42;38;60;3;9;-4;-63;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;11;27;61;3;9;16;31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;61;64;62;3;9;3;-50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;179;7;63;3;9;8;62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;39;54;64;3;9;15;-40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
4;85;86;65;3;9;1;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
