obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
10;126;121;-5;1.17528559999482;8;27;233;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;97;95;-2;1.29991000000155;8;29;234;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;87;95;8;1.65026729999227;8;10;235;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;104;94;-10;1.2498379000026;8;-17;236;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;7;14;7;1.29063440000755;8;-83;237;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;13;31;18;1.04193340000347;8;-6;238;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;157;143;-14;1.14986210000643;8;36;239;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;104;114;10;0.908252699999139;8;53;240;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;71;67;-4;1.29201699999976;9;33;241;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;51;53;2;1.09158439999737;9;20;242;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;103;100;-3;1.54058479999367;9;-52;243;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;95;109;14;1.49130919999152;9;8;244;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;102;106;4;1.29032269999152;9;-7;245;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;15;28;13;1.15031679999083;9;87;246;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;180;171;-9;1.11658370000077;9;15;247;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;100;101;1;1.44990219999454;9;80;248;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;30;39;9;0.858231099991826;9;70;249;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;63;64;1;1.01702400000067;9;-33;250;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;3;169;-14;2.25841759999457;9;60;251;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;98;7;1.03275820000272;9;-88;252;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;48;38;-10;1.52535179999541;9;43;253;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;30;39;9;1.31639169999107;9;18;254;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;156;145;-11;1.88317059999099;9;54;255;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;127;120;-7;1.41687620000448;9;29;256;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;12;29;17;1.12530640000477;9;-65;257;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;131;126;-5;1.15828439999314;9;61;258;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;87;81;-6;1.74061320000328;9;44;259;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;111;111;0;1.02534049999667;9;-24;260;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;18;23;5;1.17398930000491;9;-87;261;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;132;126;-6;1.10808079999697;9;66;262;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;34;39;5;1.22630330000538;9;-82;263;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;120;119;-1;1.33314600000449;9;-86;264;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;131;133;2;1.42522659999668;9;-11;265;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;62;62;0;0.991540899995016;9;69;266;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;126;117;-9;1.28361460000451;9;-64;267;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;166;157;-9;1.63318790000631;9;-40;268;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;33;33;0;1.15717560000485;9;-47;269;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;149;155;6;1.10762739999336;9;64;270;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;116;114;-2;1.02564510000229;10;33;271;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;129;133;4;1.59184310000273;10;-13;272;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;1;174;-7;1.19876109999313;10;-52;273;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;125;124;-1;0.758643499997561;10;56;274;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;53;50;-3;0.775196199989296;10;72;275;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;21;11;-10;1.04931519999809;10;32;276;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;113;78;-35;2.81645139999455;10;88;277;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;132;110;-22;1.59153000000515;10;-19;278;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;104;13;1.16658389999066;10;41;279;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;105;106;1;1.15817289998813;10;-14;280;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;133;124;-9;1.10793870000634;10;-28;281;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;155;138;-17;1.16653420000512;10;-22;282;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;163;156;-7;1.34197909999057;10;-8;283;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;22;30;8;0.875365999992937;10;-39;284;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;125;117;-8;1.07539109999198;10;77;285;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;58;53;-5;1.03378870000597;10;67;286;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;26;36;10;1.80021919999854;10;32;287;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;105;101;-4;1.20858430000953;10;-79;288;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;136;134;-2;1.33342439999979;10;-31;289;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;71;72;1;1.77420470000652;10;65;290;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;163;161;-2;1.75826149999921;10;88;291;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;18;6;-12;2.34975739999209;10;-35;292;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;39;24;-15;1.43309609999415;10;-21;293;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;63;44;-19;1.14987880000263;10;-24;294;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;102;117;15;1.25825680000708;10;-39;295;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;61;51;-10;1.42392240000481;10;41;296;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;105;107;2;0.866682899999432;10;-44;297;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;176;166;-10;1.27493800000229;10;-71;298;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;129;130;1;1.8918937999988;10;47;299;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;87;-4;1.25731509999605;10;38;300;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;92;90;-2;2.45753410000179;1;NaN;1;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;60;57;-3;3.41673240000091;1;32;2;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;55;48;-7;2.59994450000522;1;5;3;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;27;27;0;0.933674400002928;1;28;4;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;147;143;-4;2.07484840000689;1;60;5;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;124;121;-3;1.56664780000574;1;23;6;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;74;90;16;1.85810460000357;1;50;7;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;142;143;1;2.65015489999496;1;-68;8;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;21;36;15;3.88339190000261;1;-59;9;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;134;143;9;1.29168270000082;1;67;10;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;89;92;3;3.80805360000522;1;45;11;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;87;89;2;2.86678029999894;1;2;12;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;31;31;0;1.0003194000019;1;56;13;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;133;133;0;3.58276879999903;1;78;14;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;65;55;-10;2.30846670000756;1;68;15;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;35;41;6;1.51648370000476;1;30;16;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;68;65;-3;2.49134699998831;1;-33;17;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;30;35;5;0.700505400003749;1;38;18;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;68;71;3;1.49182419999852;1;-38;19;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;75;79;4;3.06632349999563;1;-7;20;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;160;137;-23;3.27367000000959;1;-85;21;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;29;53;24;3.44946000000346;1;-49;22;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;72;57;-15;3.0666046999977;1;-43;23;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;20;36;16;2.09159919999365;1;52;24;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;114;118;4;1.59159599999839;1;86;25;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;89;87;-2;3.69161490000261;1;25;26;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;110;122;12;5.86601230000088;1;-21;27;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;20;42;22;1.01584290000028;1;90;28;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;36;42;6;1.8082027999917;1;-16;29;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;47;42;-5;1.69107610000356;1;-11;30;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;76;72;-4;0.825108600009116;2;-29;31;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;105;106;1;1.53326490000472;2;-29;32;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;144;138;-6;1.94160300001386;2;-39;33;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;54;58;4;0.958663199999137;2;90;34;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;63;67;4;1.733189400009;2;-9;35;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;60;62;2;2.58253610000247;2;3;36;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;69;55;-14;1.62496100000862;2;-9;37;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;158;155;-3;1.66689569999289;2;-89;38;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;14;24;10;1.50826660000894;2;-36;39;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;163;156;-7;2.06672940000135;2;31;40;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;39;46;7;1.89154279998911;2;-56;41;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;121;131;10;0.800308799996856;2;-82;42;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;99;109;10;1.30821149999974;2;22;43;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;59;70;11;6.01548339999863;2;40;44;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;174;173;-1;1.40865660000418;2;65;45;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;10;20;10;1.34987759999058;2;-16;46;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;9;11;2;4.67490559999715;2;1;47;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;164;162;-2;1.81561819999479;2;25;48;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;63;70;7;2.65723970001272;2;-79;49;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;97;103;6;1.67519870000251;2;-34;50;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;77;73;-4;1.20009310000751;2;20;51;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;35;56;21;3.44895649999671;2;42;52;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;167;150;-17;4.49116430000868;2;48;53;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;14;35;21;2.30755399999907;2;-27;54;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;144;34;70;2.05815589999838;2;50;55;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;146;146;0;4.59990899999684;2;-2;56;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;157;161;4;0.957793599998695;2;-11;57;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;51;56;5;2.58316860000195;2;-74;58;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;72;70;-2;2.88337520000641;2;-21;59;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;171;170;-1;1.12491669999145;2;81;60;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;170;167;-3;1.80809659999795;3;1;61;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;161;144;-17;1.17440060000808;3;9;62;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;83;93;10;1.2252809000056;3;78;63;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;33;54;21;1.90012199999182;3;50;64;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;43;41;-2;0.89163159999589;3;-10;65;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;34;56;22;2.01651470000797;3;9;66;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;36;40;4;1.31682490000094;3;-2;67;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;158;150;-8;2.33315729998867;3;58;68;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;45;52;7;2.63349619999644;3;-67;69;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;113;128;15;3.39997740001127;3;-68;70;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;68;69;1;1.87372689999756;3;45;71;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;118;119;1;1.95859659998678;3;-50;72;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;40;48;8;2.04188999999315;3;78;73;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;97;113;16;1.93267650000053;3;-57;74;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;114;121;7;1.40731910000613;3;-17;75;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;16;30;14;1.11661040000035;3;-82;76;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;120;127;7;1.29212800000096;3;76;77;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;104;122;18;2.06645900000876;3;16;78;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;72;68;-4;1.50868780000019;3;32;79;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;119;128;9;1.48326510000334;3;-47;80;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;67;65;-2;1.14168559999962;3;52;81;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;95;116;21;2.28307760000462;3;-28;82;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;168;157;-11;1.40805690000707;3;-73;83;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;82;61;-21;3.58167749999848;3;86;84;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;92;96;4;3.98430289998942;3;-10;85;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;141;144;3;1.43323959999543;3;-49;86;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;179;28;29;3.55644709999615;3;-38;87;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;75;79;4;2.15858240000671;3;-76;88;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;65;71;6;2.8667509000079;3;10;89;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;11;43;32;2.12381960000494;3;54;90;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;172;168;-4;2.23335709999083;4;19;91;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;152;159;7;2.05811979999999;4;20;92;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;9;16;7;1.85864510000101;4;-37;93;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;134;133;-1;4.71524639999552;4;55;94;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;108;118;10;1.37527390000469;4;26;95;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;157;152;-5;1.50025500000629;4;-49;96;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;112;110;-2;2.40761400001065;4;45;97;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;127;131;4;1.7164233999938;4;-15;98;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;73;69;-4;1.63343250000617;4;54;99;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;2;15;13;1.54189659999975;4;71;100;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;103;109;6;1.54143209999893;4;79;101;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;148;143;-5;2.17511820000072;4;-45;102;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;116;124;8;4.66572740000265;4;32;103;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;16;43;27;1.77536519999558;4;-80;104;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;8;24;16;1.26707349999924;4;8;105;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;125;119;-6;2.6497159999999;4;63;106;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;109;111;2;1.52528119999624;4;16;107;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;107;116;9;1.85814830000163;4;2;108;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;94;89;-5;1.8499496000004;4;13;109;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;116;123;7;1.85853929999575;4;-22;110;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;150;153;3;2.28328309999779;4;-34;111;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;22;33;11;1.58364329999313;4;-52;112;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;127;139;12;3.38207959999272;4;75;113;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;139;140;1;1.24178159999428;4;-12;114;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;92;93;1;1.49997849999636;4;47;115;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;60;58;-2;1.64940900000511;4;32;116;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;125;126;1;1.77479879999009;4;-65;117;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;142;147;5;1.45724540000083;4;-17;118;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;19;36;17;1.8239467000094;4;-57;119;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;110;115;5;2.11646620000829;4;89;120;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;63;68;5;1.80749839999771;5;47;121;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;137;149;12;2.04186769999797;5;-74;122;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;126;138;12;1.88297700000112;5;11;123;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;74;78;4;2.29887040000176;5;52;124;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;15;21;6;2.82480279999436;5;59;125;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;128;130;2;1.93294669999159;5;67;126;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;48;45;-3;6.61597159999656;5;80;127;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;7;9;2;2.13341510000464;5;41;128;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;11;12;1;1.55846780000138;5;-4;129;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;42;50;8;2.03357460000552;5;-31;130;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;25;33;8;2.83257389999926;5;17;131;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;16;35;19;3.37558989999525;5;9;132;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;17;42;25;1.70014100000844;5;-1;133;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;88;93;5;6.24094479999621;5;-71;134;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;135;134;-1;2.3085190999991;5;-47;135;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;22;127;-75;2.50806230001035;5;-67;136;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;26;49;23;1.79968050000025;5;-4;137;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;61;77;16;2.13191789999837;5;-35;138;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;125;131;6;1.85831389999657;5;-64;139;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;84;87;3;3.22507050000422;5;41;140;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;169;147;-22;1.3915762000106;5;-85;141;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;102;98;-4;3.58217300000251;5;67;142;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;50;71;21;1.59994369999913;5;52;143;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;89;91;2;2.59184439999808;5;-39;144;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;42;44;2;1.15034219999507;5;47;145;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;68;58;-10;2.30794290000631;5;-26;146;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;129;133;4;1.15028259999235;5;-61;147;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;167;150;-17;2.12491159999627;5;-38;148;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;161;152;-9;2.97515819998807;5;6;149;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;55;40;-15;1.80821050000668;5;-74;150;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;128;143;15;1.40856669998902;6;-73;151;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;131;126;-5;1.87527049999335;6;-3;152;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;48;51;3;1.00872009999875;6;83;153;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;43;50;7;1.30874580000818;6;5;154;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;150;135;-15;1.35825169998861;6;73;155;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;178;0;2;1.48343990001013;6;-28;156;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;142;146;4;6.53313019999769;6;36;157;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;11;27;16;2.15896789998806;6;-49;158;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;65;157;-88;1.67476989999705;6;-54;159;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;155;147;-8;1.81663010000193;6;-90;160;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
11;149;148;-1;1.82485910000105;6;6;161;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
