obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
9;15;30;15;2.42510290000064;9;90;265;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;106;134;28;1.51657359999081;9;89;266;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;98;116;18;1.80815579999762;9;8;267;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;33;33;0;1.55014009999286;9;65;268;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;152;148;-4;2.47517340000195;9;61;269;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;8;3;-5;3.74168550000468;9;-36;270;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;103;112;9;2.0418534999917;10;85;271;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;132;137;5;2.77362940000603;10;-29;272;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;143;122;-21;2.6153159999958;10;-11;273;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;108;133;25;3.67485370000941;10;35;274;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;3;15;12;1.79987579998851;10;-75;275;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;94;115;21;2.03099680000742;10;89;276;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;171;13;22;2.25817060000554;10;-77;277;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;125;113;-12;1.87516730000789;10;46;278;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;18;44;26;1.35003370000049;10;-73;279;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;57;56;-1;1.48338510000031;10;-39;280;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;110;106;-4;2.21685260000231;10;-53;281;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;116;119;3;2.76686230000632;10;-6;282;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;113;115;2;1.90617740000016;10;3;283;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;121;131;10;2.54978659999324;10;-8;284;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;169;34;45;3.73219239999889;10;-48;285;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;114;111;-3;2.09181539999554;10;55;286;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;20;29;9;2.116397100006;10;-86;287;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;73;51;-22;2.49176699999953;10;-53;288;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;168;134;-34;1.37382239999715;10;85;289;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;8;6;-2;2.19140049999987;10;-20;290;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;103;107;4;2.88327060001029;10;85;291;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;31;43;12;1.69182680000085;10;72;292;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;136;129;-7;3.00800259999232;10;75;293;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;12;12;0;2.62383879999106;10;-56;294;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;166;150;-16;1.67480599999544;10;26;295;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;20;26;6;1.89194079999288;10;-34;296;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;24;36;12;1.80018389999168;10;-4;297;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;93;92;-1;1.53328260000853;10;-69;298;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;177;159;-18;2.85004799999297;10;-84;299;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
9;24;36;12;1.33309879999433;10;-27;300;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;102;109;7;2.14938400000392;1;NaN;1;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;99;100;1;0.974648300005356;1;3;2;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;107;102;-5;2.13282559999789;1;-8;3;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;176;171;-5;1.5664381999959;1;-69;4;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;53;49;-4;1.54130209999857;1;-57;5;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;35;35;0;1.08305990000372;1;18;6;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;92;95;3;1.30792259999726;1;-57;7;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;59;54;-5;1.6246642999904;1;33;8;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;108;115;7;1.35793600000034;1;-49;9;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;103;108;5;1.89952759999142;1;5;10;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;68;67;-1;1.55798040000082;1;35;11;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;122;118;-4;1.26634040000499;1;-54;12;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;45;35;-10;1.39150320000772;1;77;13;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;154;167;13;1.64110900000378;1;71;14;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;80;66;-14;2.02533160000166;1;74;15;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;66;58;-8;1.76869830000214;1;14;16;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;123;117;-6;1.74926989999949;1;-57;17;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;100;113;13;1.54171089999727;1;23;18;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;40;35;-5;2.42501269999775;1;60;19;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;47;42;-5;1.45031349999772;1;-7;20;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;19;32;13;1.39937810000265;1;28;21;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;108;112;4;1.4748513999948;1;-89;22;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;83;82;-1;1.35857570001099;1;25;23;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;179;159;-20;1.50030810000317;1;84;24;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;23;16;-7;1.66603059999761;1;-24;25;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;44;36;-8;1.21650860000227;1;-21;26;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;127;143;16;1.38268629999948;1;-83;27;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;126;130;4;1.46657129999949;1;1;28;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;5;158;-27;1.46673250000458;1;-59;29;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;52;44;-8;1.65856440000061;1;-47;30;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;25;21;-4;0.974950800009537;2;27;31;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;164;151;-13;1.1252542000002;2;41;32;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;60;50;-10;1.44064410000283;2;-76;33;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;98;107;9;1.20825110000442;2;-38;34;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;128;137;9;1.10728189999645;2;-30;35;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;150;148;-2;1.32521160000761;2;-22;36;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;13;15;2;1.5252169000014;2;-43;37;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;147;165;18;1.86691880000581;2;46;38;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;89;83;-6;2.64181950000057;2;58;39;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;54;57;3;1.07523329999822;2;35;40;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;179;173;-6;1.63358160000644;2;55;41;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;35;26;-9;1.32533649999823;2;-36;42;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;74;51;-23;1.95817899999383;2;-39;43;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;74;56;-18;1.65701870000339;2;0;44;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;97;99;2;1.40811239999312;2;-23;45;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;2;161;-21;1.5664836000069;2;-85;46;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;46;32;-14;1.52477689999796;2;-44;47;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;167;173;6;1.05856199999107;2;59;48;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;101;10;2.03317100000277;2;76;49;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;164;168;4;0.908226600004127;2;-73;50;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;32;22;-10;1.29156610000064;2;-48;51;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;89;86;-3;1.24988519999897;2;-57;52;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;145;161;16;1.09164349999628;2;-56;53;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;108;97;-11;1.60013650001201;2;37;54;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;22;24;2;1.04197710000153;2;86;55;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;53;43;-10;1.20731800000067;2;-31;56;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;108;111;3;0.842052099993452;2;-55;57;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;42;37;-5;1.19156440001098;2;66;58;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;35;40;5;1.40025690000039;2;7;59;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;149;147;-2;1.38330380000116;2;66;60;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;124;124;0;2.3580426999979;3;25;61;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;5;18;13;1.34245869998995;3;-61;62;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;53;41;-12;1.17448280000826;3;-48;63;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;104;106;2;1.35865209999611;3;-51;64;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;170;154;-16;1.25868559999799;3;-66;65;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;5;167;-18;1.1837050000031;3;-15;66;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;147;153;6;1.44155659999524;3;38;67;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;136;132;-4;0.917001699999673;3;11;68;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;123;121;-2;1.44190750000416;3;13;69;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;1;170;-11;1.28345650000847;3;-58;70;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;13;15;2;1.75856990000466;3;-12;71;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;106;106;0;1.3252150999906;3;87;72;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;128;127;-1;2.13307969999732;3;-22;73;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;61;47;-14;1.71640740000294;3;67;74;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;156;146;-10;1.21595810000144;3;85;75;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;73;54;-19;1.19990259999759;3;83;76;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;96;5;1.28217639999639;3;-18;77;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;161;162;1;1.36614119999285;3;-70;78;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;39;45;6;1.19896399999561;3;-58;79;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;113;107;-6;1.24161399999866;3;-74;80;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;138;131;-7;0.975330100001884;3;-25;81;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;10;14;4;2.34984450000047;3;-52;82;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;76;66;-10;1.02499109999917;3;-66;83;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;23;20;-3;1.3070396999974;3;53;84;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;99;114;15;1.11642920000304;3;-76;85;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;39;28;-11;1.50827939998999;3;60;86;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;175;166;-9;0.9588042999967;3;44;87;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;63;52;-11;1.59980560000986;3;-68;88;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;159;153;-6;1.90817989999778;3;84;89;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;169;163;-6;1.31685259999358;3;-10;90;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;106;111;5;1.53355060001195;4;63;91;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;155;152;-3;1.38333260000218;4;-49;92;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;31;49;18;1.95872780001082;4;-56;93;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;27;39;12;1.34188189999259;4;4;94;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;151;140;-11;0.96657759998925;4;56;95;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;57;48;-9;1.24152859998867;4;-86;96;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;138;128;-10;0.833685499994317;4;-81;97;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;103;106;3;1.27524750000157;4;35;98;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;2;162;-20;1.52484620000178;4;-79;99;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;121;109;-12;1.69774999999208;4;61;100;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;81;67;-14;1.22521560000314;4;40;101;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;73;66;-7;1.14982439999585;4;8;102;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;18;17;-1;1.59169849999307;4;55;103;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;20;33;13;1.21630219998769;4;-2;104;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;44;43;-1;1.40734410000732;4;-24;105;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;161;143;-18;1.30830219999189;4;63;106;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;43;47;4;1.31606909999391;4;-62;107;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;176;163;-13;1.14039089999278;4;47;108;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;152;145;-7;1.15868170000613;4;24;109;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;39;37;-2;1.41649319999851;4;-67;110;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;48;38;-10;0.899988399993163;4;-9;111;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;109;109;0;1.22530360000383;4;-61;112;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;129;118;-11;1.34092329999839;4;-20;113;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;40;29;-11;1.16659500000242;4;89;114;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;174;170;-4;1.42525090000709;4;46;115;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;89;87;-2;1.2658844999969;4;85;116;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;141;156;15;1.07487950001087;4;-52;117;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;158;150;-8;1.24134389999381;4;-17;118;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;164;160;-4;0.958591799993883;4;-6;119;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;44;30;-14;1.18358389999776;4;-60;120;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;162;160;-2;1.49993289999838;5;62;121;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;38;33;-5;1.32487919999403;5;-56;122;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;64;49;-15;1.41659480000089;5;-26;123;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;69;64;-5;1.24984569998924;5;-5;124;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;142;153;11;1.67523750000692;5;-73;125;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;66;68;2;1.49153890000889;5;76;126;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;35;30;-5;1.54074179999589;5;31;127;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;113;107;-6;2.13311830000021;5;-78;128;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;89;87;-2;1.80857249999826;5;24;129;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;55;33;-22;1.28338559999247;5;34;130;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;83;82;-1;1.10831860000326;5;-28;131;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;173;153;-20;1.26568970001244;5;-90;132;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;22;24;2;1.30804920000082;5;-29;133;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;22;1;-21;1.62548390000302;5;0;134;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;70;47;-23;1.41690160000871;5;-48;135;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;12;3;-9;1.76663250000274;5;58;136;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;10;1;-9;1.49150000000373;5;2;137;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;89;87;-2;1.68351540000003;5;-79;138;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;130;141;11;1.49207360000582;5;-41;139;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;33;18;-15;1.19986470000003;5;-83;140;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;125;131;6;1.55859220000275;5;88;141;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;78;73;-5;1.25857400000677;5;47;142;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;64;64;0;2.12430730000779;5;14;143;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;17;22;5;1.41645410000638;5;47;144;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;139;148;9;0.90863000000536;5;58;145;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;78;78;0;1.26691479999863;5;61;146;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;68;79;11;0.825358999994933;5;10;147;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;92;89;-3;1.25031400000444;5;-24;148;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;24;21;-3;0.867164299997967;5;68;149;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;159;147;-12;1.36568509999779;5;45;150;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;154;170;16;1.54085570000461;6;5;151;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;111;114;3;1.52391550000175;6;43;152;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;37;50;13;1.23325969999132;6;74;153;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;33;28;-5;1.25763730000472;6;4;154;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;170;158;-12;0.958712799998466;6;43;155;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;165;157;-8;1.29983200000424;6;5;156;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;39;35;-4;1.20034830000077;6;-54;157;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;97;104;7;0.933276800002204;6;-58;158;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;71;70;-1;1.26602229999844;6;26;159;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;42;56;14;1.69191540000611;6;29;160;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;41;52;11;0.883346899994649;6;1;161;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;41;59;18;1.45816080000077;6;0;162;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;150;151;1;1.01701779999712;6;71;163;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;164;154;-10;1.05012169999827;6;-14;164;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;28;40;12;1.349326200012;6;-44;165;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;87;69;-18;1.38332829999854;6;-59;166;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;8;13;5;1.18304819999321;6;79;167;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;135;147;12;1.17495080000663;6;53;168;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;61;51;-10;1.45859270000074;6;74;169;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;94;98;4;1.48374920000788;6;-33;170;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;70;75;5;1.0002850000019;6;24;171;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;31;34;3;1.05910250000306;6;39;172;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;87;77;-10;1.79191219998756;6;-56;173;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;134;116;-18;1.31671680000727;6;-47;174;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;75;75;0;1.41690920000838;6;59;175;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;61;57;-4;1.47524980000162;6;14;176;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;77;65;-12;1.59023240000533;6;-16;177;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;27;24;-3;0.992123899995931;6;50;178;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;97;6;1.7165820000082;6;-64;179;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;88;82;-6;0.916530300004524;6;3;180;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;71;45;-26;1.54979629999434;7;17;181;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;112;99;-13;1.13234399999783;7;-41;182;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;54;49;-5;1.23324129999673;7;58;183;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;128;123;-5;0.999959399996442;7;-74;184;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;172;156;-16;1.04123969998909;7;-44;185;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;162;158;-4;0.616981800005306;7;10;186;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;58;43;-15;1.14986049999425;7;-76;187;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;153;145;-8;1.56638499999826;7;85;188;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;114;107;-7;1.42428910000308;7;39;189;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;131;136;5;1.49105979999877;7;-17;190;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;115;117;2;1.3832323999959;7;16;191;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;88;81;-7;1.81691369999317;7;27;192;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;26;26;0;1.04985120000492;7;62;193;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;64;77;13;1.68232490000082;7;-38;194;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;14;31;17;0.867204700000002;7;50;195;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;76;71;-5;1.2749354000116;7;-62;196;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;107;109;2;1.55862660000275;7;-31;197;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;7;2;-5;1.17530629999237;7;-80;198;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;16;12;-4;1.28357450000476;7;-9;199;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;150;146;-4;1.34147700000904;7;46;200;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;28;15;-13;1.55742859999009;7;-58;201;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;126;131;5;1.52529770000547;7;82;202;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;84;74;-10;1.51650420000078;7;42;203;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;133;143;10;1.63338879999355;7;-49;204;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;70;75;5;1.6583959999989;7;63;205;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;161;150;-11;1.43367949999811;7;89;206;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;91;84;-7;0.949858899999526;7;70;207;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;95;105;10;1.72391880000941;7;-4;208;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;19;25;6;1.30036619999737;7;76;209;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;70;65;-5;1.74185720000241;7;-51;210;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;37;49;12;2.33328639999672;8;33;211;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;37;31;-6;1.35026479999942;8;0;212;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;105;119;14;1.15032069999143;8;-68;213;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;127;131;4;1.21540739999909;8;-22;214;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;175;176;1;1.39204589999281;8;-48;215;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;116;114;-2;1.48360190000676;8;59;216;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;166;171;5;1.21554429999378;8;-50;217;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;65;60;-5;1.29199389999849;8;-79;218;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;109;110;1;1.49211880000075;8;-44;219;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;124;113;-11;1.0834254000074;8;-15;220;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;150;150;0;1.39861570000357;8;-26;221;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;61;62;1;1.61672860001272;8;89;222;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;101;102;1;2.08412630000385;8;-40;223;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;171;177;6;1.35857779999787;8;-70;224;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;165;166;1;1.47526870000002;8;6;225;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;112;108;-4;1.1149626999977;8;53;226;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;87;86;-1;1.75856570000178;8;25;227;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;72;71;-1;1.97485329999472;8;15;228;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;56;38;-18;1.36540490000334;8;16;229;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;170;158;-12;1.91689410000981;8;66;230;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;43;26;-17;1.47541990000173;8;-53;231;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
10;153;161;8;1.44151639999473;8;70;232;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
