delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum
25;66;66;-0;1.48313045501709;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;46;60;14;1.76683664321899;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;7;19.5;12.5;1.36667847633362;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-14;103;100;-3;1.85800337791443;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;161;129.5;-31.5;1.49149322509766;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;13;6.5;-6.5;1.38307094573975;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
25;124;97.5;-26.5;1.74964427947998;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;133;111.5;-21.5;1.5664758682251;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;117;86.5;-30.5;2.36657524108887;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;62;80.5;18.5;2.09117722511292;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;135;80.5;-54.5;1.3411762714386;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;68;87;19;1.4496283531189;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-10;3;7;4;1.25823664665222;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;116;107;-9.00000000000001;2.38299918174744;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
64;14;31;17;1.35814428329468;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
44;141;136.5;-4.5;1.92472529411316;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;100;106;6;1.25821852684021;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;92;95.5;3.5;1.91637086868286;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;75;67;-8;1.75799155235291;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;21;15;-6;1.71657276153564;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-86;65;121.5;56.5;1.71617245674133;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;2;0.5;-1.5;1.8248143196106;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;110;124.5;14.5;2.53315615653992;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;69;52.5;-16.5;1.49147653579712;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;56;78;22;1.55806493759155;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-79;33;152;-61;1.29985404014587;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;11;108;-83;1.6915442943573;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;92;88.5;-3.5;2.59976053237915;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;120;122.5;2.50000000000003;1.22463321685791;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;112;108;-4.00000000000001;1.83319544792175;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-64;91;86;-5;2.44157266616821;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;44;62.5;18.5;1.86654090881348;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
64;70;83.5;13.5;1.65026211738586;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;1;161;-20;1.74995040893555;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;155;127.5;-27.5;1.51700067520142;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
13;75;73.5;-1.50000000000001;1.82458233833313;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;100;99.5;-0.499999999999995;2.12482714653015;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;29;19.5;-9.5;1.70821022987366;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;127;114;-13;1.82481098175049;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;72;72.5;0.500000000000005;1.89971089363098;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-84;26;19;-7;1.71652865409851;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;154;162.5;8.49999999999998;1.85804414749146;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;72;71.5;-0.499999999999996;1.83287048339844;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;12;14;2;1.80787444114685;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-87;125;122;-3.00000000000002;1.57481837272644;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;48;45;-3;1.3828341960907;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;16;163;-33;1.65817618370056;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;87;83;-3.99999999999999;1.92472696304321;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;6;12;6;2.04969811439514;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
78;160;144.5;-15.5;1.56633281707764;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;103;108.5;5.5;1.49155735969543;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;120;108.5;-11.5;1.93284010887146;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;177;162;-15;1.34990620613098;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;106;93.5;-12.5;1.75823020935059;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;154;174;20;1.1665723323822;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
42;19;43.5;24.5;1.29977941513062;11;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;174;178.5;4.5;4.34358358383179;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;98;87;-11;3.10921788215637;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-27;61;99.5;38.5;5.02607369422913;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;13;9;-4;5.07643055915833;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;59;60;0.999999999999989;3.31769156455994;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;21;20.5;-0.5;2.49253678321838;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;98;109.5;11.5;2.90912270545959;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;42;38.5;-3.5;2.08413505554199;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;162;113;-49;2.42595601081848;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-15;90;106;16;3.48413872718811;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
35;120;122;2;2.54222369194031;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;171;57;66;1.90904903411865;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;6;34.5;28.5;2.03411436080933;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;105;158;53;2.41764378547668;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;139;130;-9;3.84286499023438;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
29;89;97.5;8.50000000000001;1.91734766960144;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;148;154;6;3.47613191604614;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;22;39.5;17.5;3.44267320632935;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;111;115;3.99999999999999;2.89276456832886;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-67;103;108.5;5.5;3.73433780670166;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;39;46.5;7.50000000000001;2.11764121055603;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;11;59.5;48.5;2.90105032920837;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;71;41.5;-29.5;2.57596182823181;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;68;25.5;-42.5;3.04248976707458;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;6;92.5;86.5;2.27599835395813;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;145;137;-8.00000000000002;2.47596192359924;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;142;57.5;-84.5;3.30929684638977;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
34;160;10;30;1.71721172332764;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;75;93;18;2.31761574745178;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;17;22.5;5.5;1.8341326713562;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;172;8.5;16.5;2.49251866340637;12;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;23;27.5;4.5;1.64610981941223;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-20;36;46.5;10.5;1.90163207054138;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;108;113.5;5.5;2.1589560508728;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;23;54.5;31.5;1.48382949829102;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;83;63;-20;1.75084900856018;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;23;37.5;14.5;1.7256715297699;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-27;138;165.5;27.5;1.93409371376038;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
11;97;158;61;1.96721816062927;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
75;77;176.5;-80.5;1.90920042991638;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-22;41;61;20;4.81778883934021;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;85;91.5;6.49999999999999;2.3508517742157;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;54;65.5;11.5;2.6173837184906;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;18;0.5;-17.5;1.47560548782349;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;118;122;3.99999999999998;2.26752781867981;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;158;177;19;1.62584161758423;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;138;169;31;2.05080056190491;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;84;73.5;-10.5;1.85905241966248;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
26;113;121.5;8.49999999999999;1.91753673553467;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;92;83.5;-8.50000000000001;2.30915117263794;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-69;139;118.5;-20.5;2.10077905654907;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;155;143.5;-11.5;2.39263081550598;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;4;3;-1;2.60930943489075;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;46;22.5;-23.5;1.56739473342896;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-13;129;146;17;1.85084223747253;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
48;38;48.5;10.5;3.07607507705688;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
78;112;105;-7;2.24256110191345;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;29;16.5;-12.5;3.27607798576355;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;145;20;55;1.47576546669006;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;101;113;12;2.00091600418091;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;37;67.5;30.5;2.72598075866699;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;15;22;7;2.35902643203735;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
53;49;62.5;13.5;2.18420767784119;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
27;64;89;25;2.18419003486633;12;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-44;73;77;4.00000000000001;1.63436102867126;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
26;157;155.5;-1.50000000000001;1.77612257003784;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;177;171.5;-5.50000000000001;3.83469462394714;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;108;109;1;3.90108585357666;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
31;97;93.5;-3.5;2.05927181243896;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
54;87;69;-18;3.2676112651825;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;16;33;17;1.5674147605896;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
26;30;38.5;8.5;2.72589492797852;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;14;87.5;73.5;2.30095386505127;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;107;28.5;-78.5;2.42577290534973;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;44;67.5;23.5;1.77572655677795;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;101;108.5;7.50000000000001;1.87587666511536;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;36;57;21;1.70916080474854;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;172;2.5;10.5;2.12573480606079;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;11;19;8;2.11749053001404;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;122;124;2;1.9007306098938;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;120;126.5;6.50000000000001;1.94224572181702;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;2;180;-2.00000000000001;5.60110878944397;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-71;145;130.5;-14.5;1.69254779815674;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;61;68.5;7.50000000000001;1.93425273895264;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-22;48;54;6;2.01756858825684;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;47;152;-75;1.68384075164795;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
47;144;1;37;2.20090484619141;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;94;95;1;3.1257176399231;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;33;57;24;1.55916380882263;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;96;88.5;-7.5;2.05912089347839;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;19;25.5;6.5;1.67576575279236;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
48;122;113.5;-8.49999999999999;1.79249715805054;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;35;29;-5.99999999999999;1.76753783226013;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;20;15;-5;2.20088696479797;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;57;85.5;28.5;1.48400378227234;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;53;47;-6;1.68413543701172;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;88;90;2;1.89256358146667;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-16;94;72;-22;1.83389067649841;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;148;149;0.99999999999999;1.88390588760376;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;143;22;59;2.94273781776428;12;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;73;61;-12;1.56646585464478;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;115;60;-55;4.6501157283783;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;142;59;-83;4.25015473365784;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-69;131;115.5;-15.5;1.50819158554077;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;104;103.5;-0.500000000000008;2.35781145095825;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
34;143;135.5;-7.50000000000002;2.46651363372803;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;158;157.5;-0.499999999999994;2.15817856788635;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-67;71;62.5;-8.49999999999999;2.87484574317932;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
47;71;86;15;1.51639175415039;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;111;56;-55;4.18315482139587;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;116;125;9;2.66652417182922;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;12;17;5;4.78290581703186;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;35;35.5;0.500000000000004;3.30817794799805;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;39;87.5;48.5;2.2248706817627;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-90;97;98;1;1.4082088470459;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;78;132.5;54.5;1.48318481445312;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;98;83.5;-14.5;2.21652674674988;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;113;126.5;13.5;3.04152655601501;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;74;68;-6;1.55806350708008;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;69;75.5;6.5;4.83318066596985;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;98;126;28;3.13310766220093;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;157;156;-1.00000000000002;2.7994909286499;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;55;93;38;1.56653070449829;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
48;16;80.5;64.5;3.44948673248291;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;11;25.5;14.5;3.1082010269165;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-15;97;120;23;1.94120264053345;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;45;55;10;1.8246591091156;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-45;68;38.5;-29.5;4.12452268600464;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-90;165;154.5;-10.5;4.01630997657776;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;174;161;-13;1.99950957298279;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;54;54;-0;3.14132165908813;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-45;66;52.5;-13.5;1.88312411308289;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-30;67;53.5;-13.5;1.15825438499451;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;166;159;-7;1.84153699874878;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-36;119;92;-27;1.83302092552185;13;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;52;37;-15;2.38682866096497;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;9;44.5;35.5;2.16688466072083;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-46;74;70;-4.00000000000001;2.05023074150085;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;56;61.5;5.5;3.54113078117371;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;42;37;-5;3.03307580947876;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;57;61;3.99999999999999;2.77478909492493;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;12;172;-20;2.38287758827209;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;24;17.5;-6.5;2.16655087471008;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-58;125;76.5;-48.5;2.38292574882507;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;158;3;25;3.19154143333435;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;66;151;85;1.549884557724;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;127;29.5;82.5;1.23319292068481;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;68;59;-9;2.00823020935059;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
48;81;71.5;-9.49999999999999;7.92471170425415;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;104;97;-7.00000000000001;2.48317646980286;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;139;116.5;-22.5;4.5663640499115;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
35;155;172.5;17.5;2.27458739280701;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;74;56.5;-17.5;1.87479400634766;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-1;17;87;70;1.63324975967407;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
35;73;177;-76;1.76659965515137;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
35;68;71.5;3.5;1.59992170333862;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-10;110;110;-0;2.39975786209106;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;75;141.5;66.5;1.54950976371765;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-35;116;166;50;2.74981665611267;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-78;104;6.5;82.5;0.932825565338135;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;100;94.5;-5.5;2.34956169128418;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
61;50;46.5;-3.49999999999999;2.06645154953003;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-71;149;132.5;-16.5;1.50781297683716;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;102;86;-16;1.75791358947754;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;107;107.5;0.500000000000005;1.8164963722229;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
29;44;38;-5.99999999999999;2.34121298789978;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;60;58.5;-1.5;3.24969792366028;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;6;20;14;2.07479071617126;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;37;1.5;-35.5;1.51647472381592;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;0;1.5;1.5;3.10824275016785;13;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-84;13;21.5;8.5;2.06161594390869;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-24;33;50;17;1.74159955978394;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;81;75.5;-5.5;1.40852403640747;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;97;108.5;11.5;2.63319110870361;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;114;112;-2;1.63296461105347;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;16;33;17;1.2997100353241;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;39;173.5;-45.5;1.53301000595093;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;139;140;0.999999999999988;1.41621279716492;13;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
