delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum
16;129;153.5;24.5;1.65816807746887;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;127;129;1.99999999999998;2.17487359046936;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
85;74;67.5;-6.50000000000001;2.29149985313416;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;24;101.5;77.5;3.60801124572754;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;131;101;-30;2.34972953796387;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;7;27;20;2.7162299156189;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;32;30.5;-1.5;2.25784587860107;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;119;90;-29;2.47469997406006;10;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;140;143.5;3.50000000000001;1.74991655349731;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;89;167.5;78.5;2.49973034858704;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;139;132.5;-6.5;1.85782480239868;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-27;18;139.5;-58.5;2.40822196006775;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;56;47;-9;2.09115958213806;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;10;35;25;1.6244740486145;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-29;101;132.5;31.5;2.19960689544678;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;138;156.5;18.5;2.11652421951294;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
30;168;173.5;5.49999999999999;1.86653685569763;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-60;141;174;33;1.76645398139954;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;138;127.5;-10.5;1.39986634254456;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;80;145.5;65.5;1.35818290710449;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-5;177;156;-21;1.53307485580444;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;143;146;2.99999999999999;1.69139575958252;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;5;16.5;11.5;1.74117183685303;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;84;47.5;-36.5;1.49154615402222;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;109;119;10;1.90793895721436;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-44;66;63.5;-2.49999999999999;1.79951786994934;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;87;46.5;-40.5;4.24115991592407;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;27;52;25;1.7329957485199;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;10;137;-53;2.16645359992981;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;64;143.5;79.5;2.39982390403748;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-20;173;168;-4.99999999999999;2.03318762779236;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;175;44.5;49.5;2.25817489624023;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;54;89.5;35.5;1.84125185012817;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;82;164;82;1.89982867240906;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-18;169;171;2;1.37455892562866;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
41;144;159.5;15.5;2.06636691093445;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;52;60;7.99999999999999;2.72484970092773;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;18;53;35;1.89153289794922;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-72;168;156;-12;1.93312001228333;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;57;64;7;1.5747241973877;10;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;120;149.5;29.5;3.50313758850098;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;10;34;24;2.02468872070312;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;133;108.5;-24.5;1.79989743232727;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;51;74.5;23.5;2.1832103729248;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;172;152;-20;2.21654438972473;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;10;36.5;26.5;1.8580379486084;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;98;106;8;1.78322601318359;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;28;40;12;1.62471508979797;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;90;73.5;-16.5;1.45808148384094;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;37;96.5;59.5;1.81647133827209;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;117;115;-2;2.23317551612854;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;99;94.5;-4.5;1.9580385684967;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-51;86;75.5;-10.5;2.39956593513489;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-38;109;138.5;29.5;1.80823302268982;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;71;73.5;2.5;2.13301968574524;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
71;130;175;45;1.69142270088196;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
63;97;119.5;22.5;1.79130268096924;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;55;37;-18;1.95810794830322;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;5;17;12;1.65818214416504;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;144;135;-9;1.94973397254944;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;29;101.5;72.5;1.38308310508728;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;57;54;-3;2.12452435493469;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-69;36;15;-21;2.55786991119385;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;33;37;4;2.59153199195862;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;125;123.5;-1.50000000000001;1.48319578170776;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;164;161;-2.99999999999999;2.27479672431946;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;151;171;20;3.01655435562134;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;87;101;14;2.23308110237122;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
74;3;73;70;1.87481713294983;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;118;132;14;2.59992051124573;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;162;166;4;2.11653304100037;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;149;161.5;12.5;2.18310928344727;10;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;140;87.5;-52.5;1.76991486549377;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;144;128;-16;2.55833220481873;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;6;25.5;19.5;1.84984374046326;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;59;43.5;-15.5;2.06676650047302;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
78;99;43;-56;2.12468481063843;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
4;85;84;-1;2.31649589538574;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;166;158;-8.00000000000001;1.54975819587708;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
26;15;152;-43;1.7162938117981;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
90;11;49.5;38.5;2.20797991752625;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;103;133;30;1.44133877754211;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;99;76.5;-22.5;2.14976406097412;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;67;73.5;6.49999999999999;1.87490439414978;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;79;84;5.00000000000001;3.86647796630859;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;121;111.5;-9.50000000000001;2.26622223854065;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;146;52.5;86.5;1.82486987113953;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;58;64.5;6.49999999999999;2.1582088470459;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;37;41;4;2.53321957588196;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;157;161;4;1.45806288719177;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;104;81;-23;1.758056640625;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-75;34;41;6.99999999999999;1.7746741771698;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;98;115;17;1.73306012153625;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
37;70;80.5;10.5;1.69988870620728;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;52;61;8.99999999999999;1.57482552528381;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;43;38;-5;2.3247172832489;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
59;43;72.5;29.5;1.74157977104187;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;44;44.5;0.500000000000002;2.14957070350647;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;17;36.5;19.5;1.86650514602661;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;144;113.5;-30.5;3.81645917892456;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
13;34;53.5;19.5;1.72453594207764;10;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;4;98;-86;1.41661262512207;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;46;32;-14;2.44986200332642;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;148;124;-24;1.30821394920349;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;134;48.5;-85.5;1.9995641708374;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-37;99;108;9;2.61634087562561;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-86;127;147;20;1.88292074203491;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-60;113;106.5;-6.5;1.64988088607788;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-51;31;35.5;4.5;1.98314380645752;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
5;5;5.5;0.499999999999999;1.94123649597168;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;7;80.5;73.5;2.64973187446594;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-58;50;87;37;2.14976501464844;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
69;58;66.5;8.49999999999999;2.2082245349884;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-65;35;26;-9;4.87487983703613;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;32;28.5;-3.49999999999999;2.00783085823059;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-47;81;59;-22;1.84148597717285;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;114;106.5;-7.5;2.74119520187378;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;175;169.5;-5.50000000000001;3.92444276809692;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
35;25;61.5;36.5;2.74977207183838;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-85;96;106.5;10.5;1.84953951835632;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-5;122;64.5;-57.5;1.72488117218018;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;68;114.5;46.5;1.94983410835266;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-38;23;26.5;3.5;2.45821714401245;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;24;80.5;56.5;1.77464294433594;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;63;79.5;16.5;2.99141621589661;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-25;42;38;-3.99999999999999;2.34155201911926;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;114;99;-15;2.02485799789429;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;177;79;82;3.24153304100037;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;158;161.5;3.50000000000001;1.72483110427856;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
29;27;34.5;7.5;1.84150218963623;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;178;160.5;-17.5;2.23312091827393;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;1;4;3;1.99157190322876;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;51;65;14;2.43302297592163;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
20;34;43;8.99999999999999;1.73316621780396;10;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;68;60;-8.00000000000002;1.94504427909851;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;117;116.5;-0.499999999999996;2.75051116943359;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;41;41;-0;4.11650609970093;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;150;135;-15;2.27478933334351;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-1;74;63.5;-10.5;3.2161591053009;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;140;152.5;12.5;2.56631684303284;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;82;83;0.999999999999999;2.89960694313049;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;104;120.5;16.5;2.0747971534729;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-72;122;25;83;2.89973831176758;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;84;81.5;-2.5;2.62484431266785;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;25;32.5;7.5;2.09967303276062;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
26;111;107.5;-3.5;2.64124631881714;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;106;120;14;2.14983010292053;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;79;85.5;6.5;3.19985842704773;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;89;45;-44;2.69147324562073;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;15;30.5;15.5;2.45811223983765;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;149;130;-19;2.49146056175232;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;114;93;-21;3.00790333747864;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;153;161.5;8.50000000000001;3.22466826438904;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;44;66;22;2.1747944355011;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;176;174;-2;3.18299436569214;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-29;179;179.5;0.499999999999994;3.39138650894165;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;39;29.5;-9.49999999999999;1.53282499313354;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;108;80.5;-27.5;2.04140830039978;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-12;22;41.5;19.5;1.82488608360291;11;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;165;137.5;-27.5;2.15816235542297;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;129;120;-9;2.14976835250854;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;68;56;-12;2.05029511451721;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
63;61;127;66;1.87491011619568;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;95;104.5;9.5;1.94144415855408;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;34;42;7.99999999999999;1.69132256507874;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-85;41;44.5;3.5;1.6579384803772;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;124;109.5;-14.5;2.04152345657349;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;178;146.5;-31.5;1.77473664283752;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
29;134;127.5;-6.50000000000001;1.73302054405212;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;141;131.5;-9.5;1.34952259063721;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;171;92.5;-78.5;1.88283729553223;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;69;75;6.00000000000001;3.07478427886963;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-60;95;81;-14;1.89986062049866;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;124;114.5;-9.49999999999999;1.63302850723267;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-72;5;9.5;4.5;1.68322229385376;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-30;100;98;-2;3.01644921302795;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-87;171;86.5;-84.5;2.84949994087219;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;78;67.5;-10.5;1.84148716926575;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-76;89;89.5;0.500000000000007;1.82489228248596;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;83;81.5;-1.49999999999999;2.44985485076904;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;104;102.5;-1.50000000000001;2.05811643600464;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;93;89.5;-3.5;2.099764585495;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;146;131;-15;1.93316221237183;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
54;10;19;9;1.89122557640076;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-45;129;108;-21;1.8248872756958;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
44;159;151.5;-7.50000000000001;1.78282427787781;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;144;114.5;-29.5;2.54964256286621;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
31;40;27.5;-12.5;1.5497190952301;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;48;57.5;9.5;1.34990525245667;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;172;167;-5.00000000000002;1.80815649032593;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;91;87;-4.00000000000001;2.8748345375061;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;130;112.5;-17.5;1.87454152107239;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-22;90;98;8;2.85785913467407;11;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;179;166.5;-12.5;1.72004723548889;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-60;78;76;-1.99999999999999;2.12521457672119;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
5;142;129.5;-12.5;1.82484221458435;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;158;129.5;-28.5;1.57549023628235;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
78;99;92;-7;1.84139537811279;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-12;137;101.5;-35.5;2.64983654022217;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;58;72.5;14.5;1.78315258026123;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;148;129;-19;1.59965825080872;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;16;19;3;1.92483997344971;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
31;96;80.5;-15.5;1.98296046257019;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;3;2;-1;1.89975261688232;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
27;112;103;-9;1.69984030723572;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;65;155.5;-89.5;1.64968085289001;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;2;0.5;-1.5;1.46655201911926;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;102;106;4;1.79948687553406;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;82;83.5;1.49999999999999;1.54153895378113;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;177;154;-23;2.299880027771;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;36;41;5;3.25790143013;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-84;168;131.5;-36.5;1.68308854103088;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;84;85;1;3.05808019638062;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;10;23;13;1.68285012245178;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;9;0.5;-8.5;1.35823249816895;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;120;96.5;-23.5;1.6496844291687;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;171;120;-51;1.99148273468018;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;16;39.5;23.5;1.42480039596558;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;129;115;-14;1.92472672462463;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;123;112;-11;1.66635513305664;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;170;136;-34;1.79146409034729;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;162;142;-20;1.5164110660553;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;62;74;12;1.49968242645264;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-30;171;162.5;-8.50000000000001;1.72483348846436;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;122;123.5;1.50000000000001;2.7581741809845;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-45;162;155;-7;1.94970321655273;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;85;90.5;5.5;1.44135212898254;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;39;46.5;7.50000000000001;1.40818619728088;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
85;43;57;14;1.49133729934692;11;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;47;54;7;2.27861332893372;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-49;2;144.5;-37.5;1.91629385948181;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;58;56;-2;1.28322815895081;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;15;39;24;1.52480506896973;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;149;79;-70;2.12475204467773;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;171;128.5;-42.5;1.82470726966858;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
53;39;70;31;1.65798926353455;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
9;22;25;3;1.75820279121399;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
21;131;99;-32;1.60804724693298;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
75;143;142.5;-0.50000000000002;1.75821733474731;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
73;19;38;19;2.32462358474731;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;115;107;-7.99999999999999;1.84133124351501;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;12;38;26;1.64954614639282;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;137;109.5;-27.5;1.49979305267334;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;76;85.5;9.49999999999999;2.48321032524109;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-5;140;112.5;-27.5;1.66635537147522;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
73;65;69.5;4.5;1.73302960395813;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;72;83.5;11.5;1.85821390151978;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;46;36.5;-9.50000000000001;2.40809178352356;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-58;58;20;-38;1.93283796310425;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;44;38.5;-5.5;2.12460470199585;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-18;142;130.5;-11.5;1.46651029586792;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;129;94.5;-34.5;1.81633424758911;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;41;34;-6.99999999999999;1.70812845230103;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;37;29;-8;1.65802502632141;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;50;43;-7;2.33290910720825;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;6;16;10;1.98318147659302;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-75;168;107;-61;1.54966068267822;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
56;37;47.5;10.5;1.95818758010864;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;63;70.5;7.50000000000001;1.46652412414551;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;74;65;-9.00000000000001;1.32489895820618;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;116;105;-11;1.53310608863831;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;170;160;-10;1.79148054122925;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;108;97;-11;1.3832151889801;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;142;125;-17;2.69124293327332;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;79;72.5;-6.49999999999999;1.74154996871948;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;179;179;0;1.71643137931824;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;89;93;4.00000000000001;1.85824036598206;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-72;170;123;-47;2.13286113739014;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
90;33;48;15;2.03323006629944;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;148;148.5;0.499999999999995;1.69155716896057;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
7;73;81.5;8.50000000000001;2.41641616821289;11;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;12;44;32;1.31171464920044;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
85;33;52.5;19.5;1.36690449714661;11;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
