obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
10;118;120;2;9;5;7;1030;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;15;53.7578125;38.7578125;9;5;-77;1031;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;8;160.1328125;-27.8671875;9;5;7;1032;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;100;39.8359375;-60.1640625;9;5;88;1033;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;14;31.5546875;17.5546875;9;5;86;1034;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;66;68.9296875;2.9296875;9;5;-52;1035;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;69;78;9;9;5;-3;1036;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;109;119.109375;10.109375;9;5;-40;1037;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;25;31.625;6.625;9;5;84;1038;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;158;175.640625;17.640625;9;5;47;1039;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;138;125.4765625;-12.5234375;9;5;20;1040;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;51;50.1015625;-0.8984375;9;5;87;1041;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;80;87.703125;7.703125;9;5;-29;1042;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;127;120.75;-6.25;9;5;-47;1043;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;82;66.7109375;-15.2890625;9;5;45;1044;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;179;154.7109375;-24.2890625;9;5;83;1045;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;175;145.8046875;-29.1953125;9;5;4;1046;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;66;58.453125;-7.546875;9;5;-71;1047;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;16;20.28125;4.28125;9;5;50;1048;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;179;37.7578125;38.7578125;9;5;17;1049;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;142;127.296875;-14.703125;9;5;37;1050;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;12;33.109375;21.109375;9;5;-50;1051;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;162;140.53125;-21.46875;9;5;30;1052;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;75;77.4609375;2.4609375;9;5;87;1053;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;41;49.046875;8.046875;9;5;34;1054;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;12;2.1015625;-9.8984375;9;5;29;1055;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;128;116.8125;-11.1875;9;5;64;1056;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;138;135.2109375;-2.7890625;9;5;-10;1057;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;12;136.546875;-55.453125;9;5;-54;1058;1;Samaha et al. (2019);Experiment 1;Orientation;1
10;81;43.4453125;-37.5546875;9;5;-69;1059;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;132;132;0;9;5;-51;1060;0;Samaha et al. (2019);Experiment 1;Orientation;1
10;132;132;0;9;5;0;1061;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;8;5.375;-2.625;9;1;-56;1;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;113;170.921875;57.921875;9;1;75;2;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;156;139.421875;-16.578125;9;1;-43;3;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;127;137.7890625;10.7890625;9;1;29;4;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;4;57.1953125;53.1953125;9;1;-57;5;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;124;110.8125;-13.1875;9;1;60;6;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;121;108.21875;-12.78125;9;1;3;7;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;155;147.125;-7.875;9;1;-34;8;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;89;85.2578125;-3.7421875;9;1;66;9;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;44;46.1015625;2.1015625;9;1;45;10;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;86;70.6171875;-15.3828125;9;1;-42;11;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;51;28.0703125;-22.9296875;9;1;35;12;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;179;6.9765625;7.9765625;9;1;52;13;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;88;61.2734375;-26.7265625;9;1;-89;14;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;82;97.703125;15.703125;9;1;6;15;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;23;28.8125;5.8125;9;1;59;16;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;82;75.1640625;-6.8359375;9;1;-59;17;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;172;179.140625;7.140625;9;1;-90;18;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;122;129.34375;7.34375;9;1;50;19;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;32;41.609375;9.609375;9;1;90;20;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;60;54.9609375;-5.0390625;9;1;-28;21;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;21;33.421875;12.421875;9;1;39;22;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;72;71.375;-0.625;9;1;-51;23;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;162;163.03125;1.03125;9;1;-90;24;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;13;21.1953125;8.1953125;9;1;-31;25;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;149;165.046875;16.046875;9;1;44;26;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;152;158.1875;6.1875;9;1;-3;27;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;11;33.109375;22.109375;9;1;-39;28;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;114;94.78125;-19.21875;9;1;77;29;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;44;29.390625;-14.609375;9;1;70;30;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;134;23.359375;69.359375;9;1;-90;31;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;24;33.9375;9.9375;9;1;-70;32;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;124;126.46875;2.46875;9;1;80;33;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;34;40.46875;6.46875;9;1;90;34;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;108;122.9453125;14.9453125;9;1;-74;35;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;106;101.03125;-4.96875;9;1;2;36;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;169;163.8046875;-5.1953125;9;1;-63;37;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;90;91.2265625;1.2265625;9;1;79;38;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;106;150.8125;44.8125;9;1;-16;39;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;29;35.140625;6.140625;9;1;77;40;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;150;142.4140625;-7.5859375;9;1;59;41;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;61;57.7421875;-3.2578125;9;1;89;42;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;129;140;11;9;1;-68;43;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;92;79.1796875;-12.8203125;9;1;37;44;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;92;92.5859375;0.5859375;9;1;0;45;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;77;78.5;1.5;9;1;15;46;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;28;51.96875;23.96875;9;1;49;47;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;133;144.46875;11.46875;9;1;75;48;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;81;54.0859375;-26.9140625;9;1;52;49;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;21;36.546875;15.546875;9;1;60;50;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;137;136.15625;-0.84375;9;1;64;51;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;179;7.1796875;8.1796875;9;1;-42;52;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;76;73.4765625;-2.5234375;9;1;-77;53;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;65;45.4453125;-19.5546875;9;1;11;54;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;95;28.25;-66.75;9;1;-30;55;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;156;164.734375;8.734375;9;1;-61;56;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;158;171.2734375;13.2734375;9;1;-2;57;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;132;162.859375;30.859375;9;1;26;58;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;152;160.6015625;8.6015625;9;1;-20;59;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;24;28.484375;4.484375;9;1;-52;60;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;24;28.484375;4.484375;9;1;0;61;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;112;159.2421875;47.2421875;9;2;-88;251;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;164;152.171875;-11.828125;9;2;-52;252;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;93;68.84375;-24.15625;9;2;71;253;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;52;42.3203125;-9.6796875;9;2;41;254;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;118;122.8671875;4.8671875;9;2;-66;255;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;167;162.0390625;-4.9609375;9;2;-49;256;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;142;148.53125;6.53125;9;2;25;257;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;124;146.0390625;22.0390625;9;2;18;258;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;72;49.921875;-22.078125;9;2;52;259;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;136;120;-16;9;2;-64;260;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;101;103.890625;2.890625;9;2;35;261;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;163;124.6640625;-38.3359375;9;2;-62;262;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;19;25.2265625;6.2265625;9;2;-36;263;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;52;57.7265625;5.7265625;9;2;-33;264;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;173;3.8359375;10.8359375;9;2;59;265;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;121;147.5078125;26.5078125;9;2;52;266;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;139;153.421875;14.421875;9;2;-18;267;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;115;174.8828125;59.8828125;9;2;24;268;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;154;168.3203125;14.3203125;9;2;-39;269;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;158;7.703125;29.703125;9;2;-4;270;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;33;45.625;12.625;9;2;-55;271;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;88;51.65625;-36.34375;9;2;-55;272;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;41;13.4765625;-27.5234375;9;2;47;273;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;149;163.359375;14.359375;9;2;72;274;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;6;26;20;9;2;-37;275;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;67;51.40625;-15.59375;9;2;-61;276;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;171;167.875;-3.125;9;2;76;277;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;46;16.3359375;-29.6640625;9;2;-55;278;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;112;150.5;38.5;9;2;-66;279;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;0;4.9296875;4.9296875;9;2;-68;280;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;15;5.375;-9.625;9;2;-15;281;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;46;43.125;-2.875;9;2;-31;282;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;59;34.78125;-24.21875;9;2;-13;283;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;10;44.6484375;34.6484375;9;2;49;284;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;175;179.109375;4.109375;9;2;15;285;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;19;25.2421875;6.2421875;9;2;-24;286;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;102;106.6953125;4.6953125;9;2;-83;287;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;26;28.84375;2.84375;9;2;76;288;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;146;161.015625;15.015625;9;2;60;289;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;67;38.6796875;-28.3203125;9;2;79;290;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;73;81.046875;8.046875;9;2;-6;291;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;123;109.7421875;-13.2578125;9;2;-50;292;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;164;149.875;-14.125;9;2;-41;293;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;66;14.8984375;-51.1015625;9;2;-82;294;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;137;2.6328125;45.6328125;9;2;-71;295;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;85;152.796875;67.796875;9;2;52;296;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;56;22.6484375;-33.3515625;9;2;29;297;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;86;87.2265625;1.2265625;9;2;-30;298;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;6;73.5390625;67.5390625;9;2;80;299;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;52;64;12;9;2;-46;300;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;26;32.6328125;6.6328125;9;2;26;301;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;70;55.6875;-14.3125;9;2;-44;302;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;105;102.546875;-2.453125;9;2;-35;303;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;59;65.0625;6.0625;9;2;46;304;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;178;14.15625;16.15625;9;2;61;305;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;149;39.890625;70.890625;9;2;29;306;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;64;47.1640625;-16.8359375;9;2;85;307;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;117;13.3125;76.3125;9;2;-53;308;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;71;55.125;-15.875;9;2;46;309;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;62;82.3515625;20.3515625;9;2;9;310;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;62;82.3515625;20.3515625;9;2;0;311;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;158;158.1015625;0.1015625;9;3;84;501;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;110;75.9375;-34.0625;9;3;48;502;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;19;35.3125;16.3125;9;3;-89;503;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;67;57.59375;-9.40625;9;3;-48;504;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;75;81.109375;6.109375;9;3;-8;505;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;28;45.8203125;17.8203125;9;3;47;506;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;154;164.53125;10.53125;9;3;54;507;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;15;50.3046875;35.3046875;9;3;-41;508;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;136;144;8;9;3;59;509;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;147;150.3046875;3.3046875;9;3;-11;510;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;89;77.1796875;-11.8203125;9;3;58;511;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;85;66.765625;-18.234375;9;3;4;512;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;38;29.6875;-8.3125;9;3;47;513;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;110;145.375;35.375;9;3;-72;514;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;156;139.140625;-16.859375;9;3;-46;515;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;66;46.9609375;-19.0390625;9;3;90;516;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;121;161.34375;40.34375;9;3;-55;517;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;133;155.125;22.125;9;3;-12;518;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;161;147.09375;-13.90625;9;3;-28;519;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;65;51.390625;-13.609375;9;3;-84;520;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;157;165.046875;8.046875;9;3;88;521;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;51;30.8984375;-20.1015625;9;3;-74;522;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;74;75.34375;1.34375;9;3;-23;523;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;48;69.328125;21.328125;9;3;26;524;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;177;4.8828125;7.8828125;9;3;51;525;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;43;11.421875;-31.578125;9;3;-46;526;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;121;141.984375;20.984375;9;3;-78;527;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;132;132.75;0.75;9;3;-11;528;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;3;168.4140625;-14.5859375;9;3;-51;529;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;132;150.8125;18.8125;9;3;51;530;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;157;164.3984375;7.3984375;9;3;-25;531;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;124;140.3984375;16.3984375;9;3;33;532;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;79;56.1875;-22.8125;9;3;45;533;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;140;156.9453125;16.9453125;9;3;-61;534;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;95;101.7421875;6.7421875;9;3;45;535;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;100;21.2265625;-78.7734375;9;3;-5;536;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;7;16.203125;9.203125;9;3;-87;537;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;145;143.5703125;-1.4296875;9;3;42;538;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;77;17.1640625;-59.8359375;9;3;68;539;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;155;152.734375;-2.265625;9;3;-78;540;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;133;130.3671875;-2.6328125;9;3;22;541;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;122;132.234375;10.234375;9;3;11;542;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;4;1.109375;-2.890625;9;3;-62;543;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;141;159.609375;18.609375;9;3;43;544;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;65;27.4921875;-37.5078125;9;3;76;545;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;7;6.6015625;-0.3984375;9;3;58;546;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;113;103.625;-9.375;9;3;74;547;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;93;143.0625;50.0625;9;3;20;548;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;151;150.828125;-0.171875;9;3;-58;549;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;74;123.390625;49.390625;9;3;77;550;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;173;178;5;9;3;81;551;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;56;41.4765625;-14.5234375;9;3;-63;552;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;76;9.34375;-66.65625;9;3;-20;553;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;97;152.6328125;55.6328125;9;3;-21;554;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;3;22.859375;19.859375;9;3;-86;555;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;169;138.6953125;-30.3046875;9;3;14;556;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;152;142.4296875;-9.5703125;9;3;17;557;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;144;170.3359375;26.3359375;9;3;8;558;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;91;130.6796875;39.6796875;9;3;53;559;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;73;21.59375;-51.40625;9;3;18;560;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;73;21.59375;-51.40625;9;3;0;561;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;125;134;9;9;4;-52;751;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;84;84.234375;0.234375;9;4;41;752;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;59;58.3984375;-0.6015625;9;4;25;753;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;99;92.6640625;-6.3359375;9;4;-40;754;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;76;49.921875;-26.078125;9;4;23;755;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;123;134;11;9;4;-47;756;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;62;41.7890625;-20.2109375;9;4;61;757;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;156;56.6484375;80.6484375;9;4;86;758;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;123;149.8359375;26.8359375;9;4;33;759;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;8;40.0546875;32.0546875;9;4;-65;760;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;171;178.1015625;7.1015625;9;4;17;761;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;109;158.1875;49.1875;9;4;62;762;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;39;164.765625;-54.234375;9;4;70;763;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;53;5.34375;-47.65625;9;4;-14;764;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;98;174.1015625;76.1015625;9;4;-45;765;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;119;141.2734375;22.2734375;9;4;-21;766;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;46;19.8359375;-26.1640625;9;4;73;767;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;59;61.8046875;2.8046875;9;4;-13;768;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;104;136.6796875;32.6796875;9;4;-45;769;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;135;90;-45;9;4;-31;770;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;117;130.484375;13.484375;9;4;18;771;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;8;177.109375;-10.890625;9;4;-71;772;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;77;30.9296875;-46.0703125;9;4;-69;773;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;88;83.65625;-4.34375;9;4;-11;774;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;155;167.8359375;12.8359375;9;4;-67;775;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;97;75.328125;-21.671875;9;4;58;776;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;8;146.75;-41.25;9;4;89;777;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;102;92.4140625;-9.5859375;9;4;86;778;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;130;143.109375;13.109375;9;4;-28;779;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;115;98.5625;-16.4375;9;4;15;780;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;32;175.625;-36.375;9;4;83;781;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;173;169.421875;-3.578125;9;4;39;782;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;172;170.203125;-1.796875;9;4;1;783;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;112;128.4375;16.4375;9;4;60;784;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;84;90.4140625;6.4140625;9;4;28;785;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;43;57.5703125;14.5703125;9;4;41;786;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;162;135.4765625;-26.5234375;9;4;61;787;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;145;129.890625;-15.109375;9;4;17;788;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;91;45.4609375;-45.5390625;9;4;54;789;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;16;28.3515625;12.3515625;9;4;75;790;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;10;28.9921875;18.9921875;9;4;6;791;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;115;179.375;64.375;9;4;75;792;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;44;54.3984375;10.3984375;9;4;71;793;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;79;72.21875;-6.78125;9;4;-35;794;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;17;5.2265625;-11.7734375;9;4;62;795;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;68;77.609375;9.609375;9;4;-51;796;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;15;11.8046875;-3.1953125;9;4;53;797;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;123;167.984375;44.984375;9;4;72;798;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;21;32.0703125;11.0703125;9;4;-78;799;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;136;152.1875;16.1875;9;4;65;800;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;167;7.046875;20.046875;9;4;-31;801;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;178;12.0859375;14.0859375;9;4;-11;802;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;92;125.1953125;33.1953125;9;4;86;803;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;134;114.9921875;-19.0078125;9;4;-42;804;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;99;92.765625;-6.234375;9;4;35;805;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;104;119.2109375;15.2109375;9;4;-5;806;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;23;39.1953125;16.1953125;9;4;81;807;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;82;6.78125;-75.21875;9;4;-59;808;0;Samaha et al. (2019);Experiment 1;Orientation;1
11;38;39.0625;1.0625;9;4;44;809;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;22;131.328125;-70.671875;9;4;16;810;1;Samaha et al. (2019);Experiment 1;Orientation;1
11;22;131.328125;-70.671875;9;4;0;811;1;Samaha et al. (2019);Experiment 1;Orientation;1
