obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
1;6;16.6953125;10.6953125;9;5;-80;1032;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;64;143.328125;79.328125;9;5;-58;1033;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;147;137.046875;-9.953125;9;5;-83;1034;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;34;40.6796875;6.6796875;9;5;-67;1035;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;97;104;7;9;5;-63;1036;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;126;133.4765625;7.4765625;9;5;-29;1037;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;107;110.453125;3.453125;9;5;19;1038;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;38;7.09375;-30.90625;9;5;69;1039;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;67;72.484375;5.484375;9;5;-29;1040;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;88;78.7109375;-9.2890625;9;5;-21;1041;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;122;166.3984375;44.3984375;9;5;-34;1042;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;116;111.7890625;-4.2109375;9;5;6;1043;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;90;14.5625;-75.4375;9;5;26;1044;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;131;132.6171875;1.6171875;9;5;-41;1045;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;68;43.984375;-24.015625;9;5;63;1046;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;37;43.125;6.125;9;5;31;1047;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;86;63.671875;-22.328125;9;5;-49;1048;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;125;139.9375;14.9375;9;5;-39;1049;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;7;122.6484375;-64.3515625;9;5;-62;1050;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;8;56.0703125;48.0703125;9;5;-1;1051;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;76;67.703125;-8.296875;9;5;-68;1052;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;97;82.8671875;-14.1328125;9;5;-21;1053;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;68;48.453125;-19.546875;9;5;29;1054;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;31;149.1640625;-61.8359375;9;5;37;1055;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;177;62.171875;65.171875;9;5;34;1056;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;102;113.359375;11.359375;9;5;75;1057;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;44;51.8203125;7.8203125;9;5;58;1058;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;155;40;65;9;5;69;1059;0;Samaha et al. (2019);Experiment 1;Orientation;1
1;120;119.4765625;-0.5234375;9;5;35;1060;1;Samaha et al. (2019);Experiment 1;Orientation;1
1;120;119.4765625;-0.5234375;9;5;0;1061;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;168;39.8359375;51.8359375;9;1;-48;1;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;129;137.7578125;8.7578125;9;1;39;2;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;73;58.3515625;-14.6484375;9;1;56;3;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;63;65.5703125;2.5703125;9;1;10;4;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;16;120;-76;9;1;47;5;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;149;136.8984375;-12.1015625;9;1;47;6;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;87;45.984375;-41.015625;9;1;62;7;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;51;60;9;9;1;36;8;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;26;39.8046875;13.8046875;9;1;25;9;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;144;145.8046875;1.8046875;9;1;62;10;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;104;101.640625;-2.359375;9;1;40;11;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;18;61.2578125;43.2578125;9;1;86;12;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;62;55.875;-6.125;9;1;-44;13;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;36;154.5;-61.5;9;1;26;14;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;33;32.0234375;-0.9765625;9;1;3;15;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;130;141.2890625;11.2890625;9;1;83;16;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;101;80.0859375;-20.9140625;9;1;29;17;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;24;41.328125;17.328125;9;1;77;18;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;19;19.03125;0.03125;9;1;5;19;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;170;159.40625;-10.59375;9;1;29;20;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;169;31.890625;42.890625;9;1;1;21;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;123;131.1640625;8.1640625;9;1;46;22;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;176;104.0546875;-71.9453125;9;1;-53;23;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;152;108.8828125;-43.1171875;9;1;24;24;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;176;7.8046875;11.8046875;9;1;-24;25;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;29;119.125;-89.875;9;1;-33;26;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;119;127.8359375;8.8359375;9;1;-90;27;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;162;128.265625;-33.734375;9;1;-43;28;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;104;104.6171875;0.6171875;9;1;58;29;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;145;147.390625;2.390625;9;1;-41;30;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;87;103.2265625;16.2265625;9;1;58;31;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;44;36.0546875;-7.9453125;9;1;43;32;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;130;146;16;9;1;-86;33;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;30;20;-10;9;1;-80;34;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;120;137.953125;17.953125;9;1;-90;35;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;143;148.7109375;5.7109375;9;1;-23;36;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;110;26;9;1;59;37;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;100;75.5546875;-24.4453125;9;1;-16;38;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;123;115.5546875;-7.4453125;9;1;-23;39;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;151;134.0859375;-16.9140625;9;1;-28;40;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;2;10.9921875;8.9921875;9;1;-31;41;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;94;24.78125;-69.21875;9;1;88;42;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;71;76.9765625;5.9765625;9;1;23;43;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;165;148.9140625;-16.0859375;9;1;86;44;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;175;160.6953125;-14.3046875;9;1;-10;45;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;74;67.34375;-6.65625;9;1;-79;46;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;65;151.4609375;86.4609375;9;1;9;47;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;159;24.3359375;45.3359375;9;1;86;48;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;89;65.7265625;-23.2734375;9;1;70;49;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;69;65.96875;-3.03125;9;1;20;50;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;135;145.65625;10.65625;9;1;-66;51;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;33;35.2265625;2.2265625;9;1;-78;52;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;51;43.09375;-7.90625;9;1;-18;53;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;122;41.2578125;-80.7421875;9;1;-71;54;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;117;125.7890625;8.7890625;9;1;5;55;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;11;31.4453125;20.4453125;9;1;-74;56;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;98;111.4765625;13.4765625;9;1;-87;57;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;101;45.9375;-55.0625;9;1;-3;58;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;132;36.1015625;84.1015625;9;1;-31;59;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;29;37.2421875;8.2421875;9;1;-77;60;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;29;37.2421875;8.2421875;9;1;0;61;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;70;64;-6;9;2;-41;251;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;92;54.53125;-37.46875;9;2;-22;252;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;179;58.9453125;59.9453125;9;2;-87;253;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;151;146.828125;-4.171875;9;2;28;254;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;99;57.625;-41.375;9;2;52;255;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;57;46.3671875;-10.6328125;9;2;42;256;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;142;144.78125;2.78125;9;2;-85;257;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;66;-18;9;2;58;258;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;132;139.390625;7.390625;9;2;-48;259;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;100;26.9140625;-73.0859375;9;2;32;260;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;94;112.6953125;18.6953125;9;2;6;261;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;28;58.6953125;30.6953125;9;2;66;262;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;44;67.5078125;23.5078125;9;2;-16;263;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;87;139.34375;52.34375;9;2;-43;264;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;88;126;38;9;2;-1;265;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;171;44.75;53.75;9;2;-83;266;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;35;119.984375;84.984375;9;2;-44;267;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;142;137.1953125;-4.8046875;9;2;73;268;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;66;124;58;9;2;76;269;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;153;130.515625;-22.484375;9;2;-87;270;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;23;28.453125;5.453125;9;2;-50;271;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;74;42.5625;-31.4375;9;2;-51;272;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;32;27.03125;-4.96875;9;2;42;273;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;23;37.8359375;14.8359375;9;2;9;274;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;162;40.15625;58.15625;9;2;41;275;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;159;42;63;9;2;3;276;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;28;27.5546875;-0.4453125;9;2;-49;277;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;6;44.6640625;38.6640625;9;2;22;278;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;2;135.2421875;-46.7578125;9;2;4;279;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;139;159.296875;20.296875;9;2;43;280;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;176;16.171875;20.171875;9;2;-37;281;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;144;135.6875;-8.3125;9;2;32;282;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;91;72.1015625;-18.8984375;9;2;53;283;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;46;43.96875;-2.03125;9;2;45;284;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;59;59.34375;0.34375;9;2;-13;285;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;172;163.1796875;-8.8203125;9;2;67;286;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;165;161.8046875;-3.1953125;9;2;7;287;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;125;153.5390625;28.5390625;9;2;40;288;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;147;138.3203125;-8.6796875;9;2;-22;289;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;68;46.75;-21.25;9;2;79;290;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;21;77.59375;56.59375;9;2;47;291;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;118;123.90625;5.90625;9;2;83;292;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;28;29.390625;1.390625;9;2;90;293;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;177;100;-77;9;2;31;294;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;131;147.984375;16.984375;9;2;46;295;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;107;110.6171875;3.6171875;9;2;24;296;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;68.9609375;-15.0390625;9;2;23;297;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;74;-10;9;2;0;298;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;28;23.7734375;-4.2265625;9;2;56;299;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;141;143.2734375;2.2734375;9;2;67;300;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;167;35.015625;48.015625;9;2;-26;301;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;44;33.5234375;-10.4765625;9;2;-57;302;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;13;28.8828125;15.8828125;9;2;31;303;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;44;39.625;-4.375;9;2;-31;304;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;151;139.4609375;-11.5390625;9;2;73;305;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;35;35.7578125;0.7578125;9;2;-64;306;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;91;130.9921875;39.9921875;9;2;-56;307;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;105;130.6640625;25.6640625;9;2;-14;308;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;67;41.8359375;-25.1640625;9;2;38;309;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;5;42.9609375;37.9609375;9;2;62;310;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;5;42.9609375;37.9609375;9;2;0;311;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;113;128.6796875;15.6796875;9;3;72;501;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;146;141.7890625;-4.2109375;9;3;-33;502;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;27;145.953125;-61.046875;9;3;-61;503;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;91;124.3046875;33.3046875;9;3;-64;504;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;78.6328125;-5.3671875;9;3;7;505;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;118;128.453125;10.453125;9;3;-34;506;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;57;55.7578125;-1.2421875;9;3;61;507;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;153;82.9296875;-70.0703125;9;3;84;508;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;139;143.8359375;4.8359375;9;3;14;509;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;65;103.359375;38.359375;9;3;74;510;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;165;139.7265625;-25.2734375;9;3;80;511;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;165;143.96875;-21.03125;9;3;0;512;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;158;134.453125;-23.546875;9;3;7;513;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;33;36.4375;3.4375;9;3;-55;514;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;4;19.59375;15.59375;9;3;29;515;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;101;111.5234375;10.5234375;9;3;83;516;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;146;122.78125;-23.21875;9;3;-45;517;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;172;104.234375;-67.765625;9;3;-26;518;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;69;33.125;-35.875;9;3;-77;519;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;35;4;-31;9;3;34;520;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;127;137.7734375;10.7734375;9;3;88;521;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;96;111.328125;15.328125;9;3;31;522;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;75;107.4921875;32.4921875;9;3;21;523;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;72;80;8;9;3;3;524;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;149;143.421875;-5.578125;9;3;-77;525;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;11;20.0078125;9.0078125;9;3;-42;526;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;160;147.90625;-12.09375;9;3;31;527;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;154;24.6328125;50.6328125;9;3;6;528;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;156;149.1953125;-6.8046875;9;3;-2;529;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;66;59.4765625;-6.5234375;9;3;90;530;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;20;30.765625;10.765625;9;3;46;531;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;162;111.390625;-50.609375;9;3;38;532;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;22;28.75;6.75;9;3;-40;533;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;113;116.546875;3.546875;9;3;89;534;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;8;26.828125;18.828125;9;3;-75;535;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;8;37.1796875;29.1796875;9;3;0;536;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;13;41.046875;28.046875;9;3;-5;537;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;108;25.90625;-82.09375;9;3;85;538;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;121;163.09375;42.09375;9;3;-13;539;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;22;24.28125;2.28125;9;3;-81;540;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;116;103.5234375;-12.4765625;9;3;86;541;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;114;37.953125;-76.046875;9;3;2;542;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;19;38;19;9;3;-85;543;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;27;17.4765625;-9.5234375;9;3;-8;544;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;97;49.953125;-47.046875;9;3;-70;545;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;15;29.59375;14.59375;9;3;82;546;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;101;122.8828125;21.8828125;9;3;-86;547;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;42;19.640625;-22.359375;9;3;59;548;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;52;39.4453125;-12.5546875;9;3;-10;549;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;28;33.5703125;5.5703125;9;3;24;550;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;74;68.5859375;-5.4140625;9;3;-46;551;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;156;143.65625;-12.34375;9;3;-82;552;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;132;97.2265625;-34.7734375;9;3;24;553;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;77;71.6875;-5.3125;9;3;55;554;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;59;129.7734375;70.7734375;9;3;18;555;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;5;145.390625;-39.609375;9;3;54;556;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;37;30.4296875;-6.5703125;9;3;-32;557;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;0;12.1171875;12.1171875;9;3;37;558;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;169;127.125;-41.875;9;3;11;559;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;89;110.515625;21.515625;9;3;80;560;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;89;110.515625;21.515625;9;3;0;561;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;57;50.4140625;-6.5859375;9;4;32;751;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;137;146.6640625;9.6640625;9;4;-80;752;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;114;144.4375;30.4375;9;4;23;753;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;64;-20;9;4;30;754;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;106;123.890625;17.890625;9;4;-22;755;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;52;73.1796875;21.1796875;9;4;54;756;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;141;140.6328125;-0.3671875;9;4;-89;757;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;78;146.0234375;68.0234375;9;4;63;758;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;97;120.9921875;23.9921875;9;4;-19;759;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;176;115.59375;-60.40625;9;4;-79;760;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;122;115.015625;-6.984375;9;4;54;761;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;150;52.5859375;82.5859375;9;4;-28;762;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;101;107.6875;6.6875;9;4;49;763;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;44;29.1953125;-14.8046875;9;4;57;764;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;142;132.5625;-9.4375;9;4;82;765;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;84;117.078125;33.078125;9;4;58;766;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;176;147.046875;-28.953125;9;4;88;767;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;123;144.0390625;21.0390625;9;4;53;768;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;4;144.1171875;-39.8828125;9;4;-61;769;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;176;176.0390625;0.0390625;9;4;8;770;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;3;17.296875;14.296875;9;4;-7;771;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;17;27.40625;10.40625;9;4;-14;772;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;58;65.2265625;7.2265625;9;4;-41;773;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;9;24;15;9;4;49;774;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;35;57.9375;22.9375;9;4;-26;775;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;121;70;-51;9;4;-86;776;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;170;141.5234375;-28.4765625;9;4;-49;777;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;36;40.796875;4.796875;9;4;-46;778;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;57;60;3;9;4;-21;779;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;17;35.890625;18.890625;9;4;40;780;0;Samaha et al. (2019);Experiment 1;Orientation;1
2;104;44;-60;9;4;-87;781;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;76;59.2265625;-16.7734375;9;4;28;782;1;Samaha et al. (2019);Experiment 1;Orientation;1
2;18;31.96875;13.96875;9;4;58;783;1;Samaha et al. (2019);Experiment 1;Orientation;1
