obs;theta;resp;cond;rt;delta;error;study;experiment;stimulus;expnum
14;49;154;4;9;76;-75;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;46;60;0.5;9;3;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;36;29;4;9;10;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;87;91;4;9;-51;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;117;145;0.5;9;-30;28;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;38;62;0.5;9;79;24;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;57;72;0.5;9;-19;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;171;141;4;9;66;-30;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;127;125;4;9;44;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;157;137;0.5;9;-30;-20;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;162;176;0.5;9;-5;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;19;3;0.5;9;-37;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;28;41;4;9;-9;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;88;88;0.5;9;-60;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;111;123;4;9;-23;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;122;100;0.5;9;-11;-22;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;176;3;4;9;-54;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;124;132;4;9;52;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;82;15;4;9;42;-67;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;109;123;4;9;-27;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;163;55;4;9;-54;72;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;155;170;0.5;9;8;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;19;30;0.5;9;-44;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;64;24;4;9;-45;-40;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;126;143;4;9;-62;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;29;46;0.5;9;-83;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;122;160;0.5;9;87;38;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;135;139;0.5;9;-13;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;136;138;4;9;-1;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;153;140;4;9;-17;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;55;31;4;9;-82;-24;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;128;152;0.5;9;-73;24;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;23;28;0.5;9;-75;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;145;131;4;9;58;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;14;150;0.5;9;-49;-44;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;148;147;4;9;46;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
14;152;157;0.5;9;-4;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;32;148;0.5;9;NaN;-64;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;81;90.5;4;9;-49;9.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;100;103;0.5;9;-19;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;53;50;4;9;47;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;37;40;4;9;16;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;73;86;0.5;9;-36;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;172;162;4;9;81;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;25;40.5;4;9;-33;15.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;96;90.75;4;9;-71;-5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;16;31;0.5;9;80;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;105;118;4;9;-89;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;74;105;0.5;9;31;31;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;4;4;4;9;70;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;33;56;0.5;9;-29;23;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;40;38;0.5;9;-7;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;137;129;0.5;9;83;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;26;46;4;9;-69;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;120;130;4;9;86;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;177;2;4;9;-57;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;11;24;4;9;-14;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;171;154;0.5;9;20;-17;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;161;136;0.5;9;10;-25;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;73;87;0.5;9;88;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;153;141;0.5;9;-80;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;85;73;4;9;68;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;108;130;4;9;-23;22;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;22;1;0.5;9;86;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;151;135;4;9;51;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;175;174;0.5;9;-24;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;149;134;4;9;26;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;135;134;4;9;14;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;42;59;0.5;9;-87;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;20;64;0.5;9;22;44;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;69;54;0.5;9;-49;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;79;63;0.5;9;-10;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;126;123;0.5;9;-47;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;15;31;0.5;9;-69;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;70;57;4;9;-55;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;19;67;0.5;9;51;48;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;9;26;4;9;10;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;39;24;0.5;9;-30;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;141;147;4;9;78;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;161;138;0.5;9;-20;-23;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;138;123;0.5;9;23;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;113;119;4;9;25;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;179;0;0.5;9;-66;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;49;51;4;9;-50;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;159;124;4;9;70;-35;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;173;11;0.5;9;-14;18;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;27;29;4;9;-34;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;49;57;4;9;-22;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;50;144;0.5;9;-1;-86;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;177;167;0.5;9;53;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;179;163;4;9;-2;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;117;123;4;9;62;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;73;63;4;9;44;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;116;122;0.5;9;-43;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;150;151;0.5;9;-34;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;163;159;4;9;-13;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;33;46;0.5;9;-50;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;148;130;0.5;9;65;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;177;167;0.5;9;-29;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;17;84;0.5;9;-20;67;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;155;144;4;9;42;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;93;79;0.5;9;62;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;6;5;0.5;9;87;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;2;98;0.5;9;4;-84;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;16;69;0.5;9;-14;53;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;70;57;0.5;9;-54;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;25;53;0.5;9;45;28;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;173;177;0.5;9;32;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;58;69;4;9;-65;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;39;40;0.5;9;19;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;147;127;0.5;9;72;-20;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;73;68;0.5;9;74;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;21;38;4;9;52;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;25;36;4;9;-4;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;143;131;0.5;9;62;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;115;127;4;9;28;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;112;131;4;9;3;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;1;168;0.5;9;-69;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;1;16;4;9;0;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;52;48;4;9;-51;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;177;169;4;9;55;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;110;117;0.5;9;67;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;136;139;4;9;-26;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;163;147;4;9;-27;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;66;63;0.5;9;-83;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;50;50;0.5;9;16;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;1;90;4;9;49;89;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;136;134;0.5;9;45;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;83;81;0.5;9;53;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;154;145;0.5;9;-71;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;86;60;0.5;9;68;-26;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;69;84;0.5;9;17;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;170;135;0.5;9;79;-35;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;64;58;4;9;-74;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;50;39;4;9;14;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;165;0;0.5;9;65;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;5;13;0.5;9;-20;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;74;40;0.5;9;-69;-34;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;58;47;4;9;16;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;151;122;0.5;9;87;-29;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;168;88;0.5;9;-17;-80;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;166;150;4;9;2;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;101;124;4;9;65;23;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;100;129;0.5;9;1;29;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;173;171;4;9;-73;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;36;29;0.5;9;-43;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;118;129;0.5;9;-82;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;90;93.75;4;9;28;3.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;120;127;0.5;9;-30;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;95;88;4;9;25;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;80;84;4;9;15;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;78;81;0.5;9;2;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;97;53;0.5;9;-19;-44;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;36;30;0.5;9;61;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;109;130;4;9;-73;21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;59;55;4;9;50;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;17;44;0.5;9;42;27;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;72;63;4;9;-55;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;69;54;0.5;9;3;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;74;134;0.5;9;-5;60;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;32;34;4;9;42;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;36;36;0.5;9;-4;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;36;28;0.5;9;0;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;139;133;0.5;9;77;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;161;124;0.5;9;-22;-37;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;135;130;4;9;26;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;119;130;0.5;9;16;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;161;144;4;9;-42;-17;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;132;124;4;9;29;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;1;173;0.5;9;-49;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;69;38;4;9;-68;-31;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;64;52;4;9;5;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;178;136;0.5;9;66;-42;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;137;142;0.5;9;41;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;154;136;0.5;9;-17;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;111;137;0.5;9;43;26;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;80;53;0.5;9;31;-27;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;42;52;0.5;9;38;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;25;35;4;9;17;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;122;122;4;9;83;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;64;50;4;9;58;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;16;23;4;9;48;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;177;170;4;9;19;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;58;49;4;9;-61;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;92;102;4;9;-34;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;5;11;4;9;87;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;26;27;4;9;-21;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;36;24;4;9;-10;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;168;147;0.5;9;48;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;153;138;0.5;9;15;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;38;38;4;9;-65;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;115;126;4;9;-77;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;87;123;0.5;9;28;36;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;20;5;0.5;9;67;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;161;136;0.5;9;39;-25;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;34;47;4;9;-53;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;43;47;4;9;-9;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;78;81;4;9;-35;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;114;139;0.5;9;-36;25;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;163;166;4;9;-49;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;137;135;4;9;26;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;60;47;4;9;77;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;177;156;4;9;63;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;55;42;0.5;9;-58;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;38;54;0.5;9;17;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;102;120;4;9;-64;18;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;155;146;4;9;-53;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;72;60;4;9;83;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;146;119;0.5;9;-74;-27;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;146;134;0.5;9;0;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;37;37;4;9;-71;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;178;17;0.5;9;39;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;69;64;4;9;-71;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;120;126.25;4;9;-51;6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;10;174;0.5;9;-70;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;144;140;0.5;9;46;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;134;118;0.5;9;10;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;45;43;0.5;9;89;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;33;34;0.5;9;12;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;160;136;4;9;53;-24;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;45;44;0.5;9;-65;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;54;64;0.5;9;-9;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;18;39;4;9;36;21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;19;27;4;9;-1;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;82;68;4;9;-63;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;107;119;4;9;-25;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;145;132;4;9;-38;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;131;127;4;9;14;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;70;60;0.5;9;61;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;52;45;0.5;9;18;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;58;53;0.5;9;-6;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;80;79;0.5;9;-22;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;49;55;4;9;31;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;60;59;0.5;9;-11;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;72;56;4;9;-12;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;176;171;0.5;9;76;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;55;54;4;9;-59;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;64;42;4;9;-9;-22;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;74;128;0.5;9;-10;54;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;174;165;0.5;9;80;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;25;64;0.5;9;-31;39;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;88;100;4;9;-63;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;97;129;0.5;9;-9;32;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;72;69;4;9;25;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;137;138;4;9;-65;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;74;78;4;9;63;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;52;56;4;9;22;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;31;57;4;9;21;26;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;155;139;0.5;9;56;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;112;132;4;9;43;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;101;109;4;9;11;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;149;112;4;9;-48;-37;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;69;61;4;9;80;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;28;32;0.5;9;41;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;99;128;0.5;9;-71;29;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;32;17;4;9;67;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;6;0;4;9;26;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;164;148;4;9;22;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;2;1;4;9;-18;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;68;61;0.5;9;-66;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;64;58;0.5;9;4;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;155;141;4;9;89;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;172;151;0.5;9;-17;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;130;138;0.5;9;42;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;120;139;0.5;9;10;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;174;161;4;9;-54;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;91;93;0.5;9;83;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;61;66;0.5;9;30;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;12;11;0.5;9;49;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;119;138;4;9;73;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;129;148;4;9;-10;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;54;70;0.5;9;75;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;86;97;4;9;-32;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;1;25;0.5;9;85;24;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;164;129;4;9;17;-35;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;71;70;4;9;-87;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;58;67;0.5;9;13;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;79;72;4;9;-21;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;48;120;0.5;9;31;72;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;128;133;4;9;-80;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;109;113;0.5;9;19;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;164;177;0.5;9;-55;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;174;42;0.5;9;-10;48;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;47;63;0.5;9;-53;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;68;72;0.5;9;-21;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;62;60;0.5;9;6;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;10;3;0.5;9;52;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;26;56;0.5;9;-16;30;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;9;12;4;9;17;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;128;113;0.5;9;61;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;114;95;0.5;9;14;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;2;5;4;9;-68;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;159;65;0.5;9;23;86;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;160;9;0.5;9;-1;29;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;141;139;4;9;19;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;88;89;4;9;53;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;15;27;4;9;73;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;92;88;4;9;-77;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;166;11;0.5;9;-74;25;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;76;87;0.5;9;90;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;72;59;4;9;4;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;119;126;4;9;-47;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;150;153;0.5;9;-31;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;153;153;0.5;9;-3;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;3;173;0.5;9;-30;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;2;130;0.5;9;1;-52;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;50;31;4;9;-48;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;67;54;4;9;-17;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;146;125;0.5;9;-79;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;108;107;4;9;38;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;44;46;0.5;9;64;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;100;130;0.5;9;-56;30;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;59;46;4;9;41;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;7;177;0.5;9;52;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;25;2;0.5;9;-18;-23;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;60;59;0.5;9;-35;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;8;170;4;9;52;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;169;38;0.5;9;19;49;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;79;148;4;9;90;69;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;120;124;4;9;-41;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;145;133;0.5;9;-25;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;45;45;0.5;9;-80;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
15;84;94;4;9;-39;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
