Orientation,Phase,DotCoherence,DotRandomWalk,DotSpeed,MatchOri,MatchStart,MatchEnd,Response,trialN,V11,mod_date,situation,fname,folder,dotCoherenceConditions.1,dotCoherenceConditions.2,dotCoherenceConditions.3,dotCoherenceConditionsMain,dotCoherenceConditionsTraining.1,dotCoherenceConditionsTraining.2,dotCoherenceConditionsTraining.3,dotSpeedConditions,dotType,dotOrtGabor,dotsDirSD,dotContr,dotRandomWalkConditions,dotDensity,dotLifeLimit,dotLifeSD,dotLifeRange,dotUseRange,dotContrTextures,dotCounterBalanceSNTextures,dotSD,dotSize,dotSF,dotRandomColors,dotN,dotSpeed,dotRandomWalk,dotCoherence,dotSpeedPix,dotCoherenceConditions,dotCoherenceConditionsTraining,exp_date,subject_id,run,Orientation_sin,Orientation_cos,Response_sin,Response_cos,MatchOri_sin,MatchOri_cos,error,abs_error,prevAbsError,prevOri,prevDotSpeed,DotSpeedf,prevDotSpeedf,ori_shift,ori_response_shift,totN,DotRandomWalkf,DotCoherencef,prevCoherencef,prevCoherence,dir_error,n_speeds,blunt_error,dist_to_nearest_cardinal,resp_dist_to_nearest_cardinal,OrientationG,Ori_2_Card,OrientationG_180,Ori_2_Card_180,error_180,abs_error_180,response_plus_180,Ori_recoded,Response_recoded,ori_stocker,speed_diff,coh_diff,prevOri_recoded
87.005,,0.18,0,7,138.393,0.700265,2.8771,92.462,5,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,-0.998634098125837,0.0522488091768279,-0.999076931328531,-0.0429567839481287,-0.664017568468784,-0.747716971029014,5.45699999999997,5.45699999999997,6.66799999999992,7.85199999999995,7,7,7,79.1530000000001,85.821,18,Fixed,0.18,0.18,0.18,5.45699999999997,1,FALSE,-2.99499999999998,2.46199999999999,90,-2.99499999999998,90,-2.99499999999998,5.45699999999997,5.45699999999997,272.462,87.005,92.462,0.0522488091768278,7->7,0.18->0.18,7.85199999999995
-15.8253,,0.18,0,7,48.533,0.631965,4.16038,-12.6941,6,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.272705105446175,0.962097669399313,0.219745748077843,0.975557177310335,-0.749337238293501,0.662188570806435,3.13120000000001,3.13120000000001,5.45699999999997,87.005,7,7,7,-102.8303,-108.2873,18,Fixed,0.18,0.18,0.18,-3.13120000000001,1,FALSE,-15.8253,-12.6941,0,-15.8253,0,-15.8253,3.13119999999999,3.13119999999999,167.3059,-15.8253,-12.6941,0.962097669399313,7->7,0.18->0.18,87.005
-54.029,,0.18,0,7,38.887,0.732448,1.40813,-53.1613,7,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.809314395584413,0.587375696722154,0.800326582374355,0.599564309765837,-0.627786463717779,0.778385608790865,0.867700000000014,0.867700000000014,3.13120000000001,-15.8253,7,7,7,-38.2037,-41.3349,18,Fixed,0.18,0.18,0.18,-0.867700000000014,1,FALSE,35.971,36.8387,-90,35.971,90,35.971,0.867699999999999,0.867699999999999,126.8387,-54.029,-53.1613,0.587375696722154,7->7,0.18->0.18,-15.8253
48.4250000000001,,0.18,0,7,173.845,0.657254,3.29672,54.421,8,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,-0.748087711764267,0.663599860991022,-0.81331406563988,0.581824914069799,-0.107218518135338,-0.994235479838083,5.99599999999998,5.99599999999998,0.867700000000014,-54.029,7,7,7,102.454,101.5863,18,Fixed,0.18,0.18,0.18,5.99599999999998,1,FALSE,-41.575,-35.579,90,-41.575,90,-41.575,5.99599999999998,5.99599999999998,234.421,48.4250000000001,54.421,0.663599860991022,7->7,0.18->0.18,-54.029
-164.608,,0.18,0,7,3.42000000000006,0.772831,2.30593,-167.075,9,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.265421501785812,-0.964132473465013,0.223675414552103,-0.97466369016443,-0.0596548213901717,0.998219065278212,-2.46699999999998,2.46699999999998,5.99599999999998,48.4250000000001,7,7,7,146.967,140.971,18,Fixed,0.18,0.18,0.18,-2.46699999999998,1,FALSE,15.392,12.925,-180,15.392,0,15.392,-2.46699999999998,-2.46699999999998,12.925,-164.608,-167.075,0.964132473465013,7->7,0.18->0.18,48.4250000000001
-94.4829,,0.18,0,7,74.117,0.776561,2.32151,-96.1462,10,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.996940705552763,-0.0781615609616314,0.994251935693436,-0.107065813263882,-0.961822552551343,0.273673852246827,-1.66329999999999,1.66329999999999,2.46699999999998,-164.608,7,7,7,70.1251,72.5921,18,Fixed,0.18,0.18,0.18,-1.66329999999999,1,FALSE,-4.48289999999999,-6.14619999999999,-90,-4.48289999999997,90,-4.48289999999997,-1.66330000000001,-1.66330000000001,83.8538,-94.4829,-96.1462,0.0781615609616314,7->7,0.18->0.18,-164.608
-23.6033,,0.18,0,7,93.345,0.621004,1.78894,-23.0285,11,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.400401810597182,0.916339669593376,0.391188956585461,0.920310382558829,-0.998296298023928,-0.0583481049539757,0.57480000000001,0.57480000000001,1.66329999999999,-94.4829,7,7,7,70.8796,72.5429,18,Fixed,0.18,0.18,0.18,0.57480000000001,1,FALSE,-23.6033,-23.0285,0,-23.6033,0,-23.6033,0.574799999999996,0.574799999999996,156.9715,-23.6033,-23.0285,0.916339669593376,7->7,0.18->0.18,-94.4829
-107.171,,0.18,0,7,147.595,0.652857,1.38608,-102.654,12,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.955427911046638,-0.295224502358897,0.975710733371779,-0.219062924254891,-0.535900474449958,-0.844281162578148,4.517,4.517,0.57480000000001,-23.6033,7,7,7,-83.5677,-84.1425,18,Fixed,0.18,0.18,0.18,-4.517,1,FALSE,-17.171,-12.654,-90,-17.171,90,-17.171,4.51699999999998,4.51699999999998,77.346,-107.171,-102.654,0.295224502358897,7->7,0.18->0.18,-23.6033
120.695,,0.18,0,7,-104.176,0.893033,2.4687,106.862,13,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,-0.859896821597194,-0.510467879701597,-0.957006174603855,-0.2900675469095,0.969548018960385,-0.244901284051334,-13.833,13.833,4.517,-107.171,7,7,7,-132.134,-136.651,18,Fixed,0.18,0.18,0.18,13.833,1,FALSE,30.695,16.862,90,30.695,90,30.695,-13.833,-13.833,286.862,120.695,106.862,0.510467879701597,7->7,0.18->0.18,-107.171
112.25,,0.18,0,7,-168.79,0.673205,2.81728,102.767,14,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,-0.925540504017566,-0.378648617352433,-0.975276795330458,-0.220986815194825,0.194405557233497,-0.98092124011907,-9.48300000000003,9.48300000000003,13.833,120.695,7,7,7,-8.44499999999999,5.38800000000001,18,Fixed,0.18,0.18,0.18,9.48300000000003,1,FALSE,22.25,12.767,90,22.25,90,22.25,-9.48300000000003,-9.48300000000003,282.767,112.25,102.767,0.378648617352433,7->7,0.18->0.18,120.695
177.473,,0.18,0,7,169.387,0.40526,2.16614,-179.656,15,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,-0.0440901728877429,-0.999027555503215,0.00600389655609183,-0.999981976450648,-0.184174366832167,-0.982893586611476,2.87099999999992,2.87099999999992,9.48300000000003,112.25,7,7,7,65.2230000000001,74.7060000000001,18,Fixed,0.18,0.18,0.18,2.87099999999992,1,FALSE,-2.52699999999993,0.343999999999994,-180,-2.52699999999993,0,-2.52699999999993,2.87099999999992,2.87099999999992,0.343999999999994,-182.527,-179.656,0.999027555503215,7->7,0.18->0.18,112.25
-128.034,,0.18,0,7,19.374,1.50562,2.8486,5.36100000000002,16,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.787645274010054,-0.616128981893911,-0.0934306340361591,0.995625791461632,-0.33173307683388,0.943373290767937,133.395,133.395,2.87099999999992,177.473,7,7,7,54.4929999999999,51.622,18,Fixed,0.18,0.18,0.18,133.395,1,TRUE,-38.034,5.36100000000002,-90,-38.034,90,-38.034,-46.605,-46.605,185.361,-128.034,5.36100000000002,0.616128981893911,7->7,0.18->0.18,-182.527
146.104,,0.18,0,7,-173.077,0.631031,2.43061,137.563,17,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,-0.557687161831718,-0.830051221026801,-0.674779120603068,-0.738019741198127,0.120535347483033,-0.992709035925001,-8.54099999999997,8.54099999999997,133.395,-128.034,7,7,7,-85.862,140.743,18,Fixed,0.18,0.18,0.18,8.54099999999997,1,FALSE,-33.896,-42.437,-180,-33.896,0,-33.896,-8.54099999999997,-8.54099999999997,317.563,-213.896,-222.437,0.830051221026801,7->7,0.18->0.18,-128.034
-66.1288,,0.18,0,7,52.5640000000001,1.04997,2.8295,-85.5569,18,,2019-04-10T13:53:19Z,BLab2,d100419S26_run017.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-04-10,26,17,0.914457486100363,0.404681981455815,0.996994759251586,0.0774690262290154,-0.794032838254165,0.607874865226418,-19.4281,19.4281,8.54099999999997,146.104,7,7,7,147.7672,156.3082,18,Fixed,0.18,0.18,0.18,-19.4281,1,FALSE,23.8712,4.44309999999999,-90,23.8712,90,23.8712,-19.4281,-19.4281,94.4431,-66.1288,-85.5569,0.404681981455815,7->7,0.18->0.18,-213.896
170.543,,0.18,0,7,-10.5445,0.647582,2.28086,-4.41332,1,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.164307360411846,-0.986409190607271,0.0769508187380754,0.997034889808546,0.182999136532231,0.983113073877292,-174.95632,174.95632,,,,7,,,,18,Fixed,0.18,,,,1,TRUE,-9.45699999999999,-4.41332,-180,-9.45699999999999,0,-9.45699999999999,5.04368,5.04368,175.58668,-189.457,-4.41332,0.986409190607271,,,
-10.5702,,0.18,0,7,44.548,0.587868,2.01967,67.267,2,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.183440093101533,0.983030890787721,-0.922315670528128,0.386437322082443,-0.7015065495664,0.712663006557408,77.8372,77.8372,174.95632,170.543,7,7,7,178.8868,-6.15688,18,Fixed,0.18,0.18,0.18,77.8372,1,FALSE,-10.5702,-22.733,0,-10.5702,0,-10.5702,77.8372,77.8372,247.267,-10.5702,67.267,0.983030890787721,7->7,0.18->0.18,-189.457
-54.5814,,0.18,0,7,-85.0277,0.71196,2.49512,178.31,3,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.814939700014765,0.579545757761926,-0.029491787527855,-0.99956502263155,0.996236717654304,0.086674116074977,-127.1086,127.1086,77.8372,-10.5702,7,7,7,-44.0112,-121.8484,18,Fixed,0.18,0.18,0.18,127.1086,1,TRUE,35.4186,-1.69,-90,35.4186,90,35.4186,52.8914,52.8914,358.31,-54.5814,-181.69,0.579545757761926,7->7,0.18->0.18,-10.5702
96.107,,0.18,0,7,-32.3405,,,-32.3405,4,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.994324954106917,-0.106385551839888,0.534949696228105,0.844883910667885,0.534949696228105,0.844883910667885,-128.4475,128.4475,127.1086,-54.5814,7,7,7,150.6884,-82.203,18,Fixed,0.18,0.18,0.18,-128.4475,1,TRUE,6.10700000000003,-32.3405,90,6.10700000000003,90,6.10700000000003,51.5525,51.5525,147.6595,96.107,-32.3405,0.106385551839888,7->7,0.18->0.18,-54.5814
128.424,,0.18,0,7,0.601000000000012,0.542671,2.07585,128.744,5,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.783433202806391,-0.621475998523291,-0.779950025369298,-0.625841799440108,-0.010489236450195,0.9999449864461,0.319999999999993,0.319999999999993,128.4475,96.107,7,7,7,32.317,160.7645,18,Fixed,0.18,0.18,0.18,0.319999999999993,1,FALSE,38.424,38.744,90,38.424,90,38.424,0.319999999999993,0.319999999999993,308.744,128.424,128.744,0.621475998523291,7->7,0.18->0.18,96.107
-69.0528,,0.18,0,7,-49.5852,1.05814,3.79596,120.66,6,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.933910278235231,0.357507471539539,-0.860208488222757,-0.509942503415355,0.761370867104312,0.648316591431091,-170.2872,170.2872,0.319999999999993,128.424,7,7,7,162.5232,162.2032,18,Fixed,0.18,0.18,0.18,-170.2872,1,TRUE,20.9472,30.66,-90,20.9472,90,20.9472,9.71280000000002,9.71280000000002,300.66,-69.0528,120.66,0.357507471539539,7->7,0.18->0.18,128.424
43.771,,0.18,0,7,-20.5687,0.464216,1.04804,48.565,7,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.691777769548946,0.722110460773064,-0.749706957271104,0.661769958686025,0.351330237786012,0.936251602945076,4.79399999999998,4.79399999999998,170.2872,-69.0528,7,7,7,112.8238,-76.889,18,Fixed,0.18,0.18,0.18,4.79399999999998,1,FALSE,43.771,-41.435,0,43.771,0,43.771,4.794,4.794,228.565,43.771,48.565,0.722110460773064,7->7,0.18->0.18,-69.0528
38.15,,0.18,0,7,-82.2164,0.660239,2.15574,52.392,8,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.61772237046038,0.786396257005849,-0.792204443296219,0.610255782456609,0.990786646295775,0.135431981163874,14.242,14.242,4.79399999999998,43.771,7,7,7,-5.62100000000004,-10.415,18,Fixed,0.18,0.18,0.18,-14.242,1,FALSE,38.15,-37.608,0,38.15,0,38.15,14.242,14.242,232.392,38.15,52.392,0.78639625700585,7->7,0.18->0.18,43.771
-142.613,,0.18,0,7,67.678,0.888414,1.77624,49.076,9,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.607195577131069,-0.79455240929247,-0.755579145674057,0.65505736742858,-0.925063949479577,0.379811386576609,-168.311,168.311,14.242,38.15,7,7,7,179.237,164.995,18,Fixed,0.18,0.18,0.18,-168.311,1,TRUE,37.387,-40.924,-180,37.387,0,37.387,11.689,11.689,229.076,-142.613,49.076,0.79455240929247,7->7,0.18->0.18,38.15
16.764,,0.18,0,7,-28.0718,0.537142,1.40403,11.871,10,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.288430238351344,0.957500912586817,-0.205708891101787,0.978613229075549,0.470577656472898,0.882358583133,-4.893,4.893,168.311,-142.613,7,7,7,159.377,-32.312,18,Fixed,0.18,0.18,0.18,-4.893,1,FALSE,16.764,11.871,0,16.764,0,16.764,-4.893,-4.893,191.871,16.764,11.871,0.957500912586817,7->7,0.18->0.18,-142.613
-123.637,,0.18,0,7,-52.359,0.536905,1.11955,14.359,11,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.832563702392297,-0.553929310886173,-0.24799671997682,0.968760871877441,0.791852829818765,0.610711958215994,137.996,137.996,4.893,16.764,7,7,7,-140.401,-135.508,18,Fixed,0.18,0.18,0.18,-137.996,1,TRUE,-33.637,14.359,-90,-33.637,90,-33.637,-42.004,-42.004,194.359,-123.637,14.359,0.553929310886174,7->7,0.18->0.18,16.764
-171.894,,0.18,0,7,-103.178,0.634946,3.54026,-172.737,12,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.141004906199814,-0.990008897145668,0.1264240446689,-0.99197629050777,0.973666511541017,-0.227977025823978,-0.842999999999961,0.842999999999961,137.996,-123.637,7,7,7,-48.257,173.747,18,Fixed,0.18,0.18,0.18,0.842999999999961,1,FALSE,8.106,7.26300000000003,-180,8.106,0,8.106,-0.842999999999961,-0.842999999999961,7.26300000000003,-171.894,-172.737,0.990008897145668,7->7,0.18->0.18,-123.637
152.162,,0.18,0,7,60.071,0.704477,2.04014,150.843,13,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.466973214042394,-0.884271461355005,-0.48720440114223,-0.873287965969783,-0.866644330586319,0.498926451756761,-1.31900000000002,1.31900000000002,0.842999999999961,-171.894,7,7,7,-35.944,-35.101,18,Fixed,0.18,0.18,0.18,1.31900000000002,1,FALSE,-27.838,-29.157,-180,-27.838,0,-27.838,-1.31900000000002,-1.31900000000002,330.843,-207.838,-209.157,0.884271461355005,7->7,0.18->0.18,-171.894
70.612,,0.18,0,7,132.371,0.49929,0.882322,159.281,14,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.943292204924687,0.331963576508511,-0.353785029326124,-0.93532676270099,-0.738796541129073,-0.673928535392083,88.669,88.669,1.31900000000002,152.162,7,7,7,-81.55,-80.231,18,Fixed,0.18,0.18,0.18,-88.669,1,FALSE,-19.388,-20.719,90,-19.388,90,-19.388,88.669,88.669,339.281,70.612,-200.719,0.331963576508511,7->7,0.18->0.18,-207.838
-32.9709,,0.18,0,7,34.677,1.28124,1.73645,-5.99734,15,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.544213011711652,0.838947076926628,0.10448229172208,0.99452674710965,-0.568949447801956,0.822372498230485,26.97356,26.97356,88.669,70.612,7,7,7,-103.5829,167.7481,18,Fixed,0.18,0.18,0.18,-26.97356,1,FALSE,-32.9709,-5.99734,0,-32.9709,0,-32.9709,26.97356,26.97356,174.00266,-32.9709,-5.99734,0.838947076926628,7->7,0.18->0.18,70.612
109.02,,0.18,0,7,-126.55,0.701142,2.46326,111.322,16,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,-0.945404873272641,-0.325898182861368,-0.931551680447467,-0.36360894743598,0.803337473792382,-0.595524057617216,2.30199999999996,2.30199999999996,26.97356,-32.9709,7,7,7,141.9909,115.01734,18,Fixed,0.18,0.18,0.18,2.30199999999996,1,FALSE,19.02,21.322,90,19.02,90,19.0200000000001,2.30199999999998,2.30199999999998,291.322,109.02,111.322,0.325898182861368,7->7,0.18->0.18,-32.9709
-108.288,,0.18,0,7,17.427,0.212322,1.06261,168.222,17,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.949491219244389,-0.313793601875187,-0.204120178680871,-0.978945837447246,-0.299490434196908,0.954099302915869,-83.49,83.49,2.30199999999996,109.02,7,7,7,142.692,140.39,18,Fixed,0.18,0.18,0.18,-83.49,1,FALSE,-18.288,-11.778,-90,-18.288,90,-18.288,-83.49,-83.49,348.222,-108.288,-191.778,0.313793601875187,7->7,0.18->0.18,109.02
-88.7417,,0.18,0,7,-13.2623,0.516841,2.71664,157.861,18,,2019-02-11T12:48:52Z,BLab2,d110219S11_run001.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,1,0.999758856434841,0.0219597126597654,-0.376854843967659,-0.926272328517975,0.229409346316442,0.973330032323396,-113.3973,113.3973,83.49,-108.288,7,7,7,19.5463,103.0363,18,Fixed,0.18,0.18,0.18,-113.3973,1,TRUE,1.25830000000001,-22.139,-90,1.25830000000002,90,1.25830000000002,66.6027,66.6027,337.861,-88.7417,-202.139,0.0219597126597653,7->7,0.18->0.18,-108.288
-77.8423,,0.18,0,7,81.304,0.599386,1.83189,10.832,1,,2019-02-11T12:54:16Z,BLab2,d110219S11_run002.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,2,0.9775716435628,0.210603137920415,-0.187929898027661,0.982182444063888,-0.988504444397146,0.15119180998682,88.6743,88.6743,,,,7,,,,18,Fixed,0.18,,,,1,FALSE,12.1577,10.832,-90,12.1577,90,12.1577,88.6743,88.6743,190.832,-77.8423,10.832,0.210603137920415,,,
-42.2028,,0.18,0,7,22.123,0.67994,0.947367,9.044,2,,2019-02-11T12:54:16Z,BLab2,d110219S11_run002.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,2,0.671756791062968,0.740771768941544,-0.157192909033089,0.987567916322576,-0.376596165246619,0.926377530125565,51.2468,51.2468,88.6743,-77.8423,7,7,7,35.6395,-53.0348,18,Fixed,0.18,0.18,0.18,51.2468,1,FALSE,-42.2028,9.044,0,-42.2028,0,-42.2028,51.2468,51.2468,189.044,-42.2028,9.044,0.740771768941544,7->7,0.18->0.18,-77.8423
-19.8743,,0.18,0,7,-22.0567,0.461959,2.14513,179.04,3,,2019-02-11T12:54:16Z,BLab2,d110219S11_run002.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,2,0.339957750105605,0.940440709530981,-0.0167543768689815,-0.99985963557678,0.375523952543496,0.926812689310041,-161.0857,161.0857,51.2468,-42.2028,7,7,7,22.3285,-28.9183,18,Fixed,0.18,0.18,0.18,-161.0857,1,TRUE,-19.8743,-0.960000000000008,0,-19.8743,0,-19.8743,18.9143,18.9143,359.04,-19.8743,-180.96,0.940440709530981,7->7,0.18->0.18,-42.2028
64.725,,0.18,0,7,141.433,0.014179,0.651858,57.963,4,,2019-02-11T12:54:16Z,BLab2,d110219S11_run002.dat,PilotData,,,,18,80,50,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-02-11,11,2,-0.904268933637594,0.426963342288222,-0.847705712423747,0.530466799266597,-0.623429369776285,-0.781879671624953,-6.762,6.762,161.0857,-19.8743,7,7,7,84.5993,-114.315,18,Fixed,0.18,0.18,0.18,-6.762,1,FALSE,-25.275,-32.037,90,-25.275,90,-25.275,-6.76200000000002,-6.76200000000002,237.963,64.725,57.963,0.426963342288222,7->7,0.18->0.18,-19.8743
