trial,file,orientation,response,separations,error
11,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,76,75,-75,1
12,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,39,56,-37,-17
13,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-9,-8,-48,-1
14,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-57,-61,-48,4
15,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,22,27,79,-5
16,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-32,-35,-54,3
17,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-7,-12,25,5
18,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-75,-76,-68,1
19,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-39,-40,36,1
20,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,42,58,81,-16
21,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,20,34,-22,-14
22,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-24,-20,-44,-4
23,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,42,52,66,-10
24,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,66,60,24,6
25,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,79,71,13,8
26,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-82,-86,19,4
27,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-70,-77,12,7
28,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-30,-35,40,5
29,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-29,-30,1,1
30,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-41,-32,-12,-9
31,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,65,73,-74,-8
32,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-70,-69,45,-1
33,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-55,-65,15,10
34,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-28,-25,27,-3
35,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,23,24,51,-1
36,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,15,26,-8,-11
37,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-87,-86,78,-1
38,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-58,-69,29,11
39,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-43,-50,15,7
40,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-26,-25,17,-1
41,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-17,-19,9,2
42,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-61,-67,-44,6
43,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,40,46,-79,-6
44,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-39,-50,-79,11
45,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-51,-47,-12,-4
46,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-14,-8,37,-6
47,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-66,-66,-52,0
48,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,30,25,-84,5
49,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-53,-59,-83,6
50,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,15,21,68,-6
51,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-86,87,79,7
52,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-37,-23,49,-14
53,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,64,71,-79,-7
54,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,81,75,17,6
55,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,72,71,-9,1
56,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-61,-65,47,4
57,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-84,-78,-23,-6
58,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-85,-79,-1,-6
59,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,22,28,-73,-6
60,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-11,-13,-33,2
61,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-8,-8,3,0
62,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-67,-73,-59,6
63,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-71,-74,-4,3
64,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-12,-13,59,1
65,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,50,71,62,-21
66,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,11,24,-39,-13
67,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-6,-4,-17,-2
68,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,38,63,44,-25
69,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,51,64,13,-13
70,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-55,-66,74,11
71,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-17,-18,38,1
72,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-18,-14,-1,-4
73,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-30,-30,-12,0
74,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-18,-21,12,3
75,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-44,-35,-26,-9
76,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-51,-55,-7,4
77,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,23,18,74,5
78,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-82,-79,75,-3
79,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,88,-86,-10,-6
80,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-44,-55,48,11
81,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-27,-36,17,9
82,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-8,-29,19,21
83,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-79,-80,-71,1
84,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-78,-84,1,6
85,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-10,-12,68,2
86,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,14,16,24,-2
87,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-72,-76,-86,4
88,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-88,-83,-16,-5
89,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,39,52,-53,-13
90,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,34,53,-5,-19
91,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,18,26,-16,-8
92,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-76,-75,86,-1
93,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-26,-19,50,-7
94,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-80,-78,-54,-2
95,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-54,-66,26,12
96,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-4,-11,50,7
97,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-44,-47,-40,3
98,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-15,-21,29,6
99,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,49,61,64,-12
100,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-87,87,44,6
101,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,7,13,-86,-6
102,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,-31,-18,-38,-13
103,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,0,2,31,-2
104,C:\Users\admin\Box\desktop\deidentified\S1_left_4.txt,62,70,62,-8
1,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-50,-51,-57,1
2,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-81,-83,-31,2
3,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,33,27,-66,6
4,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,33,27,0,6
5,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,79,77,46,2
6,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-20,-24,81,4
7,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,4,8,24,-4
8,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,60,67,56,-7
9,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-83,-84,37,1
10,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-80,-79,3,-1
11,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,6,9,86,-3
12,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,31,22,25,9
13,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-88,-79,61,-9
14,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-20,-19,68,-1
15,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-77,-75,-57,-2
16,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-14,-26,63,12
17,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,34,34,48,0
18,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,17,36,-17,-19
19,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,78,71,61,7
20,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,63,68,-15,-5
21,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,5,-1,-58,6
22,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-73,-71,-78,-2
23,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,28,30,-79,-2
24,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-15,-17,-43,2
25,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,37,23,52,14
26,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,74,72,37,2
27,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,48,51,-26,-3
28,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-42,-60,-90,18
29,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-81,-69,-39,-12
30,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,43,35,-56,8
31,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-30,-17,-73,-13
32,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,24,17,54,7
33,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,47,23,23,24
34,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,89,77,42,12
35,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-24,-22,67,-2
36,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-45,-30,-21,-15
37,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,87,82,-48,5
38,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,41,46,-46,-5
39,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,46,46,5,0
40,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,28,33,-18,-5
41,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-76,-66,76,-10
42,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,24,23,-80,1
43,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,70,81,46,-11
44,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-40,-20,70,-20
45,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-11,-13,29,2
46,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,48,27,59,21
47,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-4,-13,-52,9
48,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-47,-38,-43,-9
49,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-40,-40,7,0
50,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-25,-25,15,0
51,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-60,-60,-35,0
52,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-2,-2,58,0
53,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,72,76,74,-4
54,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,74,75,2,-1
55,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-79,-73,27,-6
56,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,73,72,-28,1
57,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,1,9,-72,-8
58,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,3,1,2,2
59,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-32,-25,-35,-7
60,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,88,-75,-60,-17
61,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-1,-7,-89,6
62,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-42,-21,-41,-21
63,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-73,-70,-31,-3
64,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,81,70,-26,11
65,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-76,-70,23,-6
66,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,1,-5,77,6
67,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-20,-14,-21,-6
68,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-40,-29,-20,-11
69,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,75,69,-65,6
70,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,6,11,-69,-5
71,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-6,-6,-12,0
72,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,80,70,86,10
73,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-80,-75,20,-5
74,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,48,35,-52,13
75,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,49,40,1,9
76,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,60,58,11,2
77,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-67,-69,53,2
78,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-87,-73,-20,-14
79,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,34,36,-59,-2
80,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,67,51,33,16
81,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,24,24,-43,0
82,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,43,31,19,12
83,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,41,29,-2,12
84,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,90,-83,49,-7
85,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,70,68,-20,2
86,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-48,-45,62,-3
87,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-34,-40,14,6
88,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-26,-26,8,0
89,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,3,-5,29,8
90,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,17,9,14,8
91,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,63,65,46,-2
92,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-15,-14,-78,-1
93,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,62,66,77,-4
94,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-41,-42,77,1
95,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-15,-24,26,9
96,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,7,10,22,-3
97,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-5,-10,-12,5
98,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-38,-21,-33,-17
99,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-57,-76,-19,19
100,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-62,-73,-5,11
101,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,13,16,75,-3
102,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,55,39,42,16
103,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,-84,-69,41,-15
104,C:\Users\admin\Box\desktop\deidentified\S1_right_1.txt,7,10,-89,-3
1,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-75,-71,51,-4
2,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,40,33,-65,7
3,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,49,46,9,3
4,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-40,-52,-89,12
5,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,3,24,43,-21
6,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,75,71,72,4
7,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-50,-55,55,5
8,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,3,6,53,-3
9,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,21,8,18,13
10,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,3,10,-18,-7
11,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,27,21,24,6
12,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-51,-44,-78,-7
13,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,4,1,55,3
14,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-35,-46,-39,11
15,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,50,37,85,13
16,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-11,-24,-61,13
17,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-77,-76,-66,-1
18,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,68,69,-35,-1
19,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,48,42,-20,6
20,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,51,54,3,-3
21,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-47,-58,82,11
22,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-64,-58,-17,-6
23,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,54,44,-62,10
24,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,68,66,14,2
25,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,37,43,-31,-6
26,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-54,-51,89,-3
27,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,0,-5,54,5
28,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-1,-6,-1,5
29,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-85,-78,-84,-7
30,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-52,-69,33,17
31,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-23,-50,29,27
32,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-3,-9,20,6
33,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-22,-20,-19,-2
34,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,9,18,31,-9
35,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,56,61,47,-5
36,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-68,-68,56,0
37,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-80,-69,-12,-11
38,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-37,-55,43,18
39,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-58,-63,-21,5
40,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,15,24,73,-9
41,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-32,-35,-47,3
42,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,37,37,69,0
43,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-46,-42,-83,-4
44,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,47,50,-87,-3
45,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-7,-7,-54,0
46,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-19,-16,-12,-3
47,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,15,14,34,1
48,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-2,9,-17,-11
49,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-14,-19,-12,5
50,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,19,19,33,0
51,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-75,-69,86,-6
52,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-35,-63,40,28
53,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-29,-39,6,10
54,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-43,-42,-14,-1
55,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,7,12,50,-5
56,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,39,30,32,9
57,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-63,-62,78,-1
58,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-70,-63,-7,-7
59,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,54,57,-56,-3
60,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-5,-6,-59,1
61,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,5,-4,10,9
62,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,11,9,6,2
63,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,83,76,72,7
64,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-13,-16,84,3
65,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,88,75,-79,13
66,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,4,12,-84,-8
67,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-73,-72,-77,-1
68,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-54,-66,19,12
69,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,1,8,55,-7
70,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,68,60,67,8
71,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-34,-39,78,5
72,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-37,-32,-3,-5
73,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-3,-10,34,7
74,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-36,-31,-33,-5
75,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,25,23,61,2
76,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-5,-8,-30,3
77,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,55,63,60,-8
78,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,33,41,-22,-8
79,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,80,71,47,9
80,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,24,30,-56,-6
81,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,11,25,-13,-14
82,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,7,7,-4,0
83,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,46,64,39,-18
84,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-36,-36,-82,0
85,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,87,80,-57,7
86,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-74,-80,19,6
87,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-10,-15,64,5
88,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-84,-77,-74,-7
89,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-50,-74,34,24
90,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-74,-76,-24,2
91,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,33,27,-73,6
92,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,61,52,28,9
93,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-74,-60,45,-14
94,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,44,55,-62,-11
95,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,70,56,26,14
96,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-65,-69,45,4
97,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,26,25,-89,1
98,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,65,66,39,-1
99,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,82,69,17,13
100,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,13,18,-69,-5
101,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,73,72,60,1
102,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,-5,5,-78,-10
103,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,45,60,50,-15
104,C:\Users\admin\Box\desktop\deidentified\S1_right_2.txt,54,48,9,6
1,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,41,40,36,1
2,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,52,53,11,-1
3,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,22,21,-30,1
4,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,-31,-29,-53,-2
5,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,-38,-38,-7,0
6,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,40,40,78,0
7,C:\Users\admin\Box\desktop\deidentified\S1_right_3.txt,-1,-12,-41,11
