trial,file,orientation,response,separations,error
84,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-15,-17,78,2
85,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-52,-38,-37,-14
86,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-47,-46,5,-1
87,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,39,54,86,-15
88,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-49,-53,-88,4
89,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-73,-78,-24,5
90,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,90,-82,-17,-8
91,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-70,-73,20,3
92,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-10,-13,60,3
93,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-30,-15,-20,-15
94,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,85,87,-65,-2
95,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-84,-85,11,1
96,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,76,87,-20,-11
97,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-87,-87,17,0
98,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,40,58,-53,-18
99,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-43,-44,-83,1
100,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,27,30,70,-3
101,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-70,-64,83,-6
102,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,63,66,-47,-3
103,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,90,-90,27,0
104,C:\Users\admin\Box\desktop\deidentified\S2_right_3.txt,-35,-30,55,-5
1,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-75,-67,51,-8
2,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,40,54,-65,-14
3,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,49,49,9,0
4,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-40,-35,-89,-5
5,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,3,13,43,-10
6,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,75,84,72,-9
7,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-50,-50,55,0
8,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,3,0,53,3
9,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,21,13,18,8
10,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,3,12,-18,-9
11,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,27,25,24,2
12,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-51,-47,-78,-4
13,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,4,10,55,-6
14,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-35,-36,-39,1
15,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,50,61,85,-11
16,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-11,-17,-61,6
17,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-77,-72,-66,-5
18,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,68,74,-35,-6
19,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,48,48,-20,0
20,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,51,60,3,-9
21,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-47,-55,82,8
22,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-64,-54,-17,-10
23,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,54,61,-62,-7
24,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,68,68,14,0
25,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,37,37,-31,0
26,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-54,-53,89,-1
27,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,0,3,54,-3
28,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-1,0,-1,-1
29,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-85,-83,-84,-2
30,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-52,-60,33,8
31,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-23,-34,29,11
32,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-3,-8,20,5
33,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-22,-14,-19,-8
34,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,9,11,31,-2
35,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,56,70,47,-14
36,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-68,-66,56,-2
37,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-80,-73,-12,-7
38,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-37,-49,43,12
39,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-58,-60,-21,2
40,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,15,20,73,-5
41,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-32,-33,-47,1
42,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,37,29,69,8
43,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-46,-39,-83,-7
44,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,47,57,-87,-10
45,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-7,-9,-54,2
46,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-19,-13,-12,-6
47,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,15,14,34,1
48,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-2,4,-17,-6
49,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-14,-11,-12,-3
50,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,19,15,33,4
51,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-75,-73,86,-2
52,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-35,-51,40,16
53,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-29,-54,6,25
54,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-43,-47,-14,4
55,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,7,7,50,0
56,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,39,46,32,-7
57,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-63,-65,78,2
58,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-70,-67,-7,-3
59,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,54,68,-56,-14
60,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-5,-11,-59,6
61,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,5,1,10,4
62,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,11,10,6,1
63,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,83,85,72,-2
64,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-13,-9,84,-4
65,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,88,87,-79,1
66,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,4,18,-84,-14
67,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-73,-77,-77,4
68,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-54,-64,19,10
69,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,1,-4,55,5
70,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,68,69,67,-1
71,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-34,-40,78,6
72,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-37,-45,-3,8
73,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-3,-7,34,4
74,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-36,-36,-33,0
75,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,25,29,61,-4
76,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-5,0,-30,-5
77,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,55,65,60,-10
78,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,33,52,-22,-19
79,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,80,86,47,-6
80,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,24,20,-56,4
81,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,11,17,-13,-6
82,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,7,13,-4,-6
83,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,46,57,39,-11
84,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-36,-46,-82,10
85,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,87,-90,-57,-3
86,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-74,-82,19,8
87,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-10,-20,64,10
88,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-84,-80,-74,-4
89,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-50,-67,34,17
90,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-74,-73,-24,-1
91,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,33,30,-73,3
92,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,61,66,28,-5
93,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-74,-66,45,-8
94,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,44,55,-62,-11
95,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,70,62,26,8
96,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-65,-66,45,1
97,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,26,23,-89,3
98,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,65,76,39,-11
99,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,82,81,17,1
100,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,13,19,-69,-6
101,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,73,75,60,-2
102,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,-5,-4,-78,-1
103,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,45,49,50,-4
104,C:\Users\admin\Box\desktop\deidentified\S2_right_4.txt,54,50,9,4
1,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,3,37,25,-34
2,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-14,-24,-17,10
3,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-87,-81,-73,-6
4,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,55,65,-38,-10
5,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-27,-36,-82,9
6,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-23,-36,4,13
7,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,25,44,48,-19
8,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-67,-64,88,-3
9,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,49,49,-64,0
10,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-27,-40,-76,13
11,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,34,42,61,-8
12,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,64,56,30,8
13,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,54,65,-10,-11
14,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,39,51,-15,-12
15,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-5,1,-44,-6
16,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-40,-37,-35,-3
17,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,62,70,-78,-8
18,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-30,-33,88,3
19,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-67,-48,-37,-19
20,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,75,71,-38,4
21,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-12,-1,-87,-11
22,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-7,-8,5,1
23,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,78,76,85,2
24,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-9,-11,-87,2
25,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,43,43,52,0
26,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-58,-56,79,-2
27,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-10,-9,48,-1
28,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-31,-27,-21,-4
29,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-26,-33,5,7
30,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-77,-77,-51,0
31,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-11,-5,66,-6
32,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-12,-11,-1,-1
33,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,50,37,62,13
34,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-22,-22,-72,0
35,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,0,14,22,-14
36,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-30,-36,-30,6
37,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-81,-76,-51,-5
38,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,37,42,-62,-5
39,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-82,-71,61,-11
40,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-17,-23,65,6
41,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,21,29,38,-8
42,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,23,34,2,-11
43,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,69,73,46,-4
44,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-68,-42,43,-26
45,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,64,60,-48,4
46,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,33,49,-31,-16
47,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,3,23,-30,-20
48,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,28,34,25,-6
49,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,57,57,29,0
50,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-33,-21,-90,-12
51,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-77,-71,-44,-6
52,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-61,-70,16,9
53,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-15,-62,46,47
54,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,52,54,67,-2
55,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,16,27,-36,-11
56,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,25,51,9,-26
57,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-66,-60,89,-6
58,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-72,-72,-6,0
59,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-2,-13,70,11
60,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,46,55,48,-9
61,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,55,62,9,-7
62,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,0,8,-55,-8
63,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-17,-19,-17,2
64,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,39,58,56,-19
65,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-72,-70,69,-2
66,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-46,-53,26,7
67,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,65,67,-69,-2
68,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,62,61,-3,1
69,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-69,-65,49,-4
70,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,50,66,-61,-16
71,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,20,31,-30,-11
72,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,17,20,-3,-3
73,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-33,-37,-50,4
74,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,18,13,51,5
75,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-88,-81,74,-7
76,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,66,76,-26,-10
77,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-1,11,-67,-12
78,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-61,-68,-60,7
79,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,81,73,-38,8
80,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-88,85,11,7
81,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-20,-26,68,6
82,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,56,65,76,-9
83,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-49,-47,75,-2
84,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-42,-47,7,5
85,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,47,57,89,-10
86,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-36,-39,-83,3
87,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-19,-29,17,10
88,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-84,-85,-65,1
89,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,66,71,-30,-5
90,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,44,47,-22,-3
91,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-21,-26,-65,5
92,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-35,-48,-14,13
93,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-15,-19,20,4
94,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-51,-53,-36,2
95,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,53,63,-76,-10
96,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,73,76,20,-3
97,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-87,-89,20,2
98,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,28,54,-65,-26
99,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-77,-78,75,1
100,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-79,-68,-2,-11
101,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-65,-59,14,-6
102,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-34,-51,31,17
103,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,90,87,-56,3
104,C:\Users\admin\Box\desktop\deidentified\S3_left_1.txt,-22,-29,68,7
1,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-66,-56,-37,-10
2,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,12,39,78,-27
3,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-59,-54,-71,-5
4,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,29,61,88,-32
5,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-45,-56,-74,11
6,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,46,60,-89,-14
7,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,33,44,-13,-11
8,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,59,71,26,-12
9,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-73,-66,48,-7
10,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,27,57,-80,-30
11,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-15,-29,-42,14
12,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-72,-65,-57,-7
13,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-71,-69,1,-2
14,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-58,-64,13,6
15,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-13,-19,45,6
16,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-60,-42,-47,-18
17,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,65,72,-55,-7
18,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,74,73,9,1
19,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,68,74,-6,-6
20,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-77,-78,35,1
21,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,33,50,-70,-17
22,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-2,20,-35,-22
23,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-1,4,1,-5
24,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-50,-49,-49,-1
25,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-40,-44,10,4
26,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-15,-19,25,4
27,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,8,20,23,-12
28,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-13,-21,-21,8
29,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,47,57,60,-10
30,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-69,-67,64,-2
31,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,3,32,72,-29
32,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-67,-64,-70,-3
33,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,64,62,-49,2
34,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-74,-62,42,-12
35,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-43,-29,31,-14
36,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,46,54,89,-8
37,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-7,-12,-53,5
38,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,48,53,55,-5
39,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,33,53,-15,-20
40,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,76,72,43,4
41,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-75,-78,29,3
42,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-24,-37,51,13
43,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-30,-34,-6,4
44,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-5,-10,25,5
45,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-64,-70,-59,6
46,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,11,23,75,-12
47,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,60,58,49,2
48,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-62,-63,58,1
49,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,36,52,-82,-16
50,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-47,-41,-83,-6
51,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-74,-67,-27,-7
52,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,58,65,-48,-7
53,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-3,8,-61,-11
54,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-10,-11,-7,1
55,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,36,34,46,2
56,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,15,15,-21,0
57,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,47,46,32,1
58,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-32,-28,-79,-4
59,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-45,-42,-13,-3
60,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-81,-80,-36,-1
61,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,74,82,-25,-8
62,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-52,-71,54,19
63,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,54,68,-74,-14
64,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,90,88,36,2
65,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-36,-37,54,1
66,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,9,26,45,-17
67,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-40,-52,-49,12
68,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-39,-41,1,2
69,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-51,-47,-12,-4
70,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,46,65,-83,-19
71,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,31,58,-15,-27
72,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,64,67,33,-3
73,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,56,64,-8,-8
74,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-80,-74,44,-6
75,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,43,64,-57,-21
76,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-61,-55,76,-6
77,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-80,-67,-19,-13
78,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,71,81,-29,-10
79,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-29,-40,80,11
80,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-65,-54,-36,-11
81,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,72,78,-43,-6
82,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-32,-33,76,1
83,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-21,-18,11,-3
84,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,41,47,62,-6
85,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,47,47,6,0
86,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-69,-59,64,-10
87,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-39,-49,30,10
88,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-11,-5,28,-6
89,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-70,-71,-59,1
90,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,83,78,-27,5
91,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-32,-58,65,26
92,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-41,-51,-9,10
93,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,24,42,65,-18
94,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,-24,85,-48,71
95,C:\Users\admin\Box\desktop\deidentified\S3_left_2.txt,49,71,73,-22
