nStim;nBlock;nTrial;inducer;target;resp;rt;bar_start;t1;t2;ISI1;ISI2;block;delta_targ;delta_ind;obs;error;errorc;error_out_after;error_removed;block_start_index;rtc;outsubj
2;9;265;73;85;83;1.11699180002324;78;0.249984410824254;0.249970414675772;2.0081118370872;2.00810938887298;9;38;-12;2;-2;-0.686411149825784;0;0;0;1.11699180002324;0
1;9;266;NaN;127;134;1.60723530012183;91;0.249976914608851;0;2.00811176304705;0;9;-42;NaN;2;7;8.31358885017422;0;0;0;1.60723530012183;0
1;9;267;NaN;34;19;1.14985940000042;8;0.249967707786709;0;2.00812232913449;0;9;-87;NaN;2;-15;-13.6864111498258;0;0;0;1.14985940000042;0
2;9;268;57;103;117;0.875328900059685;157;0.249978340230882;0.249971022130921;2.00811212230474;2.0081085592974;9;-69;-46;2;14;15.3135888501742;0;0;0;0.875328900059685;0
1;9;269;NaN;84;77;1.29036119999364;178;0.249972229590639;0;2.00812286278233;0;9;19;NaN;2;-7;-5.68641114982578;0;0;0;1.29036119999364;0
2;9;270;106;174;167;1.36667789984494;12;0.249980803346261;0.249974462669343;2.00810252968222;2.00810184446163;9;-90;-68;2;-7;-5.68641114982578;0;0;0;1.36667789984494;0
2;10;271;4;7;8;6.34874769998714;15;0.249981681117788;0.249970270320773;2.00811060005799;2.00811414071359;10;-13;-3;2;1;NaN;0;0;1;6.34874769998714;0
1;10;272;NaN;17;15;1.23297619982623;139;0.249963411130011;0;2.00810978491791;0;10;-10;NaN;2;-2;-0.686411149825784;0;0;0;1.23297619982623;0
2;10;273;172;53;40;1.14199250005186;73;0.249985378002748;0.249967189272866;2.0081012295559;2.00811098120175;10;-36;-61;2;-13;-11.6864111498258;0;0;0;1.14199250005186;0
1;10;274;NaN;57;57;1.5582564000506;175;0.249981503235176;0;2.00810804823413;0;10;-4;NaN;2;0;1.31358885017422;0;0;0;1.5582564000506;0
2;10;275;30;64;52;1.1836041000206;7;0.249977951403707;0.249974577687681;2.00811300380155;2.00811460008845;10;-7;-34;2;-12;-10.6864111498258;0;0;0;1.1836041000206;0
1;10;276;NaN;107;101;1.32493899995461;122;0.249980696011335;0;2.0081128703896;0;10;-43;NaN;2;-6;-4.68641114982578;0;0;0;1.32493899995461;0
2;10;277;32;155;145;1.23227579984814;36;0.249972944613546;0.249974281294271;2.00811791419983;2.00810744822957;10;-48;57;2;-10;-8.68641114982578;0;0;0;1.23227579984814;0
1;10;278;NaN;79;75;1.2748169999104;38;0.249976851511747;0;2.00811076303944;0;10;76;NaN;2;-4;-2.68641114982578;0;0;0;1.2748169999104;0
1;10;279;NaN;102;110;0.999887499958277;107;0.249975392362103;0;2.00810637394898;0;10;-23;NaN;2;8;9.31358885017422;0;0;0;0.999887499958277;0
2;10;280;95;158;162;0.991825300035998;113;0.249982429202646;0.249966622330248;2.00811080005951;2.0081122405827;10;-56;-63;2;4;5.31358885017422;0;0;0;0.991825300035998;0
2;10;281;157;134;138;1.06691859988496;68;0.249978548148647;0.249972977675498;2.00811415934004;2.00810894812457;10;24;23;2;4;5.31358885017422;0;0;0;1.06691859988496;0
1;10;282;NaN;6;6;1.99842610000633;177;0.249982566572726;0;2.00811293325387;0;10;-52;NaN;2;0;1.31358885017422;0;0;0;1.99842610000633;0
1;10;283;NaN;43;41;0.724928900133818;44;0.249980296008289;0;2.00810841470957;0;10;-37;NaN;2;-2;-0.686411149825784;0;0;0;0.724928900133818;0
2;10;284;153;2;172;1.09198620007373;94;0.249974748585373;0.249966073781252;2.00811431417242;2.00811494817026;10;41;-29;2;-10;-8.68641114982578;0;0;0;1.09198620007373;0
1;10;285;NaN;119;120;1.24895959999412;35;0.249976099701598;0;2.00811150390655;0;10;63;NaN;2;1;2.31358885017422;0;0;0;1.24895959999412;0
1;10;286;NaN;39;33;1.09167010011151;60;0.249978040345013;0;2.00810699653812;0;10;80;NaN;2;-6;-4.68641114982578;0;0;0;1.09167010011151;0
2;10;287;75;95;101;0.950277999974787;112;0.249973200494424;0.249971288954839;2.00811776937917;2.00811238517053;10;-56;-20;2;6;7.31358885017422;0;0;0;0.950277999974787;0
1;10;288;NaN;171;157;1.29984100000001;111;0.249982255510986;0;2.00811115535907;0;10;-76;NaN;2;-14;-12.6864111498258;0;0;0;1.29984100000001;0
2;10;289;141;52;35;1.1421074999962;0;0.249979618936777;0.24997317767702;2.00810512178577;2.00810972228646;10;-61;89;2;-17;-15.6864111498258;0;0;0;1.1421074999962;0
1;10;290;NaN;64;54;1.99094359995797;175;0.249973026104271;0;2.008103240747;0;10;-12;NaN;2;-10;-8.68641114982578;0;0;0;1.99094359995797;0
1;10;291;NaN;133;132;1.65688139991835;82;0.24998579849489;0;2.00810021860525;0;10;-69;NaN;2;-1;0.313588850174216;0;0;0;1.65688139991835;0
2;10;292;4;152;139;0.965774200158194;163;0.249969244468957;0.249973259400576;2.00811790698208;2.00811050320044;10;-19;32;2;-13;-11.6864111498258;0;0;0;0.965774200158194;0
2;10;293;48;146;149;1.29187309998088;93;0.24997362610884;0.249969881493598;2.00812123296782;2.00810687034391;10;6;82;2;3;4.31358885017422;0;0;0;1.29187309998088;0
1;10;294;NaN;80;81;0.991504099918529;44;0.249980503460392;0;2.00810714066029;0;10;66;NaN;2;1;2.31358885017422;0;0;0;0.991504099918529;0
2;10;295;141;120;129;1.19191169994883;3;0.249973966507241;0.249976099934429;2.00811362219974;2.00810910016298;10;-40;21;2;9;10.3135888501742;0;0;0;1.19191169994883;0
2;10;296;15;110;120;1.50024030008353;136;0.249980174005032;0.249972603516653;2.00810637744144;2.00810902216472;10;10;85;2;10;11.3135888501742;0;0;0;1.50024030008353;0
2;10;297;65;135;131;1.55015680007637;176;0.249982381006703;0.24997907388024;2.00809907028452;2.00809560343623;10;-25;-70;2;-4;-2.68641114982578;0;0;0;1.55015680007637;0
2;10;298;109;18;17;1.80007679993287;132;0.249984547728673;0.249979862710461;2.00810756278224;2.00809877389111;10;-63;-89;2;-1;0.313588850174216;0;0;0;1.80007679993287;0
1;10;299;NaN;65;57;1.79976189997979;18;0.249981840373948;0;2.00810492224991;0;10;-47;NaN;2;-8;-6.68641114982578;0;0;0;1.79976189997979;0
1;10;300;NaN;179;9;0.858299700077623;158;0.24997937027365;0;2.00811326690018;0;10;66;NaN;2;10;11.3135888501742;0;0;0;0.858299700077623;0
1;1;1;NaN;91;90;2.72355809994042;24;0.249971490586177;0;2.00810978724621;0;1;NaN;NaN;3;-1;-2.01481481481482;NaN;0;0;2.72355809994042;0
1;1;2;NaN;73;76;1.67478729994036;27;0.249980149324983;0;2.00811174605042;0;1;18;NaN;3;3;1.98518518518519;0;0;0;1.67478729994036;0
1;1;3;NaN;36;35;1.4749276000075;41;0.249956985237077;0;2.00812181271613;0;1;37;NaN;3;-1;-2.01481481481482;0;0;0;1.4749276000075;0
1;1;4;NaN;64;70;1.70806049997918;130;0.249975523678586;0;2.00812231888995;0;1;-28;NaN;3;6;4.98518518518518;0;0;0;1.70806049997918;0
2;1;5;11;74;65;1.17526490008458;37;0.249984277645126;0.249970125500113;2.00810078089125;2.00811596494168;1;-10;-63;3;-9;-10.0148148148148;0;0;0;1.17526490008458;0
2;1;6;57;49;52;1.24203610001132;91;0.249969044467434;0.249974074307829;2.00811233301647;2.00811581430025;1;25;8;3;3;1.98518518518519;0;0;0;1.24203610001132;0
2;1;7;90;15;11;1.95850089984015;9;0.249984671361744;0.249976834980771;2.00810566986911;2.00810748548247;1;34;75;3;-4;-5.01481481481482;0;0;0;1.95850089984015;0
1;1;8;NaN;65;64;2.12475530011579;52;0.249974263599142;0;2.00811449368484;0;1;-50;NaN;3;-1;-2.01481481481482;0;0;0;2.12475530011579;0
1;1;9;NaN;15;11;1.34977729991078;169;0.249984071590006;0;2.00810720631853;0;1;50;NaN;3;-4;-5.01481481481482;0;0;0;1.34977729991078;0
1;1;10;NaN;89;92;1.78290749993175;69;0.249976728577167;0;2.00812016334385;0;1;-74;NaN;3;3;1.98518518518519;0;0;0;1.78290749993175;0
2;1;11;3;76;74;1.44196549989283;70;0.249982615932822;0.249971639597788;2.00810302537866;2.00810993975028;1;13;-73;3;-2;-3.01481481481482;0;0;0;1.44196549989283;0
2;1;12;39;21;21;1.15872730012052;45;0.249984557041898;0.249958779430017;2.00811120145954;2.00811183475889;1;55;18;3;0;-1.01481481481481;0;0;0;1.15872730012052;0
2;1;13;78;128;132;5.19141529989429;35;0.24997958727181;0.249974485719576;2.00811798241921;2.00810871575959;1;73;-50;3;4;2.98518518518518;0;0;0;5.19141529989429;0
1;1;14;NaN;90;95;1.32363849994726;70;0.249976258724928;0;2.00811882060952;0;1;38;NaN;3;5;3.98518518518518;0;0;0;1.32363849994726;0
2;1;15;48;145;135;1.90019040019251;173;0.249980919063091;0.249972290592268;2.00810883962549;2.00810879492201;1;-55;83;3;-10;-11.0148148148148;0;0;0;1.90019040019251;0
2;1;16;178;68;62;2.30734489997849;174;0.249984636437148;0.249971699900925;2.00811123009771;2.00810948899016;1;77;-70;3;-6;-7.01481481481482;0;0;0;2.30734489997849;0
1;1;17;NaN;47;76;1.68312739999965;144;0.249982012668625;0;2.00810497952625;0;1;21;NaN;3;29;NaN;0;1;0;NaN;0
2;1;18;66;106;117;1.44202830013819;120;0.249980475986376;0.249970174627379;2.00811365409754;2.00811499357224;1;-59;-40;3;11;9.98518518518519;0;0;0;1.44202830013819;0
2;1;19;122;81;71;2.99913090001792;28;0.249977212399244;0.249968414427713;2.00811587949283;2.00811112043448;1;25;41;3;-10;-11.0148148148148;0;0;0;2.99913090001792;0
1;1;20;NaN;119;113;3.60702100000344;13;0.249981573084369;0;2.00810566963628;0;1;-38;NaN;3;-6;-7.01481481481482;0;0;0;3.60702100000344;0
1;1;21;NaN;58;66;1.74979749997146;179;0.249977166764438;0;2.0081113348715;0;1;61;NaN;3;8;6.98518518518518;0;0;0;1.74979749997146;0
2;1;22;170;156;160;1.62429099995643;147;0.249978279462084;0.249967293813825;2.00811090646312;2.00811183010228;1;82;14;3;4;2.98518518518518;0;0;0;1.62429099995643;0
2;1;23;58;94;90;2.391979200067;3;0.249976261751726;0.249968755291775;2.00811064429581;2.00811463501304;1;62;-36;3;-4;-5.01481481481482;0;0;0;2.391979200067;0
2;1;24;116;172;166;1.86679340014234;118;0.249983057146892;0.249969004653394;2.00810881587677;2.0081159255933;1;-78;-56;3;-6;-7.01481481481482;0;0;0;1.86679340014234;0
1;1;25;NaN;88;92;5.274483300047;125;0.249978206353262;0;2.00810756022111;0;1;84;NaN;3;4;2.98518518518518;0;0;0;5.274483300047;0
1;1;26;NaN;153;152;1.74992019985802;78;0.249967501498759;0;2.00811473489739;0;1;-65;NaN;3;-1;-2.01481481481482;0;0;0;1.74992019985802;0
2;1;27;149;30;27;3.6083722000476;55;0.249974392354488;0.249975215876475;2.00811836961657;2.00811121892184;1;-57;-61;3;-3;-4.01481481481482;0;0;0;3.6083722000476;0
2;1;28;64;66;57;1.25020850007422;1;0.249980543041602;0.2499755253084;2.00810924428515;2.00809971429408;1;-36;-2;3;-9;-10.0148148148148;0;0;0;1.25020850007422;0
1;1;29;NaN;7;13;1.27484260010533;3;0.249968825373799;0;2.00810820003971;0;1;59;NaN;3;6;4.98518518518518;0;0;0;1.27484260010533;0
1;1;30;NaN;157;160;1.848922500154;84;0.24997678748332;0;2.00810426496901;0;1;30;NaN;3;3;1.98518518518519;0;0;0;1.848922500154;0
2;2;31;57;156;150;1.66681009996682;147;0.24998407275416;0.249973564874381;2.00810408079997;2.0081107954029;2;1;81;3;-6;NaN;0;0;1;1.66681009996682;0
1;2;32;NaN;113;112;1.1249017000664;80;0.249975475948304;0;2.00811289995909;0;2;43;NaN;3;-1;-2.01481481481482;0;0;0;1.1249017000664;0
1;2;33;NaN;21;41;0.990267500048503;86;0.249968390446156;0;2.00811316515319;0;2;-88;NaN;3;20;18.9851851851852;0;0;0;0.990267500048503;0
2;2;34;176;74;74;3.55743950000033;160;0.249980018939823;0.249955795239657;2.00811034301296;2.0081220541615;2;-53;-78;3;0;-1.01481481481481;0;0;0;3.55743950000033;0
1;2;35;NaN;118;122;1.19990039989352;51;0.249978217296302;0;2.00811165058985;0;2;-44;NaN;3;4;2.98518518518518;0;0;0;1.19990039989352;0
2;2;36;165;107;98;3.34184610005468;158;0.249977287137881;0.249972090357915;2.00812111911364;2.00811265897937;2;11;58;3;-9;-10.0148148148148;0;0;0;3.34184610005468;0
2;2;37;88;144;119;2.05841489997692;119;0.249975845916197;0.249966853996739;2.00811046175659;2.00811386993155;2;-37;-56;3;-25;NaN;0;1;0;NaN;0
2;2;38;157;82;83;2.57426119991578;28;0.249972592107952;0.249974966747686;2.00811531441286;2.00810622842982;2;62;75;3;1;-0.0148148148148148;0;0;0;2.57426119991578;0
2;2;39;119;138;112;3.832504699938;33;0.249967909650877;0.249975325306877;2.0081191030331;2.00810714322142;2;-56;-19;3;-26;NaN;0;1;0;NaN;0
1;2;40;NaN;24;61;3.1744870999828;89;0.249975755577907;0;2.00810792529956;0;2;-66;NaN;3;37;NaN;0;1;0;NaN;0
1;2;41;NaN;49;73;1.74058190011419;118;0.24996749847196;0;2.00810777419247;0;2;-25;NaN;3;24;NaN;0;1;0;NaN;0
2;2;42;19;103;98;2.84822660009377;50;0.249974048929289;0.249972885707393;2.00811383803375;2.00811077002436;2;-54;-84;3;-5;-6.01481481481482;0;0;0;2.84822660009377;0
1;2;43;NaN;171;173;2.83204120001756;53;0.24999037780799;0;2.00810080929659;0;2;-68;NaN;3;2;0.985185185185185;0;0;0;2.83204120001756;0
1;2;44;NaN;176;20;1.78305520000868;101;0.249976350693032;0;2.00810647150502;0;2;-5;NaN;3;24;NaN;0;1;0;NaN;0
2;2;45;27;89;85;2.68341509997845;25;0.249975352315232;0.249967520590872;2.0081117444206;2.00811778893694;2;87;-62;3;-4;-5.01481481481482;0;0;0;2.68341509997845;0
2;2;46;31;151;163;3.31669669994153;138;0.249969037948176;0.249972155550495;2.00810790481046;2.00811750954017;2;-62;60;3;12;10.9851851851852;0;0;0;3.31669669994153;0
1;2;47;NaN;75;69;1.69149659993127;27;0.249984066467732;0;2.00810795556754;0;2;76;NaN;3;-6;-7.01481481481482;0;0;0;1.69149659993127;0
1;2;48;NaN;140;121;1.31650309986435;71;0.249973744153976;0;2.00811153487302;0;2;-65;NaN;3;-19;-20.0148148148148;0;0;0;1.31650309986435;0
1;2;49;NaN;49;52;1.25811150018126;142;0.249975277809426;0;2.00811522058211;0;2;-89;NaN;3;3;1.98518518518519;0;0;0;1.25811150018126;0
2;2;50;175;48;49;1.9655766999349;178;0.249983744462952;0.249973404919729;2.00810979516245;2.00811349018477;2;1;-53;3;1;-0.0148148148148148;0;0;0;1.9655766999349;0
1;2;51;NaN;44;48;1.73322200006805;85;0.249974480830133;0;2.00811429042369;0;2;4;NaN;3;4;2.98518518518518;0;0;0;1.73322200006805;0
1;2;52;NaN;34;43;1.73214529990219;3;0.249971057288349;0;2.00810403004289;0;2;10;NaN;3;9;7.98518518518518;0;0;0;1.73214529990219;0
1;2;53;NaN;11;27;5.56514200009406;149;0.249973433325067;0;2.00811686809175;0;2;23;NaN;3;16;14.9851851851852;0;0;0;5.56514200009406;0
1;2;54;NaN;75;70;1.99995599989779;80;0.249971206299961;0;2.00811929511838;0;2;-64;NaN;3;-5;-6.01481481481482;0;0;0;1.99995599989779;0
1;2;55;NaN;63;67;1.79152420000173;0;0.24995063780807;0;2.00811516051181;0;2;12;NaN;3;4;2.98518518518518;0;0;0;1.79152420000173;0
2;2;56;48;15;20;1.5909439001698;75;0.249975907849148;0.24997102539055;2.00810589524917;2.00811510463245;2;48;33;3;5;3.98518518518518;0;0;0;1.5909439001698;0
2;2;57;135;13;21;1.92529989988543;10;0.249973261961713;0.249974370002747;2.00811473466456;2.00810723006725;2;2;-58;3;8;6.98518518518518;0;0;0;1.92529989988543;0
2;2;58;10;59;81;1.31689899996854;154;0.249970895238221;0.249978914158419;2.00811660476029;2.00811232067645;2;-46;-49;3;22;20.9851851851852;0;0;0;1.31689899996854;0
2;2;59;68;89;88;1.85863509983756;175;0.249978868057951;0.249966939678416;2.00810649991035;2.00811331439763;2;-30;-21;3;-1;-2.01481481481482;0;0;0;1.85863509983756;0
2;2;60;176;168;160;1.94094370002858;25;0.249976782361045;0.249968604883179;2.0081101951655;2.00811109528877;2;-79;8;3;-8;-9.01481481481481;0;0;0;1.94094370002858;0
2;3;61;45;160;159;2.03261730005033;1;0.249978166772053;0.249968247720972;2.00811005523428;2.00811403174885;3;8;65;3;-1;NaN;0;0;1;2.03261730005033;0
1;3;62;NaN;126;117;1.95820560003631;173;0.249992112861946;0;2.00809531565756;0;3;34;NaN;3;-9;-10.0148148148148;0;0;0;1.95820560003631;0
1;3;63;NaN;51;68;3.14861149992794;167;0.24998349044472;0;2.00810724589974;0;3;75;NaN;3;17;15.9851851851852;0;0;0;3.14861149992794;0
2;3;64;109;124;127;1.40959419985302;55;0.249970387201756;0.249970290577039;2.00813176040538;2.00810405076481;3;-73;-15;3;3;1.98518518518519;0;0;0;1.40959419985302;0
1;3;65;NaN;54;69;2.01634950004518;140;0.249966338044032;0;2.0081102445256;0;3;70;NaN;3;15;13.9851851851852;0;0;0;2.01634950004518;0
1;3;66;NaN;46;53;1.24998419987969;33;0.249980852240697;0;2.00811604922637;0;3;8;NaN;3;7;5.98518518518518;0;0;0;1.24998419987969;0
1;3;67;NaN;64;72;1.66670159995556;173;0.249979571206495;0;2.00810720166191;0;3;-18;NaN;3;8;6.98518518518518;0;0;0;1.66670159995556;0
2;3;68;170;122;114;1.59184769983403;165;0.249974392121658;0.249972003279254;2.0081132967025;2.00811358075589;3;-58;48;3;-8;-9.01481481481481;0;0;0;1.59184769983403;0
1;3;69;NaN;129;124;1.59143949998543;91;0.249984282301739;0;2.00810692552477;0;3;-7;NaN;3;-5;-6.01481481481482;0;0;0;1.59143949998543;0
1;3;70;NaN;106;106;0.900048800045624;137;0.249981955625117;0;2.00811449508183;0;3;23;NaN;3;0;-1.01481481481481;0;0;0;0.900048800045624;0
2;3;71;130;151;121;1.97527830000035;153;0.249980331398547;0.24997570971027;2.00810953509063;2.00810448569246;3;-45;-21;3;-30;NaN;0;1;0;NaN;0
2;3;72;32;112;101;2.26681399997324;24;0.249974420526996;0.249971925280988;2.0081152508501;2.00811283034272;3;39;-80;3;-11;-12.0148148148148;0;0;0;2.26681399997324;0
1;3;73;NaN;134;133;3.24129829998128;1;0.249983557267115;0;2.00810572062619;0;3;-22;NaN;3;-1;-2.01481481481482;0;0;0;3.24129829998128;0
2;3;74;63;155;154;1.40890210005455;91;0.249981396831572;0.249972941121086;2.00810965546407;2.00810197624378;3;-21;88;3;-1;-2.01481481481482;0;0;0;1.40890210005455;0
2;3;75;10;82;81;1.96688030008227;41;0.249976830091327;0.249966555507854;2.00810423959047;2.00811054930091;3;73;-72;3;-1;-2.01481481481482;0;0;0;1.96688030008227;0
1;3;76;NaN;156;151;2.27471880009398;43;0.249975095270202;0;2.00810459512286;0;3;-74;NaN;3;-5;-6.01481481481482;0;0;0;2.27471880009398;0
1;3;77;NaN;70;49;1.06656789989211;65;0.249962358735502;0;2.00812199362554;0;3;86;NaN;3;-21;-22.0148148148148;0;0;0;1.06656789989211;0
2;3;78;147;169;170;2.35016219993122;96;0.249979674816132;0.249968409538269;2.00811193650588;2.00810901587829;3;81;-22;3;1;-0.0148148148148148;0;0;0;2.35016219993122;0
1;3;79;NaN;144;137;1.64873409993015;159;0.24997472204268;0;2.00811786344275;0;3;25;NaN;3;-7;-8.01481481481481;0;0;0;1.64873409993015;0
1;3;80;NaN;45;51;2.13313500001095;71;0.249980862019584;0;2.00811345083639;0;3;-81;NaN;3;6;4.98518518518518;0;0;0;2.13313500001095;0
2;3;81;96;78;86;2.93261499982327;72;0.249981096945703;0.249974104808643;2.00810380000621;2.00811311439611;3;-33;18;3;8;6.98518518518518;0;0;0;2.93261499982327;0
1;3;82;NaN;28;33;2.21540579991415;51;0.249977931613103;0;2.00812079547904;0;3;50;NaN;3;5;3.98518518518518;0;0;0;2.21540579991415;0
2;3;83;174;110;113;2.31681580003351;92;0.249974326696247;0.249972254037857;2.00811433512717;2.00811139540747;3;-82;64;3;3;1.98518518518519;0;0;0;2.31681580003351;0
2;3;84;101;77;79;3.06673989980482;121;0.24998192070052;0.249970809323713;2.00809959997423;2.00810742401518;3;33;24;3;2;0.985185185185185;0;0;0;3.06673989980482;0
1;3;85;NaN;158;165;1.93289980012923;88;0.249979622196406;0;2.00811078562401;0;3;-81;NaN;3;7;5.98518518518518;0;0;0;1.93289980012923;0
2;3;86;83;162;164;4.14060320006683;174;0.249985517468303;0.249970754142851;2.00810372526757;2.00810846500099;3;-4;-79;3;2;0.985185185185185;0;0;0;4.14060320006683;0
2;3;87;106;96;99;2.73246259987354;123;0.249977991683409;0.249967269832268;2.00810890970752;2.00811616983265;3;66;10;3;3;1.98518518518519;0;0;0;2.73246259987354;0
2;3;88;20;42;43;1.47540340013802;55;0.249982200097293;0.249975380953401;2.00810710131191;2.00810837326571;3;54;-22;3;1;-0.0148148148148148;0;0;0;1.47540340013802;0
2;3;89;164;157;162;3.47514989995398;39;0.249970801640302;0.249979155370966;2.00811043963768;2.0081076938659;3;65;7;3;5;3.98518518518518;0;0;0;3.47514989995398;0
1;3;90;NaN;20;20;4.42456330009736;13;0.249966749222949;0;2.00811495864764;0;3;-43;NaN;3;0;-1.01481481481481;0;0;0;4.42456330009736;0
2;4;91;41;89;84;1.44096849998459;118;0.249981107888743;0.249971579294652;2.00810511433519;2.00810060021468;4;-69;-48;3;-5;NaN;0;0;1;1.44096849998459;0
1;4;92;NaN;5;3;2.14979150006548;148;0.249972020508721;0;2.00811734120362;0;4;84;NaN;3;-2;-3.01481481481482;0;0;0;2.14979150006548;0
1;4;93;NaN;130;122;1.47480350011028;162;0.249972849152982;0;2.0081127632875;0;4;55;NaN;3;-8;-9.01481481481481;0;0;0;1.47480350011028;0
2;4;94;176;66;73;2.94879449997097;0;0.249981701839715;0.249970960430801;2.00811066036113;2.00811369041912;4;64;-70;3;7;5.98518518518518;0;0;0;2.94879449997097;0
1;4;95;NaN;29;41;0.991541299968958;26;0.249965339666232;0;2.00811757915653;0;4;37;NaN;3;12;10.9851851851852;0;0;0;0.991541299968958;0
2;4;96;31;2;2;2.75861649983563;51;0.249979042913765;0.249972784426063;2.00811088411137;2.00811200472526;4;27;29;3;0;-1.01481481481481;0;0;0;2.75861649983563;0
2;4;97;2;29;32;1.33358940016478;161;0.249987668124959;0.249975849175826;2.00810414436273;2.00810991576873;4;-27;-27;3;3;1.98518518518519;0;0;0;1.33358940016478;0
2;4;98;64;24;17;3.18346780003048;130;0.249975820770487;0.249973239609972;2.00811045058072;2.00810677930713;4;5;40;3;-7;-8.01481481481481;0;0;0;3.18346780003048;0
2;4;99;17;41;53;2.15019559999928;148;0.249981357250363;0.249978519277647;2.00810849992558;2.00810397928581;4;-17;-24;3;12;10.9851851851852;0;0;0;2.15019559999928;0
1;4;100;NaN;56;67;1.84937930013984;176;0.249978971434757;0;2.00811594445258;0;4;-15;NaN;3;11;9.98518518518519;0;0;0;1.84937930013984;0
2;4;101;138;48;63;1.86589390016161;10;0.249981306260452;0.249964135000482;2.00811257772148;2.008118620608;4;8;90;3;15;13.9851851851852;0;0;0;1.86589390016161;0
2;4;102;152;73;78;1.85013810009696;133;0.24998349044472;0.249968025367707;2.00810591108166;2.00810741586611;4;-25;79;3;5;3.98518518518518;0;0;0;1.85013810009696;0
2;4;103;41;98;102;1.49903210019693;61;0.249975563492626;0.249967339681461;2.00810708873905;2.00811053044163;4;-25;-57;3;4;2.98518518518518;0;0;0;1.49903210019693;0
2;4;104;139;83;81;1.64174760016613;72;0.249985188711435;0.249965199967846;2.00810901913792;2.0081229810603;4;15;56;3;-2;-3.01481481481482;0;0;0;1.64174760016613;0
1;4;105;NaN;28;21;2.74882000009529;160;0.249986466718838;0;2.00810597464442;0;4;55;NaN;3;-7;-8.01481481481481;0;0;0;2.74882000009529;0
2;4;106;85;67;70;1.24197390000336;118;0.2499805316329;0.249977034749463;2.00810827454552;2.00810927012935;4;-39;18;3;3;1.98518518518519;0;0;0;1.24197390000336;0
1;4;107;NaN;50;48;1.62504529999569;36;0.249982657143846;0;2.00811027432792;0;4;17;NaN;3;-2;-3.01481481481482;0;0;0;1.62504529999569;0
1;4;108;NaN;114;107;1.97456620004959;44;0.249979892047122;0;2.00810747453943;0;4;-64;NaN;3;-7;-8.01481481481481;0;0;0;1.97456620004959;0
2;4;109;15;79;85;2.33354869997129;92;0.249962664907798;0.249967704759911;2.00811369530857;2.00811090017669;4;35;-64;3;6;4.98518518518518;0;0;0;2.33354869997129;0
1;4;110;NaN;61;64;1.34987070015632;128;0.249970057047904;0;2.00812300946563;0;4;18;NaN;3;3;1.98518518518519;0;0;0;1.34987070015632;0
1;4;111;NaN;74;76;1.48324039997533;121;0.249979382613674;0;2.00811049994081;0;4;-13;NaN;3;2;0.985185185185185;0;0;0;1.48324039997533;0
1;4;112;NaN;98;112;1.01666689990088;95;0.249979982385412;0;2.00810919399373;0;4;-24;NaN;3;14;12.9851851851852;0;0;0;1.01666689990088;0
2;4;113;34;52;61;1.40020149992779;28;0.249977593543008;0.249967965297401;2.0081122093834;2.00810921099037;4;46;-18;3;9;7.98518518518518;0;0;0;1.40020149992779;0
1;4;114;NaN;64;43;4.31530030001886;126;0.249979973072186;0;2.0081050300505;0;4;-12;NaN;3;-21;-22.0148148148148;0;0;0;4.31530030001886;0
2;4;115;96;10;23;1.46689789998345;58;0.249976345803589;0.249969395110384;2.00811219075695;2.00811626017094;4;54;86;3;13;11.9851851851852;0;0;0;1.46689789998345;0
1;4;116;NaN;5;16;2.24852279992774;157;0.249975561862811;0;2.00811245059595;0;4;5;NaN;3;11;9.98518518518519;0;0;0;2.24852279992774;0
2;4;117;153;42;47;1.43356600007974;46;0.249979323940352;0.249967835145071;2.00810750946403;2.00811652536504;4;-37;-69;3;5;3.98518518518518;0;0;0;1.43356600007974;0
1;4;118;NaN;25;78;1.19152110000141;119;0.249961550813168;0;2.00811354117468;0;4;17;NaN;3;53;NaN;0;1;0;NaN;0
1;4;119;NaN;117;104;1.66662939987145;73;0.249972464516759;0;2.00811058771797;0;4;88;NaN;3;-13;-14.0148148148148;1;0;0;1.66662939987145;0
1;4;120;NaN;130;109;2.96631049993448;73;0.249978298321366;0;2.00810900470242;0;4;-13;NaN;3;-21;-22.0148148148148;0;0;0;2.96631049993448;0
2;5;121;80;105;106;1.80028149997815;153;0.249986106297001;0.249977960251272;2.00810182536952;2.00810554437339;5;25;-25;3;1;NaN;0;0;1;1.80028149997815;0
2;5;122;50;98;101;2.15012950007804;6;0.249981901375577;0.249973955564201;2.00810973648913;2.0081023206003;5;7;-48;3;3;1.98518518518519;0;0;0;2.15012950007804;0
1;5;123;NaN;52;50;1.16652649990283;27;0.249973396770656;0;2.008107035188;0;5;46;NaN;3;-2;-3.01481481481482;0;0;0;1.16652649990283;0
1;5;124;NaN;21;18;1.10805479995906;101;0.249972782097757;0;2.00811477005482;0;5;31;NaN;3;-3;-4.01481481481482;0;0;0;1.10805479995906;0
2;5;125;141;14;20;1.00032530003227;143;0.249980011023581;0.249970414442942;2.00811130017973;2.00811040960252;5;7;-53;3;6;4.98518518518518;0;0;0;1.00032530003227;0
1;5;126;NaN;109;110;0.916571500012651;71;0.249978791922331;0;2.00811366504058;0;5;85;NaN;3;1;-0.0148148148148148;0;0;0;0.916571500012651;0
2;5;127;71;29;40;1.50861330004409;74;0.249979376327246;0.249976468039677;2.00810062047094;2.00811207480729;5;80;42;3;11;9.98518518518519;0;0;0;1.50861330004409;0
