Participant No.,Stimulus Orientation,Participant Response,Noise Level (Concentration of von Mises)
17,70,56,0.5
17,139,146,4
17,87,99,0.5
17,120,63,0.5
17,160,161,4
17,56,41,4
17,25,142,0.5
17,150,36,0.5
17,18,156,4
17,97,166,0.5
17,28,116,4
17,171,112,0.5
17,152,101,0.5
17,84,163,4
17,64,158,4
17,137,41,4
17,144,171,4
17,138,2,0.5
17,19,86,4
17,53,155,4
17,12,90,0.5
17,46,117,4
17,42,120,0.5
17,73,168,0.5
17,59,46,4
17,93,85,0.5
17,32,120,4
17,112,135,4
17,5,12,4
17,105,110,4
17,12,112,0.5
17,54,131,0.5
17,100,178,4
17,98,49,4
17,123,106,4
17,37,84,4
17,23,61,4
17,101,53,4
17,85,70,4
17,98,119,0.5
17,65,117,4
17,40,84,0.5
17,84,81,0.5
17,85,81,0.5
17,12,128,4
17,175,115,0.5
17,50,111,0.5
17,105,110,0.5
17,41,69,4
17,153,10,0.5
17,108,150,0.5
17,144,19,0.5
17,179,89,4
17,18,161,0.5
17,26,134,4
17,153,158,4
17,116,6,0.5
17,86,6,0.5
17,120,91,0.5
17,45,79,0.5
17,111,76,0.5
17,90,106,4
17,88,130,4
17,82,175,0.5
17,170,174,4
17,133,51,0.5
17,78,41,4
17,152,81,0.5
17,154,72,0.5
17,109,151,4
17,179,65,0.5
17,114,39,4
17,124,123,4
17,150,177,4
17,23,56,0.5
17,179,89,4
17,180,132,4
17,58,159,0.5
17,73,63,0.5
17,37,165,0.5
17,14,103,0.5
17,175,57,0.5
17,180,123,4
17,26,146,4
17,145,40,4
17,5,171,4
17,159,107,4
17,87,167,4
17,144,162,4
17,168,91,0.5
17,180,32,4
17,135,6,0.5
17,25,86,4
17,95,32,4
17,47,165,4
17,106,71,4
17,15,134,4
17,2,141,0.5
17,26,103,4
17,92,132,0.5
17,71,118,0.5
17,79,78,0.5
17,138,95,0.5
17,128,53,4
17,137,11,4
17,138,112,4
17,37,70,0.5
17,79,80,4
17,100,18,4
17,18,169,4
17,122,4,0.5
17,117,28,4
17,152,131,4
17,59,33,0.5
17,146,115,0.5
17,91,87,0.5
17,138,1,0.5
17,69,51,4
17,55,37,0.5
17,61,3,0.5
17,131,9,4
17,19,41,4
17,139,151,0.5
17,114,91,4
17,79,24,4
17,67,8,0.5
17,123,169,4
17,26,24,0.5
17,125,50,4
17,49,2,0.5
17,46,172,4
17,36,129,4
17,87,141,4
17,117,79,0.5
17,38,96,0.5
17,57,110,0.5
17,171,105,4
17,127,169,0.5
17,157,53,4
17,162,34,0.5
18,159,145,0.5
18,135,45,0.5
18,45,116,0.5
18,140,88,0.5
18,129,122,0.5
18,51,62,0.5
18,98,61,0.5
18,2,164,4
18,103,52,0.5
18,120,130,4
18,61,43,4
18,27,85,0.5
18,170,152,4
18,135,51,0.5
18,156,121,0.5
18,80,62,4
18,16,123,4
18,147,51,0.5
18,20,58,4
18,82,81,4
18,163,136,4
18,3,40,4
18,28,131,4
18,168,156,0.5
18,109,84,0.5
18,124,120,0.5
18,89,76,4
18,84,79,0.5
18,67,113,4
18,134,116,0.5
18,21,69,0.5
18,126,138,4
18,94,74,4
18,29,175,4
18,81,89,0.5
18,71,76,4
18,83,109,0.5
18,128,127,4
18,115,85,4
18,106,89,4
18,139,11,4
18,55,120,4
18,45,97,4
18,40,89,0.5
18,91,93,0.5
18,167,12,4
18,46,55,4
18,162,37,0.5
18,70,76,0.5
18,130,126,0.5
18,15,86,0.5
18,87,93,0.5
18,164,11,4
18,178,51,0.5
18,8,16,4
18,176,83,0.5
18,135,61,4
18,51,65,4
18,114,59,4
18,71,42,0.5
18,151,42,4
18,66,60,4
18,3,70,0.5
18,179,19,4
18,127,66,0.5
18,47,62,0.5
18,63,75,0.5
18,23,146,4
18,6,51,0.5
18,89,34,0.5
18,50,132,4
18,140,23,0.5
18,29,32,4
18,92,93,0.5
18,135,83,4
18,28,31,0.5
18,114,62,4
18,57,55,0.5
18,170,93,0.5
18,13,25,4
18,130,103,0.5
18,8,52,0.5
18,138,154,4
18,135,67,4
18,159,52,4
18,71,54,0.5
18,155,138,4
18,69,66,4
18,34,33,4
18,45,99,0.5
18,102,61,0.5
18,34,44,4
18,88,98,4
18,135,144,0.5
18,86,74,0.5
18,37,33,4
18,4,179,4
18,120,144,0.5
18,8,35,0.5
18,169,57,0.5
18,51,121,0.5
18,110,112,4
18,89,74,4
18,18,58,0.5
18,120,123,4
18,31,49,0.5
18,72,77,0.5
18,83,69,0.5
18,112,65,4
18,61,123,0.5
18,106,116,0.5
18,100,82,4
18,120,52,4
18,120,48,0.5
18,62,62,0.5
18,163,56,0.5
18,101,89,4
18,82,77,4
18,87,87,4
18,19,38,4
18,44,52,4
18,79,77,4
18,39,69,4
18,10,36,0.5
18,47,66,4
18,134,89,0.5
18,135,115,0.5
18,26,37,4
18,107,116,4
18,169,161,4
18,53,66,4
18,112,102,0.5
18,93,89,4
18,117,114,4
18,20,86,0.5
18,165,74,0.5
18,115,70,4
18,166,129,0.5
18,100,81,4
18,128,128,4
18,58,128,0.5
18,94,100,4
18,125,93,0.5
18,131,115,4
18,169,163,4
18,27,33,4
18,153,91,0.5
18,120,127,0.5
18,112,103,0.5
18,64,75,4
18,60,125,4
18,113,114,4
18,28,72,0.5
18,125,129,4
18,157,59,4
18,179,145,0.5
18,129,139,4
18,63,58,4
18,169,84,0.5
18,149,132,4
18,16,58,0.5
18,151,151,0.5
18,75,102,0.5
18,18,36,4
18,19,39,0.5
18,175,45,0.5
18,131,96,4
18,78,76,0.5
18,37,63,0.5
18,29,115,0.5
18,43,59,0.5
18,168,64,0.5
18,69,53,0.5
18,153,125,0.5
18,179,85,0.5
18,121,110,0.5
18,86,127,0.5
18,100,138,0.5
18,16,42,0.5
18,89,94,0.5
18,31,55,4
18,101,117,4
18,95,50,0.5
18,37,143,4
18,51,47,0.5
18,33,80,0.5
18,24,94,0.5
18,150,104,0.5
18,172,3,4
18,155,4,0.5
18,130,90,0.5
18,147,110,0.5
18,175,160,0.5
18,142,131,4
18,28,107,0.5
18,63,41,4
18,135,35,4
18,22,134,0.5
18,13,60,4
18,166,40,0.5
18,84,94,0.5
18,48,57,4
18,100,19,0.5
18,86,63,4
18,21,128,0.5
18,113,120,0.5
18,163,128,0.5
18,18,30,4
18,25,54,4
18,71,50,4
18,58,63,4
18,158,26,0.5
18,140,154,4
18,140,113,0.5
18,50,43,4
18,100,90,0.5
18,132,115,4
18,129,73,0.5
18,109,112,4
18,145,89,0.5
18,71,82,0.5
18,134,119,4
18,30,106,0.5
18,98,118,0.5
18,117,80,0.5
18,155,52,0.5
18,42,44,0.5
18,15,65,0.5
18,139,57,0.5
18,89,100,4
18,115,118,0.5
18,130,101,4
18,176,164,4
18,172,56,4
18,50,123,0.5
18,1,169,0.5
18,66,110,4
18,142,22,0.5
18,32,56,4
18,76,155,0.5
18,43,36,0.5
18,65,79,4
18,136,69,4
18,134,142,0.5
18,81,56,0.5
18,122,131,4
18,86,78,4
18,173,10,4
18,96,101,0.5
18,176,165,4
18,174,48,0.5
18,135,38,4
18,94,36,0.5
18,1,177,4
18,98,54,0.5
18,82,89,4
18,167,72,0.5
18,21,91,4
18,71,63,4
18,111,103,4
18,141,70,0.5
18,20,45,4
18,88,71,0.5
18,37,133,0.5
18,148,53,0.5
18,4,174,4
18,41,55,0.5
18,160,173,4
18,37,25,4
18,31,30,4
18,98,105,4
18,50,136,0.5
18,67,47,0.5
18,100,142,4
18,29,53,0.5
18,49,56,0.5
18,139,168,0.5
18,164,57,0.5
18,34,115,0.5
18,128,39,0.5
18,41,52,4
18,99,111,4
18,23,94,0.5
18,20,77,0.5
18,29,121,4
18,178,15,4
18,177,33,0.5
18,166,111,0.5
18,17,28,4
18,167,45,4
18,19,65,0.5
18,10,31,0.5
18,98,118,4
18,177,121,0.5
18,100,118,4
18,149,137,0.5
18,7,101,0.5
18,29,69,0.5
18,82,146,0.5
18,121,102,4
18,90,92,4
18,17,82,4
18,31,141,0.5
18,85,99,4
18,115,102,4
18,97,106,0.5
18,69,57,4
18,176,5,4
18,122,133,4
18,179,151,4
18,130,114,4
18,13,175,4
18,68,123,4
18,162,139,4
18,39,30,4
18,63,67,4
18,161,24,4
18,65,74,4
18,6,20,4
18,102,123,0.5
18,103,126,4
18,176,37,4
18,173,115,0.5
18,94,114,4
18,79,88,4
18,174,132,4
18,154,131,0.5
18,64,132,0.5
18,16,1,0.5
18,169,126,0.5
18,85,81,4
18,110,126,4
18,167,76,0.5
18,58,50,4
18,117,86,4
18,69,53,4
18,15,0,4
18,150,111,4
18,97,113,0.5
18,167,126,0.5
18,169,148,4
18,72,51,4
18,130,122,4
18,9,5,4
18,29,50,4
18,131,131,4
18,58,126,4
18,152,40,0.5
18,1,30,0.5
18,109,111,0.5
18,144,21,0.5
18,95,94,0.5
18,50,71,4
18,86,68,4
18,99,125,0.5
18,18,62,4
18,12,51,4
18,69,116,0.5
18,128,52,0.5
18,115,121,4
18,30,72,4
18,17,179,0.5
18,64,75,4
18,170,36,4
18,153,113,0.5
18,168,113,0.5
18,38,102,0.5
18,106,99,0.5
18,141,150,4
18,17,87,0.5
18,126,114,0.5
18,24,64,4
18,81,87,0.5
18,91,88,4
18,48,52,4
18,118,121,0.5
18,138,94,4
18,74,58,4
18,80,81,0.5
18,164,129,0.5
18,20,70,4
18,65,53,4
18,22,77,4
18,154,102,0.5
18,149,179,0.5
18,91,63,0.5
18,10,53,0.5
18,154,52,0.5
18,119,145,4
18,101,124,0.5
18,10,108,0.5
18,14,122,0.5
18,31,54,0.5
18,51,48,4
18,103,105,4
18,144,43,4
18,19,43,4
18,77,93,0.5
18,40,61,0.5
18,60,52,4
18,163,112,4
18,105,109,4
18,21,32,0.5
18,56,130,0.5
18,98,136,0.5
18,11,3,4
18,6,48,0.5
18,125,120,4
18,46,55,0.5
18,22,44,0.5
18,39,62,0.5
18,83,60,0.5
18,127,51,0.5
18,138,116,0.5
18,93,89,4
18,18,27,0.5
18,23,77,4
18,69,75,0.5
18,124,116,4
18,135,98,0.5
18,65,64,4
18,137,108,4
18,4,8,4
18,16,14,0.5
18,153,132,4
18,62,24,4
18,106,59,0.5
18,26,51,0.5
18,90,116,0.5
18,169,27,0.5
18,70,51,4
18,46,70,4
18,38,17,0.5
18,8,13,4
18,45,45,0.5
18,122,97,0.5
18,124,145,0.5
18,35,77,4
18,86,115,0.5
18,110,40,0.5
18,55,33,4
18,38,57,0.5
18,87,108,0.5
18,101,116,4
18,39,132,0.5
18,63,38,0.5
18,50,53,4
18,43,165,0.5
18,162,178,4
18,127,49,4
18,40,53,0.5
18,110,121,4
18,34,10,0.5
18,41,51,4
18,54,107,0.5
18,13,34,4
18,71,124,4
18,91,79,0.5
18,54,71,4
18,43,54,0.5
18,113,152,0.5
18,47,77,4
18,154,137,4
18,143,63,0.5
18,93,137,4
18,145,90,4
18,180,80,0.5
18,13,75,4
18,153,164,0.5
18,135,114,4
18,174,90,0.5
18,76,130,4
18,75,102,0.5
18,2,59,4
18,131,119,4
18,132,131,4
18,38,144,0.5
18,25,60,4
18,140,109,0.5
18,125,37,0.5
18,37,70,0.5
18,101,139,0.5
18,13,54,4
18,177,41,4
18,124,129,4
18,116,107,4
18,15,35,0.5
18,117,111,4
18,135,137,0.5
18,156,109,0.5
18,73,84,4
18,150,128,0.5
18,17,100,0.5
18,111,129,4
18,124,102,4
18,134,138,0.5
18,132,119,0.5
18,81,130,0.5
18,38,81,4
18,19,128,4
18,87,142,0.5
18,90,108,0.5
18,134,79,0.5
18,72,41,4
18,176,83,4
18,178,28,4
18,47,89,0.5
18,155,124,0.5
18,21,149,0.5
18,94,82,0.5
18,94,78,0.5
18,55,16,0.5
18,114,58,4
18,151,47,4
18,84,104,4
18,88,99,4
18,49,57,4
18,122,68,4
18,130,130,4
18,51,49,4
18,130,62,0.5
18,110,158,0.5
18,168,93,0.5
18,168,47,4
18,86,104,0.5
18,29,115,4
18,9,53,0.5
18,44,58,0.5
18,75,70,4
18,93,99,4
18,69,32,0.5
18,35,58,4
18,101,39,0.5
18,17,115,0.5
18,5,22,4
18,129,53,0.5
18,74,68,4
18,60,40,4
18,130,159,4
18,33,55,4
18,158,107,0.5
18,174,125,0.5
18,131,125,0.5
18,116,90,0.5
18,80,41,4
18,83,92,0.5
18,178,64,4
18,126,122,0.5
18,116,130,0.5
18,60,42,4
18,46,71,0.5
18,49,132,4
18,17,82,4
18,39,129,0.5
18,75,119,0.5
18,93,90,0.5
18,127,123,4
18,71,64,0.5
18,158,98,0.5
18,111,63,4
18,56,81,4
18,169,120,0.5
18,97,12,0.5
18,42,136,0.5
18,117,67,0.5
18,20,119,4
18,104,146,4
18,82,64,0.5
18,88,112,4
18,67,43,4
18,136,106,0.5
18,134,41,0.5
18,127,52,0.5
18,8,93,0.5
18,140,93,0.5
18,142,39,4
18,34,33,4
18,142,59,0.5
18,140,79,0.5
18,151,100,0.5
18,161,72,0.5
18,67,60,0.5
18,70,75,0.5
18,16,127,4
18,49,67,0.5
18,159,138,4
18,28,85,0.5
18,141,106,4
18,58,61,0.5
18,9,85,4
18,67,91,0.5
18,81,140,4
18,4,29,4
18,165,10,4
18,175,1,0.5
18,126,155,0.5
18,132,68,4
18,168,78,0.5
18,147,38,0.5
18,122,127,0.5
18,110,35,0.5
18,61,93,4
18,85,103,4
18,120,115,0.5
18,23,12,4
18,164,32,0.5
18,67,83,4
18,13,143,4
18,24,143,0.5
18,161,30,4
18,56,130,0.5
18,143,113,0.5
18,22,111,4
18,150,71,0.5
18,4,144,0.5
18,60,45,0.5
18,125,138,4
18,122,140,0.5
18,78,89,0.5
18,40,41,4
18,37,30,4
18,170,2,4
18,84,66,4
18,20,28,0.5
18,85,59,0.5
18,117,72,4
18,78,102,0.5
18,99,109,4
18,130,151,4
18,168,115,4
18,23,66,0.5
18,163,165,4
18,143,128,4
18,7,22,4
18,132,73,4
18,115,113,4
18,118,117,0.5
18,27,57,4
18,82,65,0.5
18,172,20,0.5
18,68,78,4
18,83,151,4
18,164,80,0.5
18,12,64,0.5
18,107,119,4
18,166,52,0.5
18,80,56,4
18,148,148,4
18,43,53,0.5
18,33,36,0.5
18,29,30,4
18,123,61,0.5
18,55,93,0.5
18,17,50,4
18,3,177,0.5
18,54,58,0.5
18,147,122,4
18,128,140,4
18,100,91,4
18,163,136,0.5
18,29,50,0.5
18,91,42,0.5
18,157,76,0.5
18,161,58,4
18,26,102,0.5
18,50,76,4
18,1,84,0.5
18,34,62,0.5
18,24,177,0.5
18,147,48,0.5
18,1,50,0.5
18,125,102,0.5
18,12,81,4
18,36,32,4
18,179,125,4
18,127,106,4
18,87,113,0.5
18,140,116,4
18,127,127,4
18,82,118,4
18,96,65,4
18,21,10,0.5
18,12,27,4
18,63,68,4
18,134,91,0.5
18,89,100,4
18,140,176,0.5
18,67,69,4
18,164,45,0.5
18,47,120,0.5
18,147,139,0.5
18,95,45,4
18,88,118,4
18,159,166,4
18,14,95,4
18,164,155,0.5
18,7,162,0.5
18,1,144,4
18,21,32,0.5
18,43,128,4
18,163,18,4
18,125,133,0.5
18,127,133,4
18,33,104,4
18,100,145,0.5
18,14,53,4
18,161,46,4
18,175,17,4
18,85,89,4
18,89,54,0.5
18,41,72,0.5
18,94,137,0.5
18,104,159,0.5
18,147,101,4
18,15,119,0.5
18,116,82,4
18,62,24,4
18,105,62,4
18,66,73,4
18,89,136,0.5
18,168,49,4
18,89,130,4
18,134,128,0.5
18,53,131,4
18,1,126,0.5
18,53,41,0.5
18,175,51,4
18,180,72,4
18,41,88,0.5
18,97,56,4
18,40,109,4
18,7,55,4
18,149,25,0.5
18,53,135,4
18,82,39,4
18,50,70,4
18,172,59,4
18,3,165,4
18,88,60,0.5
18,165,38,0.5
18,130,46,0.5
18,91,31,0.5
18,171,149,0.5
18,156,128,4
18,117,108,0.5
18,110,110,4
18,17,132,0.5
18,43,68,4
18,144,150,4
18,112,117,4
18,31,56,4
18,179,3,4
18,43,47,4
18,177,31,4
18,48,37,4
18,102,106,4
18,87,42,0.5
18,164,51,4
18,176,8,4
18,157,42,0.5
18,8,18,4
18,89,111,4
18,116,58,0.5
18,13,32,4
18,25,20,4
18,70,118,0.5
18,13,16,0.5
18,28,34,0.5
18,27,34,4
18,42,89,0.5
18,56,128,0.5
18,138,128,4
18,82,94,4
18,88,91,4
18,88,95,4
18,134,133,4
18,133,107,0.5
18,71,118,0.5
18,158,113,0.5
18,44,106,0.5
18,81,95,4
18,171,17,4
18,119,40,0.5
18,151,148,4
18,4,64,0.5
18,17,41,4
18,180,68,0.5
18,132,101,0.5
18,162,36,4
18,85,67,0.5
18,55,53,0.5
18,1,120,0.5
18,122,109,4
18,138,118,0.5
18,159,30,0.5
18,149,52,4
18,126,126,4
18,179,22,4
18,4,116,0.5
18,12,33,0.5
18,71,68,0.5
18,101,89,4
18,158,85,4
18,123,56,4
18,139,111,4
18,80,81,4
18,135,86,4
18,177,121,0.5
18,6,43,0.5
18,124,69,4
18,48,53,4
18,71,89,4
18,93,19,0.5
18,36,141,0.5
18,51,64,4
18,32,46,4
18,112,120,0.5
18,148,86,4
18,161,37,4
18,27,141,0.5
18,99,131,0.5
19,64,84,0.5
19,129,154,4
19,83,25,4
19,83,173,0.5
19,158,178,4
19,112,42,0.5
19,23,141,0.5
19,95,122,0.5
19,121,28,0.5
19,14,30,4
19,75,50,4
19,12,22,4
19,90,4,0.5
19,180,175,0.5
19,75,25,4
19,57,71,0.5
19,138,5,0.5
19,58,7,0.5
19,174,155,0.5
19,102,121,4
19,81,53,0.5
19,91,88,0.5
19,100,128,0.5
19,29,24,4
19,180,169,4
19,104,105,4
19,63,177,0.5
19,76,20,0.5
19,174,20,4
19,19,16,4
19,76,134,0.5
19,172,10,4
19,67,173,0.5
19,54,49,4
19,177,5,0.5
19,56,46,4
19,97,75,4
19,168,147,4
19,111,128,4
19,176,157,0.5
19,27,56,4
19,56,97,0.5
19,9,12,4
19,162,165,4
19,15,26,0.5
19,57,17,0.5
19,23,31,4
19,122,145,0.5
19,9,9,4
19,70,78,4
19,50,44,4
19,174,155,0.5
19,143,128,4
19,8,93,0.5
19,63,77,4
19,171,68,0.5
19,82,65,4
19,145,128,4
19,159,155,0.5
19,176,155,4
19,145,149,4
19,37,105,0.5
19,47,46,4
19,55,108,0.5
19,3,9,0.5
19,16,28,4
19,176,153,4
19,158,88,0.5
19,158,15,0.5
19,77,59,4
19,87,103,4
19,140,146,4
19,105,174,0.5
19,4,21,4
19,115,109,0.5
19,20,155,0.5
19,29,102,0.5
19,130,159,4
19,96,170,0.5
19,91,91,4
19,12,20,0.5
19,40,24,0.5
19,90,143,0.5
19,112,12,0.5
19,38,26,0.5
19,135,143,4
19,157,98,0.5
19,9,114,0.5
19,95,16,0.5
19,86,140,0.5
19,134,119,4
19,111,137,0.5
19,141,146,4
19,138,134,4
19,105,128,4
19,53,46,4
19,80,23,0.5
19,176,169,0.5
19,100,1,0.5
19,105,49,0.5
19,137,81,0.5
19,18,100,0.5
19,24,20,4
19,60,38,4
19,120,137,4
19,82,39,4
19,93,117,4
19,14,68,0.5
19,86,120,0.5
19,147,105,0.5
19,176,173,0.5
19,2,154,0.5
19,127,18,0.5
19,149,137,0.5
19,52,62,4
19,116,35,4
19,58,24,0.5
19,142,149,4
19,110,156,0.5
19,175,164,4
19,41,18,0.5
19,142,161,4
19,19,30,4
19,80,24,0.5
19,107,116,4
19,59,24,0.5
19,48,19,0.5
19,66,150,0.5
19,37,137,0.5
19,110,111,0.5
19,110,103,0.5
19,47,29,0.5
19,74,143,0.5
19,176,0,4
19,127,112,4
19,3,21,0.5
19,49,70,4
19,179,153,4
19,11,0,0.5
19,43,155,0.5
19,58,72,4
19,150,150,0.5
19,67,89,0.5
19,170,168,0.5
19,27,42,0.5
19,70,92,4
19,8,33,4
19,163,2,0.5
19,6,2,4
19,57,178,0.5
19,23,44,0.5
19,150,170,0.5
19,3,44,0.5
19,34,142,0.5
19,54,141,0.5
19,30,38,4
19,89,21,0.5
19,171,168,0.5
19,30,26,4
19,106,115,4
19,130,22,0.5
19,132,37,0.5
19,15,21,4
19,27,28,4
19,52,39,0.5
19,179,168,4
19,180,175,4
19,24,163,4
19,6,149,0.5
19,44,17,4
19,97,101,0.5
19,87,63,4
19,28,37,4
19,158,130,4
19,172,48,0.5
19,25,26,0.5
19,61,104,0.5
19,46,50,4
19,79,43,0.5
19,144,141,4
19,24,41,0.5
19,24,156,0.5
19,162,144,0.5
19,53,56,4
19,39,41,4
19,105,129,4
19,109,90,0.5
19,110,130,0.5
19,29,31,4
19,144,146,4
19,119,127,4
19,151,153,0.5
19,174,179,0.5
19,26,133,0.5
19,29,41,4
19,37,128,0.5
19,81,88,0.5
19,109,95,0.5
19,100,47,0.5
19,95,66,4
19,56,75,4
19,34,57,4
19,116,118,4
19,150,166,0.5
19,90,159,0.5
19,82,106,4
19,26,25,0.5
19,63,47,4
19,123,106,4
19,168,152,4
19,67,44,4
19,31,120,0.5
19,167,169,0.5
19,119,168,0.5
19,125,143,0.5
19,133,46,0.5
19,47,56,4
19,78,81,4
19,7,22,4
19,106,38,0.5
19,117,115,0.5
19,166,172,4
19,123,167,0.5
19,2,171,4
19,62,37,0.5
19,109,154,0.5
19,51,36,0.5
19,51,66,4
19,34,45,4
19,104,134,4
19,99,117,0.5
19,85,90,4
19,85,89,4
19,74,125,0.5
19,124,47,0.5
19,11,12,0.5
19,99,63,4
19,25,37,4
19,179,77,0.5
19,4,149,4
19,178,173,4
19,17,35,4
19,54,10,0.5
19,157,139,4
19,102,106,4
19,134,110,0.5
19,6,20,4
19,145,155,0.5
19,12,35,4
19,150,102,0.5
19,73,59,4
19,177,156,4
19,11,14,0.5
19,139,174,0.5
19,146,100,0.5
19,172,154,0.5
19,79,88,0.5
19,48,39,4
19,151,155,4
19,146,14,0.5
19,52,17,0.5
19,108,149,0.5
19,99,113,0.5
19,138,16,0.5
19,137,157,4
19,68,102,0.5
19,5,43,0.5
19,151,41,0.5
19,100,98,4
19,29,23,4
19,26,134,0.5
19,177,0,4
19,143,19,0.5
19,179,6,4
19,98,175,0.5
19,79,76,4
19,163,151,0.5
19,13,16,0.5
19,129,158,4
19,87,6,0.5
19,129,156,0.5
19,176,25,0.5
19,69,71,4
19,35,58,4
19,48,32,0.5
19,33,22,4
19,45,93,0.5
19,51,58,4
19,14,70,0.5
19,176,172,4
19,137,141,4
19,41,177,0.5
19,27,15,0.5
19,42,10,0.5
19,168,160,0.5
19,102,75,4
19,106,108,4
19,27,65,0.5
19,178,159,4
19,157,25,0.5
19,113,85,0.5
19,144,115,0.5
19,62,92,0.5
19,103,95,0.5
19,103,37,0.5
19,62,14,0.5
19,86,115,0.5
19,105,97,4
19,172,155,0.5
19,84,9,0.5
19,169,145,4
19,129,122,4
19,90,162,0.5
19,39,34,4
19,75,137,0.5
19,18,36,0.5
19,93,39,0.5
19,82,7,0.5
19,142,115,0.5
19,24,60,0.5
19,3,137,0.5
19,131,135,0.5
19,75,113,0.5
19,49,58,4
19,36,48,0.5
19,24,24,4
19,5,18,0.5
19,159,137,4
19,6,42,0.5
19,127,150,0.5
19,63,49,4
19,72,66,4
19,68,46,0.5
19,12,27,4
19,56,128,0.5
19,107,98,4
19,98,101,4
19,47,47,0.5
19,10,16,4
19,63,66,4
19,60,58,4
19,64,54,4
19,44,152,0.5
19,53,29,4
19,58,18,0.5
19,15,27,4
19,67,20,0.5
19,120,23,0.5
19,86,72,4
19,134,26,0.5
19,156,148,0.5
19,140,146,4
19,41,36,4
19,53,24,4
19,10,37,4
19,137,172,0.5
19,19,29,4
19,169,135,4
19,22,35,4
19,68,29,0.5
19,154,176,0.5
19,4,167,0.5
19,134,153,4
19,3,17,4
19,175,148,4
19,101,29,0.5
19,165,145,4
19,110,132,4
19,13,24,4
19,1,120,0.5
19,126,125,4
19,29,45,4
19,162,117,4
19,147,134,4
19,33,1,0.5
19,124,164,0.5
19,135,137,4
19,103,95,0.5
19,20,175,0.5
19,8,18,4
19,7,23,4
19,174,179,4
19,23,2,0.5
19,77,67,4
19,170,159,4
19,45,154,0.5
19,149,171,4
19,63,82,0.5
19,93,122,4
19,4,1,4
19,88,109,4
19,29,83,4
19,109,111,4
19,48,36,0.5
19,8,35,4
19,144,74,0.5
19,109,97,0.5
19,153,134,4
19,65,26,0.5
19,13,8,4
19,166,170,4
19,120,113,4
19,77,79,4
19,115,86,0.5
19,170,90,0.5
19,99,87,4
19,51,33,4
19,124,23,0.5
19,79,74,4
19,77,157,0.5
19,111,129,4
19,51,66,0.5
19,15,33,4
19,13,13,4
19,12,90,0.5
19,47,177,0.5
19,162,174,0.5
19,97,70,4
19,148,138,0.5
19,68,79,0.5
19,87,96,0.5
19,164,139,4
19,7,77,0.5
19,87,123,4
19,178,2,0.5
19,4,132,0.5
19,84,32,0.5
19,13,32,4
19,20,16,4
19,125,14,0.5
19,102,98,0.5
19,129,110,4
19,42,6,0.5
19,79,92,4
19,28,38,4
19,127,132,0.5
19,153,150,4
19,48,56,4
19,105,105,0.5
19,152,156,4
19,111,132,0.5
19,159,158,4
19,128,158,4
19,24,137,0.5
19,64,174,0.5
19,172,85,4
19,160,174,0.5
19,88,123,0.5
19,71,161,0.5
19,48,28,0.5
19,62,67,4
19,112,120,4
19,49,52,4
19,89,94,4
19,14,68,0.5
19,171,170,4
19,137,157,4
19,162,2,0.5
19,172,93,0.5
19,144,141,4
19,88,91,0.5
19,153,127,0.5
19,5,113,0.5
19,51,27,4
19,120,112,4
19,28,23,0.5
19,63,77,4
19,149,142,0.5
19,42,28,4
19,113,133,4
19,69,94,0.5
19,92,69,0.5
19,13,14,4
19,159,159,4
19,112,64,0.5
19,56,72,4
19,90,92,4
19,170,147,0.5
19,96,112,4
19,25,48,4
19,114,109,0.5
19,89,59,4
19,41,125,0.5
19,4,38,4
19,5,178,4
19,50,60,4
19,111,169,0.5
19,54,11,0.5
19,146,159,4
19,98,111,4
19,104,151,0.5
19,25,1,0.5
19,125,123,4
19,153,134,4
19,16,5,0.5
19,102,104,4
19,45,36,4
19,91,119,0.5
19,88,179,0.5
19,65,8,0.5
19,35,119,0.5
19,9,130,0.5
19,180,29,0.5
19,90,90,4
19,178,29,4
19,100,9,0.5
19,48,38,0.5
19,97,134,0.5
19,31,22,0.5
19,180,2,0.5
19,73,77,4
19,81,58,4
19,18,16,0.5
19,25,21,4
19,24,94,0.5
19,44,38,4
19,30,19,4
19,154,139,4
19,169,153,4
19,165,3,4
19,23,11,4
19,80,81,4
19,37,23,4
19,5,166,4
19,7,171,0.5
19,52,9,4
19,116,146,4
19,155,160,0.5
19,114,156,0.5
19,70,33,4
19,160,168,4
19,67,133,0.5
19,135,147,4
19,32,14,4
19,148,115,0.5
19,74,59,4
19,54,50,4
19,104,140,4
19,61,57,4
19,115,5,0.5
19,121,9,0.5
19,46,30,0.5
19,135,137,0.5
19,26,37,0.5
19,98,40,0.5
19,31,19,4
19,69,76,4
19,139,5,0.5
19,168,165,4
19,114,125,4
19,70,55,4
19,32,175,0.5
19,121,18,0.5
19,32,175,0.5
19,147,151,4
19,18,26,0.5
19,167,10,0.5
19,111,3,0.5
19,61,38,4
19,76,31,4
19,66,159,0.5
19,38,161,4
19,154,38,0.5
19,162,170,0.5
19,101,108,4
19,4,171,4
19,93,108,4
19,38,45,4
19,168,156,4
19,170,149,4
19,23,172,0.5
19,133,1,0.5
19,104,19,0.5
19,136,111,4
19,97,107,4
19,104,118,4
19,69,81,4
19,58,76,4
19,135,26,0.5
19,68,7,0.5
19,100,98,4
19,145,99,4
19,89,85,4
19,29,35,4
19,45,157,0.5
19,48,51,4
19,7,36,4
19,113,133,4
19,79,42,0.5
